gov_fedspend_obligation_date,gov_fedspend_program_cfda_number,gov_fedspend_awarding_agency_code,gov_fedspend_funding_subagency_code,gov_fedspend_recipient_uei_hash,gov_fedspend_recipient_type_code,gov_fedspend_award_amount_usd,gov_fedspend_award_type_code,gov_fedspend_assistance_listing_title,gov_fedspend_place_of_performance_geoid,gov_fedspend_primary_purpose_code,gov_fedspend_covid_relief_flag,gov_fedspend_infrastructure_act_flag,gov_fedspend_competition_indicator,gov_fedspend_matching_requirement_flag,gov_fedspend_period_of_performance_days,gov_fedspend_outlay_estimate_usd,gov_fedspend_deobligation_amount_usd,gov_fedspend_reporting_period_quarter,gov_fedspend_data_source_system
2019-12-13,52.043,AG02,SUBF,UEI000000001808,FOR_PROFIT,45542385.26,LOAN,RESEARCH_INFRASTRUCTURE,7290742057,TRANSPORT,0,0,FORMULA,1,1076,27998643.58,3316286.68,Q2,SYSTEM_C
2019-12-14,94.366,AG08,SUBB,UEI000000001809,LOCAL_GOV,33256805.29,CONTRACT,HOUSING_SUPPORT,6897414219,OTHER,0,0,FORMULA,1,561,12045748.46,3457473.64,Q3,SYSTEM_A
2019-12-15,25.515,AG01,SUBD,UEI000000001810,STATE_GOV,172699248.76,LOAN,RESEARCH_INFRASTRUCTURE,4630435325,EDU,0,1,FORMULA,0,698,138214464.7,7618101.0,Q1,SYSTEM_A
2019-12-16,51.791,AG06,SUBB,UEI000000001811,UNIVERSITY,189548387.13,COOP_AGREEMENT,WORKFORCE_TRAINING,3002856014,ENERGY,0,0,FULL_AND_OPEN,0,2848,102703200.09,261712.47,Q1,SYSTEM_A
2019-12-17,54.003,AG02,SUBD,UEI000000001812,INDIVIDUAL,33182684.7,CONTRACT,COMMUNITY_HEALTH,4721306414,SCI_TECH,1,0,FORMULA,0,2270,29214990.1,3101129.11,Q4,SYSTEM_A
2019-12-18,15.379,AG08,SUBB,UEI000000001813,FOR_PROFIT,169327986.85,GRANT,TRANSPORT_IMPROVEMENTS,8033337517,ENERGY,0,1,FORMULA,1,951,161100004.45,1112666.89,Q2,SYSTEM_B
2019-12-19,95.863,AG05,SUBF,UEI000000001814,UNIVERSITY,141745428.21,CONTRACT,ED_INNOVATION,7018614562,SCI_TECH,0,0,FULL_AND_OPEN,0,1649,70877742.12,11696182.86,Q4,SYSTEM_A
2019-12-20,30.004,AG02,SUBD,UEI000000001815,LOCAL_GOV,136068304.0,GRANT,PUBLIC_SAFETY,6209687455,ENV,0,1,OTHER,0,2366,60745406.31,9145803.78,Q1,SYSTEM_A
2019-12-21,03.936,AG02,SUBD,UEI000000001816,TRIBAL_GOV,196075520.81,GRANT,TRANSPORT_IMPROVEMENTS,6157814505,SAFETY,0,0,FORMULA,0,179,93208969.97,18871359.52,Q1,SYSTEM_D
2019-12-22,26.941,AG01,SUBF,UEI000000001817,UNIVERSITY,234533928.54,CONTRACT,TRANSPORT_IMPROVEMENTS,6242725337,ECON_DEV,0,0,FORMULA,0,201,132115957.73,2053445.6,Q3,SYSTEM_A
2019-12-23,61.908,AG07,SUBE,UEI000000001818,UNIVERSITY,178912398.96,COOP_AGREEMENT,ED_INNOVATION,7156697756,SAFETY,0,0,FORMULA,0,2239,144870559.45,19352990.14,Q2,SYSTEM_A
2019-12-24,03.325,AG06,SUBF,UEI000000001819,UNIVERSITY,191715728.63,LOAN,SMALL_BUSINESS_SUPPORT,1944514922,SAFETY,0,0,FULL_AND_OPEN,1,1403,107098615.16,1526460.9,Q1,SYSTEM_B
2019-12-25,09.629,AG08,SUBF,UEI000000001820,NONPROFIT,220403371.7,CONTRACT,HOUSING_SUPPORT,5930412722,HOUSING,0,0,FORMULA,0,932,149098013.34,23139609.34,Q2,SYSTEM_A
2019-12-26,16.190,AG05,SUBB,UEI000000001821,STATE_GOV,163184520.5,GRANT,HOUSING_SUPPORT,3436530484,HEALTH,0,0,FULL_AND_OPEN,1,3419,167516023.86,6490691.13,Q4,SYSTEM_C
2019-12-27,06.616,AG04,SUBD,UEI000000001822,FOR_PROFIT,153923248.1,COOP_AGREEMENT,ED_INNOVATION,8388446292,SAFETY,0,0,FULL_AND_OPEN,1,541,126863986.58,16337430.16,Q3,SYSTEM_B
2019-12-28,74.589,AG02,SUBE,UEI000000001823,LOCAL_GOV,242980603.94,GRANT,HOUSING_SUPPORT,8876361197,ENV,0,0,OTHER,0,2022,109257111.29,6642799.98,Q4,SYSTEM_C
2019-12-29,47.465,AG06,SUBE,UEI000000001824,NONPROFIT,199755581.44,GRANT,RESEARCH_INFRASTRUCTURE,8227294763,HOUSING,0,0,FULL_AND_OPEN,0,1048,177285526.24,3954559.68,Q1,SYSTEM_A
2019-12-30,37.202,AG08,SUBD,UEI000000001825,INDIVIDUAL,129862503.13,DIRECT_PAYMENT,BROADBAND_ACCESS,9060659775,ECON_DEV,0,0,LIMITED,0,638,92911009.29,9686622.05,Q2,SYSTEM_C
2019-12-31,57.930,AG04,SUBE,UEI000000001826,FOR_PROFIT,226869127.28,GRANT,HOUSING_SUPPORT,8693637628,SCI_TECH,0,0,FORMULA,0,1432,167694130.6,554809.84,Q2,SYSTEM_A
2020-01-01,28.040,AG05,SUBD,UEI000000001827,STATE_GOV,20604258.09,GRANT,SMALL_BUSINESS_SUPPORT,1862815133,ENV,0,0,LIMITED,0,1191,15484311.66,299550.29,Q2,SYSTEM_C
2020-01-02,40.746,AG07,SUBE,UEI000000001828,NONPROFIT,192970284.66,GRANT,CLIMATE_RESILIENCE,3415843737,TRANSPORT,0,0,LIMITED,0,325,168777242.53,2139296.63,Q3,SYSTEM_A
2020-01-03,73.377,AG01,SUBD,UEI000000001829,LOCAL_GOV,33955483.38,GRANT,CLIMATE_RESILIENCE,8379625920,SCI_TECH,0,1,FORMULA,1,1874,34877711.66,751327.1,Q4,SYSTEM_D
2020-01-04,90.740,AG01,SUBE,UEI000000001830,UNIVERSITY,101466119.08,CONTRACT,TRANSPORT_IMPROVEMENTS,5287939012,ECON_DEV,0,1,SOLE_SOURCE,1,1789,54169769.27,5163556.06,Q1,SYSTEM_A
2020-01-05,30.095,AG07,SUBC,UEI000000001831,LOCAL_GOV,172313174.66,COOP_AGREEMENT,CLIMATE_RESILIENCE,5938682195,ECON_DEV,1,0,OTHER,0,2075,90291653.11,18405120.37,Q4,SYSTEM_C
2020-01-06,07.913,AG03,SUBB,UEI000000001832,LOCAL_GOV,107183422.97,COOP_AGREEMENT,DISASTER_RELIEF,7490752338,ENV,0,0,FORMULA,1,3396,44136519.96,11339324.01,Q4,SYSTEM_D
2020-01-07,14.483,AG04,SUBA,UEI000000001833,NONPROFIT,205927527.76,LOAN,RESEARCH_INFRASTRUCTURE,9535214091,HOUSING,0,0,SOLE_SOURCE,0,158,98216909.5,13373272.49,Q1,SYSTEM_A
2020-01-08,82.927,AG08,SUBE,UEI000000001834,STATE_GOV,197940456.77,GRANT,PUBLIC_SAFETY,1638049414,SCI_TECH,1,0,LIMITED,0,1047,89561221.26,23630139.63,Q2,SYSTEM_C
2020-01-09,02.185,AG07,SUBB,UEI000000001835,STATE_GOV,200162691.43,GRANT,DISASTER_RELIEF,3825797526,OTHER,1,0,FORMULA,1,2332,195661274.65,22042504.83,Q2,SYSTEM_C
2020-01-10,93.400,AG02,SUBB,UEI000000001836,STATE_GOV,104329876.97,COOP_AGREEMENT,BROADBAND_ACCESS,8116326619,OTHER,0,0,FULL_AND_OPEN,0,2491,42609056.91,7294112.68,Q3,SYSTEM_B
2020-01-11,64.696,AG08,SUBD,UEI000000001837,FOR_PROFIT,241273797.23,LOAN,DISASTER_RELIEF,7432080927,HOUSING,0,0,FORMULA,0,3136,97197977.5,19342583.14,Q1,SYSTEM_D
2020-01-12,90.019,AG07,SUBB,UEI000000001838,NONPROFIT,84871808.73,GRANT,ED_INNOVATION,8042834346,SCI_TECH,0,0,FULL_AND_OPEN,1,1491,34407131.77,3084576.37,Q1,SYSTEM_B
2020-01-13,51.192,AG01,SUBB,UEI000000001839,FOR_PROFIT,129341848.66,CONTRACT,COMMUNITY_HEALTH,8824314954,ENERGY,0,0,OTHER,1,1053,61408395.59,5119704.42,Q4,SYSTEM_D
2020-01-14,09.041,AG05,SUBE,UEI000000001840,LOCAL_GOV,214112740.96,COOP_AGREEMENT,ED_INNOVATION,7789249558,HEALTH,0,0,FORMULA,1,2096,106300726.49,16050930.2,Q3,SYSTEM_B
2020-01-15,36.383,AG06,SUBC,UEI000000001841,NONPROFIT,124643605.06,GRANT,PUBLIC_SAFETY,8866869068,SCI_TECH,0,1,FULL_AND_OPEN,0,2295,103894730.69,7552907.84,Q3,SYSTEM_A
2020-01-16,95.114,AG04,SUBC,UEI000000001842,STATE_GOV,5222180.44,GRANT,ED_INNOVATION,5107183896,TRANSPORT,0,0,LIMITED,1,1753,3899636.19,210197.06,Q4,SYSTEM_D
2020-01-17,55.117,AG07,SUBE,UEI000000001843,FOR_PROFIT,220472449.23,GRANT,CLIMATE_RESILIENCE,4035551168,SCI_TECH,0,1,FULL_AND_OPEN,0,2364,229198930.01,11082446.8,Q1,SYSTEM_C
2020-01-18,64.030,AG05,SUBF,UEI000000001844,LOCAL_GOV,249056034.14,CONTRACT,CLIMATE_RESILIENCE,8684290167,HOUSING,1,0,LIMITED,0,1493,148900179.29,19127347.47,Q3,SYSTEM_C
2020-01-19,97.207,AG03,SUBE,UEI000000001845,UNIVERSITY,173676722.26,COOP_AGREEMENT,TRANSPORT_IMPROVEMENTS,9457277117,EDU,0,1,LIMITED,1,1742,85090082.03,5135591.95,Q4,SYSTEM_A
2020-01-20,86.907,AG05,SUBE,UEI000000001846,NONPROFIT,163896458.87,GRANT,RESEARCH_INFRASTRUCTURE,8362034594,ENV,0,0,LIMITED,1,1879,115837871.37,14943574.96,Q4,SYSTEM_C
2020-01-21,64.972,AG05,SUBC,UEI000000001847,NONPROFIT,189103131.47,GRANT,TRANSPORT_IMPROVEMENTS,9195207378,OTHER,0,0,FULL_AND_OPEN,0,542,181749041.48,22453837.4,Q2,SYSTEM_C
2020-01-22,09.210,AG06,SUBA,UEI000000001848,NONPROFIT,165192201.73,CONTRACT,HOUSING_SUPPORT,9944948594,TRANSPORT,0,0,FORMULA,0,553,110868883.63,12495906.7,Q1,SYSTEM_A
2020-01-23,81.582,AG03,SUBA,UEI000000001849,LOCAL_GOV,50491473.41,GRANT,DISASTER_RELIEF,1967608811,ECON_DEV,0,1,FULL_AND_OPEN,0,328,32122430.57,5326125.64,Q4,SYSTEM_B
2020-01-24,63.518,AG06,SUBE,UEI000000001850,INDIVIDUAL,67707454.38,OTHER,HOUSING_SUPPORT,5130882111,ENERGY,0,1,FULL_AND_OPEN,0,3559,49871629.57,2271099.55,Q3,SYSTEM_B
2020-01-25,21.684,AG04,SUBD,UEI000000001851,UNIVERSITY,110391521.9,COOP_AGREEMENT,HOUSING_SUPPORT,5742614163,ENV,0,1,FORMULA,1,2420,52449937.15,6051982.22,Q3,SYSTEM_B
2020-01-26,30.497,AG08,SUBC,UEI000000001852,NONPROFIT,174378703.66,GRANT,SMALL_BUSINESS_SUPPORT,9898058418,ENERGY,0,1,LIMITED,0,482,121917278.13,20160369.24,Q3,SYSTEM_C
2020-01-27,92.157,AG01,SUBD,UEI000000001853,STATE_GOV,241364663.74,LOAN,HOUSING_SUPPORT,3892288337,OTHER,0,1,FORMULA,0,1219,129298769.67,26070381.15,Q2,SYSTEM_A
2020-01-28,14.666,AG07,SUBF,UEI000000001854,NONPROFIT,216844205.31,CONTRACT,BROADBAND_ACCESS,7118010320,SAFETY,0,0,FULL_AND_OPEN,0,2824,157837136.87,14329464.64,Q1,SYSTEM_C
2020-01-29,32.437,AG01,SUBE,UEI000000001855,UNIVERSITY,214530942.78,GRANT,PUBLIC_SAFETY,3940287942,ENV,1,0,FULL_AND_OPEN,0,2920,215496322.24,13576109.85,Q4,SYSTEM_A
2020-01-30,74.821,AG04,SUBC,UEI000000001856,LOCAL_GOV,132994876.19,GRANT,DISASTER_RELIEF,4923342821,ENV,0,0,LIMITED,1,39,54545755.95,7581771.68,Q2,SYSTEM_D
2020-01-31,50.754,AG03,SUBC,UEI000000001857,UNIVERSITY,72620903.96,GRANT,RESEARCH_INFRASTRUCTURE,8109088856,OTHER,0,0,FULL_AND_OPEN,0,945,34645772.37,5566674.65,Q4,SYSTEM_D
2020-02-01,68.130,AG07,SUBA,UEI000000001858,FOR_PROFIT,211000889.37,LOAN,TRANSPORT_IMPROVEMENTS,2656634715,SAFETY,1,1,FORMULA,0,2561,142769302.78,18076148.84,Q4,SYSTEM_B
2020-02-02,79.935,AG03,SUBB,UEI000000001859,LOCAL_GOV,70342057.47,LOAN,RESEARCH_INFRASTRUCTURE,3487595886,HOUSING,0,1,FULL_AND_OPEN,0,2627,68194378.45,3627395.99,Q2,SYSTEM_C
2020-02-03,16.996,AG08,SUBC,UEI000000001860,NONPROFIT,96280080.92,CONTRACT,DISASTER_RELIEF,7933558623,EDU,0,0,FORMULA,1,2311,76041114.77,1980055.1,Q1,SYSTEM_B
2020-02-04,82.472,AG01,SUBC,UEI000000001861,FOR_PROFIT,113199280.44,CONTRACT,SMALL_BUSINESS_SUPPORT,1625865918,HOUSING,0,0,OTHER,1,1643,55553759.52,1239478.26,Q3,SYSTEM_D
2020-02-05,09.146,AG06,SUBA,UEI000000001862,STATE_GOV,77247414.94,GRANT,BROADBAND_ACCESS,2258487972,HEALTH,0,0,LIMITED,0,3263,38215197.92,2008801.37,Q2,SYSTEM_D
2020-02-06,13.301,AG08,SUBC,UEI000000001863,NONPROFIT,133039739.08,GRANT,DISASTER_RELIEF,1794266431,ECON_DEV,0,0,FULL_AND_OPEN,0,818,107697839.65,14427867.79,Q2,SYSTEM_A
2020-02-07,83.620,AG07,SUBF,UEI000000001864,LOCAL_GOV,206176153.52,CONTRACT,PUBLIC_SAFETY,2067641166,HEALTH,0,1,OTHER,0,2944,176189390.77,23710128.54,Q2,SYSTEM_A
2020-02-08,42.065,AG01,SUBF,UEI000000001865,STATE_GOV,139116514.05,CONTRACT,SMALL_BUSINESS_SUPPORT,5120218568,ECON_DEV,0,0,FULL_AND_OPEN,0,3313,84784332.94,7641811.4,Q1,SYSTEM_C
2020-02-09,98.484,AG08,SUBA,UEI000000001866,FOR_PROFIT,109225523.22,GRANT,RESEARCH_INFRASTRUCTURE,5665914176,ENV,1,0,FULL_AND_OPEN,1,3374,50992363.66,2228329.34,Q3,SYSTEM_D
2020-02-10,31.628,AG02,SUBD,UEI000000001867,NONPROFIT,150953202.06,GRANT,BROADBAND_ACCESS,9414698122,SAFETY,0,0,FULL_AND_OPEN,0,2979,103975200.76,10031609.55,Q3,SYSTEM_C
2020-02-11,75.299,AG08,SUBD,UEI000000001868,FOR_PROFIT,80432048.25,GRANT,HOUSING_SUPPORT,6486098280,ECON_DEV,0,1,FORMULA,1,3179,29995815.25,5931984.01,Q3,SYSTEM_C
2020-02-12,49.621,AG07,SUBE,UEI000000001869,NONPROFIT,178103811.34,GRANT,SMALL_BUSINESS_SUPPORT,6696492544,EDU,1,0,LIMITED,0,3246,86085221.65,3429865.37,Q1,SYSTEM_A
2020-02-13,27.666,AG05,SUBA,UEI000000001870,STATE_GOV,201781741.49,COOP_AGREEMENT,BROADBAND_ACCESS,3781894014,SAFETY,0,0,FULL_AND_OPEN,0,3596,135195478.11,5921608.58,Q4,SYSTEM_D
2020-02-14,53.300,AG07,SUBC,UEI000000001871,NONPROFIT,126187324.76,GRANT,BROADBAND_ACCESS,1158901012,TRANSPORT,0,1,FULL_AND_OPEN,1,778,93129898.73,8318662.82,Q2,SYSTEM_D
2020-02-15,60.488,AG08,SUBA,UEI000000001872,STATE_GOV,154094507.59,LOAN,CLIMATE_RESILIENCE,9941230855,SCI_TECH,0,0,FULL_AND_OPEN,1,1834,113455114.79,5950636.26,Q1,SYSTEM_A
2020-02-16,20.017,AG02,SUBD,UEI000000001873,NONPROFIT,99690460.35,LOAN,CLIMATE_RESILIENCE,1424446200,ENERGY,0,1,FULL_AND_OPEN,0,3554,90343049.29,8903249.3,Q1,SYSTEM_B
2020-02-17,36.078,AG06,SUBB,UEI000000001874,NONPROFIT,187173633.81,COOP_AGREEMENT,TRANSPORT_IMPROVEMENTS,3502914398,EDU,0,0,FORMULA,1,282,166046739.36,21310084.42,Q3,SYSTEM_B
2020-02-18,32.474,AG08,SUBC,UEI000000001875,FOR_PROFIT,206694916.89,GRANT,CLIMATE_RESILIENCE,2944813546,ENV,0,1,FORMULA,1,276,175284529.33,1916760.23,Q3,SYSTEM_D
2020-02-19,09.677,AG04,SUBB,UEI000000001876,INDIVIDUAL,201651647.94,COOP_AGREEMENT,DISASTER_RELIEF,1514326615,SAFETY,0,0,OTHER,1,1862,103152575.79,4428940.34,Q4,SYSTEM_D
2020-02-20,57.389,AG04,SUBD,UEI000000001877,INDIVIDUAL,37942651.05,GRANT,RESEARCH_INFRASTRUCTURE,9862024801,OTHER,0,0,FULL_AND_OPEN,1,3073,20417608.28,628719.67,Q3,SYSTEM_B
2020-02-21,86.538,AG04,SUBC,UEI000000001878,INDIVIDUAL,204828317.39,GRANT,WORKFORCE_TRAINING,2797762789,OTHER,0,0,FORMULA,0,2958,186117913.31,11979263.92,Q3,SYSTEM_B
2020-02-22,22.509,AG07,SUBA,UEI000000001879,UNIVERSITY,68299847.5,GRANT,ED_INNOVATION,7825441997,HEALTH,0,0,LIMITED,1,380,66313396.74,6263026.59,Q3,SYSTEM_B
2020-02-23,03.800,AG01,SUBA,UEI000000001880,UNIVERSITY,115460827.17,CONTRACT,BROADBAND_ACCESS,3048841708,OTHER,0,1,FULL_AND_OPEN,1,198,69738755.26,9258477.54,Q3,SYSTEM_B
2020-02-24,82.319,AG07,SUBF,UEI000000001881,LOCAL_GOV,171003039.86,LOAN,PUBLIC_SAFETY,7850966842,SAFETY,0,0,OTHER,1,2759,97007192.13,14777053.13,Q3,SYSTEM_D
2020-02-25,12.114,AG06,SUBE,UEI000000001882,LOCAL_GOV,68659282.54,GRANT,HOUSING_SUPPORT,9562976479,HEALTH,0,0,OTHER,0,326,64167500.09,6413632.8,Q3,SYSTEM_A
2020-02-26,56.382,AG04,SUBE,UEI000000001883,STATE_GOV,75584717.21,CONTRACT,COMMUNITY_HEALTH,7355817719,ENV,0,0,SOLE_SOURCE,0,2685,31840815.08,4600541.32,Q3,SYSTEM_A
2020-02-27,04.856,AG08,SUBA,UEI000000001884,UNIVERSITY,14532668.5,GRANT,ED_INNOVATION,5985338344,EDU,0,0,OTHER,0,685,11283781.47,1324735.48,Q1,SYSTEM_A
2020-02-28,61.033,AG03,SUBF,UEI000000001885,LOCAL_GOV,220066201.64,GRANT,CLIMATE_RESILIENCE,7242238298,SAFETY,0,0,LIMITED,0,786,228161139.34,4981759.53,Q2,SYSTEM_B
2020-02-29,52.002,AG04,SUBD,UEI000000001886,INDIVIDUAL,205915765.82,GRANT,DISASTER_RELIEF,6112004776,ENV,0,0,LIMITED,1,2157,207433616.36,24332442.14,Q1,SYSTEM_B
2020-03-01,26.506,AG06,SUBA,UEI000000001887,LOCAL_GOV,198248558.23,GRANT,DISASTER_RELIEF,9908737244,OTHER,1,0,FULL_AND_OPEN,0,3628,95602192.59,14946219.57,Q1,SYSTEM_C
2020-03-02,70.859,AG04,SUBE,UEI000000001888,NONPROFIT,196496563.46,GRANT,WORKFORCE_TRAINING,9102475041,ECON_DEV,0,0,FULL_AND_OPEN,0,3534,107272618.21,17650444.66,Q2,SYSTEM_D
2020-03-03,72.152,AG08,SUBF,UEI000000001889,LOCAL_GOV,149516477.5,DIRECT_PAYMENT,BROADBAND_ACCESS,2795028230,TRANSPORT,0,0,FORMULA,0,299,129982569.99,7403047.61,Q1,SYSTEM_A
2020-03-04,33.451,AG06,SUBB,UEI000000001890,NONPROFIT,89010762.68,GRANT,WORKFORCE_TRAINING,4337673980,TRANSPORT,0,0,FORMULA,1,55,38441749.1,3572597.11,Q3,SYSTEM_D
2020-03-05,76.072,AG06,SUBD,UEI000000001891,UNIVERSITY,241764742.78,CONTRACT,CLIMATE_RESILIENCE,3066329653,ENV,0,0,FULL_AND_OPEN,1,3631,227343290.63,4569026.85,Q3,SYSTEM_D
2020-03-06,30.800,AG08,SUBA,UEI000000001892,STATE_GOV,201552844.1,GRANT,PUBLIC_SAFETY,4170571012,ECON_DEV,0,0,FORMULA,0,76,164422612.66,8851360.66,Q3,SYSTEM_C
2020-03-07,23.926,AG03,SUBE,UEI000000001893,UNIVERSITY,95024224.34,CONTRACT,COMMUNITY_HEALTH,6614836653,HOUSING,0,1,SOLE_SOURCE,0,607,33972132.85,828602.49,Q4,SYSTEM_A
2020-03-08,72.237,AG03,SUBE,UEI000000001894,LOCAL_GOV,23654287.07,LOAN,SMALL_BUSINESS_SUPPORT,6749867790,SCI_TECH,0,1,FORMULA,1,184,16278834.88,1728664.14,Q1,SYSTEM_A
2020-03-09,60.472,AG04,SUBD,UEI000000001895,NONPROFIT,39034040.8,GRANT,WORKFORCE_TRAINING,6205853945,SAFETY,0,0,LIMITED,1,139,38824316.66,4602535.68,Q4,SYSTEM_B
2020-03-10,39.778,AG03,SUBE,UEI000000001896,FOR_PROFIT,89965630.02,CONTRACT,COMMUNITY_HEALTH,4052234346,ENERGY,0,0,FULL_AND_OPEN,0,911,50542240.51,3962982.96,Q4,SYSTEM_C
2020-03-11,28.085,AG01,SUBB,UEI000000001897,UNIVERSITY,15977796.63,GRANT,PUBLIC_SAFETY,4210289455,TRANSPORT,0,1,FULL_AND_OPEN,0,2092,6973784.27,274395.18,Q4,SYSTEM_B
2020-03-12,75.597,AG06,SUBC,UEI000000001898,NONPROFIT,79868010.82,DIRECT_PAYMENT,DISASTER_RELIEF,1695363133,EDU,0,0,FULL_AND_OPEN,0,1742,37000619.97,1876914.47,Q2,SYSTEM_C
2020-03-13,98.232,AG08,SUBE,UEI000000001899,STATE_GOV,190219309.06,CONTRACT,PUBLIC_SAFETY,6279294598,EDU,0,1,LIMITED,0,291,148252049.05,14346413.39,Q2,SYSTEM_A
2020-03-14,72.625,AG01,SUBB,UEI000000001900,INDIVIDUAL,178659266.66,GRANT,DISASTER_RELIEF,5685495443,OTHER,0,0,FULL_AND_OPEN,1,2424,85522499.44,20688863.73,Q4,SYSTEM_D
2020-03-15,78.961,AG01,SUBE,UEI000000001901,UNIVERSITY,28725498.51,GRANT,CLIMATE_RESILIENCE,3076574118,SAFETY,1,0,FORMULA,0,2317,22829305.95,429862.0,Q3,SYSTEM_D
2020-03-16,37.667,AG03,SUBA,UEI000000001902,NONPROFIT,227185990.84,GRANT,BROADBAND_ACCESS,4170022525,ECON_DEV,0,0,FORMULA,0,237,158193672.63,9751387.69,Q2,SYSTEM_B
2020-03-17,03.458,AG06,SUBA,UEI000000001903,UNIVERSITY,94326661.6,GRANT,COMMUNITY_HEALTH,4535972756,ENERGY,0,0,SOLE_SOURCE,0,1599,95303433.28,1188918.52,Q2,SYSTEM_A
2020-03-18,85.205,AG07,SUBF,UEI000000001904,LOCAL_GOV,148971127.53,GRANT,RESEARCH_INFRASTRUCTURE,5329422904,HOUSING,0,0,FULL_AND_OPEN,1,3464,156144943.85,17104516.75,Q2,SYSTEM_B
2020-03-19,72.872,AG07,SUBE,UEI000000001905,LOCAL_GOV,116701244.09,GRANT,CLIMATE_RESILIENCE,9851391853,ECON_DEV,1,0,FULL_AND_OPEN,0,1003,43445445.21,2763740.37,Q4,SYSTEM_B
2020-03-20,34.202,AG03,SUBB,UEI000000001906,NONPROFIT,186659652.36,CONTRACT,TRANSPORT_IMPROVEMENTS,3034495809,ENV,0,0,LIMITED,0,3376,148520075.1,14542005.14,Q2,SYSTEM_A
2020-03-21,62.309,AG04,SUBE,UEI000000001907,LOCAL_GOV,240283265.77,CONTRACT,CLIMATE_RESILIENCE,8012317131,ENV,0,0,FULL_AND_OPEN,0,338,225940760.46,20082197.54,Q4,SYSTEM_A
2020-03-22,85.271,AG08,SUBE,UEI000000001908,FOR_PROFIT,142307275.62,LOAN,HOUSING_SUPPORT,4601019526,HEALTH,0,0,SOLE_SOURCE,0,448,94059523.68,5684489.11,Q1,SYSTEM_C
2020-03-23,83.550,AG08,SUBD,UEI000000001909,LOCAL_GOV,198981960.85,GRANT,SMALL_BUSINESS_SUPPORT,4679707214,HOUSING,0,1,FORMULA,0,418,184876585.93,21018631.14,Q1,SYSTEM_B
2020-03-24,72.330,AG01,SUBD,UEI000000001910,LOCAL_GOV,8791927.49,CONTRACT,WORKFORCE_TRAINING,5109652170,ECON_DEV,0,0,LIMITED,1,2337,4572046.86,756965.16,Q4,SYSTEM_B
2020-03-25,58.852,AG04,SUBC,UEI000000001911,FOR_PROFIT,206681134.07,CONTRACT,RESEARCH_INFRASTRUCTURE,3219017007,SAFETY,0,0,FULL_AND_OPEN,0,1477,76290161.49,21529495.66,Q4,SYSTEM_A
2020-03-26,49.677,AG05,SUBF,UEI000000001912,LOCAL_GOV,101313321.09,GRANT,PUBLIC_SAFETY,3680282745,SAFETY,1,0,FULL_AND_OPEN,0,1871,72312613.04,1598271.6,Q1,SYSTEM_C
2020-03-27,37.523,AG07,SUBC,UEI000000001913,LOCAL_GOV,39290117.26,LOAN,ED_INNOVATION,6628388206,SAFETY,0,0,FULL_AND_OPEN,0,2952,22332205.87,1040018.63,Q1,SYSTEM_A
2020-03-28,77.982,AG03,SUBE,UEI000000001914,STATE_GOV,35809834.85,LOAN,PUBLIC_SAFETY,6457459695,HOUSING,0,0,SOLE_SOURCE,1,3153,12955594.82,2741783.09,Q4,SYSTEM_D
2020-03-29,81.527,AG07,SUBF,UEI000000001915,STATE_GOV,194270331.55,CONTRACT,RESEARCH_INFRASTRUCTURE,3496687566,ENERGY,0,0,FULL_AND_OPEN,1,1383,126590718.51,14992433.82,Q3,SYSTEM_A
2020-03-30,47.742,AG07,SUBC,UEI000000001916,UNIVERSITY,111821177.38,GRANT,BROADBAND_ACCESS,4382627710,OTHER,0,0,FORMULA,1,227,85278480.8,5589266.51,Q1,SYSTEM_C
2020-03-31,92.444,AG01,SUBA,UEI000000001917,NONPROFIT,16339980.87,GRANT,COMMUNITY_HEALTH,6670593925,ENERGY,0,0,FORMULA,1,1040,15787517.7,1442841.59,Q1,SYSTEM_A
2020-04-01,89.699,AG05,SUBE,UEI000000001918,STATE_GOV,96679842.66,GRANT,WORKFORCE_TRAINING,4730023959,ENERGY,0,0,FULL_AND_OPEN,0,2163,49882268.38,8567830.68,Q2,SYSTEM_D
2020-04-02,08.664,AG04,SUBA,UEI000000001919,STATE_GOV,230900596.67,COOP_AGREEMENT,SMALL_BUSINESS_SUPPORT,4416238559,OTHER,0,0,FULL_AND_OPEN,0,2267,188696373.39,24858136.94,Q2,SYSTEM_B
2020-04-03,18.743,AG05,SUBE,UEI000000001920,LOCAL_GOV,167745757.26,GRANT,WORKFORCE_TRAINING,1268405121,TRANSPORT,0,0,FORMULA,1,2256,173766785.33,12190210.65,Q1,SYSTEM_A
2020-04-04,43.181,AG05,SUBE,UEI000000001921,STATE_GOV,233975921.08,GRANT,DISASTER_RELIEF,6084529471,TRANSPORT,0,0,LIMITED,0,2381,235711222.93,26932242.91,Q1,SYSTEM_B
2020-04-05,02.940,AG04,SUBE,UEI000000001922,FOR_PROFIT,173216010.33,GRANT,ED_INNOVATION,4948063023,ECON_DEV,0,0,LIMITED,1,2195,116214363.59,13596087.44,Q3,SYSTEM_C
2020-04-06,04.476,AG02,SUBF,UEI000000001923,STATE_GOV,13241478.31,CONTRACT,SMALL_BUSINESS_SUPPORT,1965748135,SCI_TECH,0,0,FORMULA,1,157,7602307.12,380353.62,Q3,SYSTEM_A
