health_exp_reference_year,health_exp_country_iso2,health_exp_financing_scheme_code,health_exp_provider_type_code,health_exp_function_code,health_exp_total_expenditure_eur,health_exp_expenditure_pct_gdp,health_exp_public_share_pct,health_exp_out_of_pocket_share_pct,health_exp_per_capita_eur,health_exp_preventive_care_share_pct,health_exp_pharmaceuticals_share_pct,health_exp_long_term_care_share_pct,health_exp_admin_cost_share_pct,health_exp_unmet_need_rate_pct,health_exp_catastrophic_spending_rate_pct,health_exp_waiting_times_index,health_exp_eurostat_oecd_sha_table_code,health_exp_methodology_version,health_exp_data_extract_date
2017,MT,COMPULSORY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,93035522107.06,8.35,79.3,17.39,6378.54,3.25,16.04,10.15,4.93,6.38,3.77,1.1286,hlth_sha11_hp,SHA2011_V1,2025-12-09
2018,ES,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,272509315078.86,11.31,86.7,25.0,6354.98,6.88,8.84,16.22,4.76,0.71,4.91,0.4279,hlth_sha11_hf,SHA2011_V3,2025-04-18
2019,CZ,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,117162125441.55,11.96,64.01,30.02,8998.45,3.88,15.8,27.11,6.16,6.1,2.69,1.6011,hlth_sha11_exp,SHA2011_V2,2025-04-07
2020,HU,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,195705059574.04,11.12,76.41,18.4,5640.9,2.12,12.14,7.51,1.4,7.62,4.17,0.903,hlth_sha11_hc,SHA2011_V1,2024-11-23
2021,NL,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,266932580034.89,8.65,82.08,23.66,2635.06,3.3,17.9,16.63,6.24,4.21,1.14,0.7163,hlth_sha11_hp,SHA2011_V3,2024-12-25
2022,SE,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,172796289881.95,7.28,77.05,31.99,2881.61,7.48,13.19,14.15,5.03,7.46,1.27,1.537,hlth_sha11_hf,SHA2011_V2,2025-06-19
2023,DK,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,109911008361.34,6.28,70.69,35.19,3121.68,3.16,22.73,20.7,3.72,6.29,5.82,1.4986,hlth_sha11_exp,SHA2011_V1,2024-08-04
2024,IE,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,128689487738.85,7.63,63.76,43.42,1353.11,4.96,10.04,20.4,2.12,7.35,2.77,1.3413,hlth_sha11_hc,SHA2011_V3,2025-09-23
2025,PL,HOUSEHOLD_OOP,ADMINISTRATION,GOVERNANCE,99306590773.58,6.64,82.76,13.53,9360.17,1.69,25.4,20.79,3.17,4.44,5.64,1.289,hlth_sha11_hp,SHA2011_V2,2024-09-28
2006,AT,GOV_SCHEME,PREVENTIVE,LONG_TERM_CARE,161159606461.55,11.04,55.8,41.22,5374.11,3.89,15.37,25.84,4.88,5.94,5.45,1.7531,hlth_sha11_hf,SHA2011_V1,2026-01-03
2007,EE,COMPULSORY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,161439090161.4,13.1,61.32,39.21,1997.41,3.95,20.78,27.06,4.51,4.9,5.07,1.1175,hlth_sha11_exp,SHA2011_V3,2024-03-04
2008,IT,VOLUNTARY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,218101054259.5,10.96,74.47,32.42,2321.67,6.95,15.42,27.68,3.07,4.25,6.29,0.9212,hlth_sha11_hc,SHA2011_V2,2025-09-21
2009,PT,NPISH_SCHEME,AMBULATORY,MEDICAL_GOODS,134580840728.08,6.12,71.25,34.39,4335.4,7.74,22.64,11.9,4.29,1.22,3.89,0.9876,hlth_sha11_hp,SHA2011_V1,2024-09-28
2010,BE,HOUSEHOLD_OOP,HOSPITALS,CURATIVE_CARE,23161437150.47,6.58,84.03,20.62,1337.83,1.55,16.14,23.05,1.88,3.45,2.81,0.587,hlth_sha11_hf,SHA2011_V3,2024-12-06
2011,FI,GOV_SCHEME,OTHER,ANCILLARY_SERVICES,79740517853.22,12.69,59.0,41.46,7766.65,5.35,21.53,6.27,2.79,4.27,3.58,1.4852,hlth_sha11_exp,SHA2011_V2,2024-06-14
2012,LV,COMPULSORY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,100031788201.68,9.1,67.14,31.17,8013.56,6.39,26.28,19.06,1.5,2.5,1.76,1.4022,hlth_sha11_hc,SHA2011_V1,2025-04-22
2013,RO,VOLUNTARY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,29447263359.56,9.58,68.13,39.81,2804.56,3.99,10.31,25.51,2.47,5.15,2.67,1.4687,hlth_sha11_hp,SHA2011_V3,2024-03-02
2014,BG,NPISH_SCHEME,LONG_TERM_CARE,PREVENTION,151486533084.88,11.6,63.66,43.0,2788.21,2.79,17.23,11.37,5.2,3.54,2.99,1.3062,hlth_sha11_hf,SHA2011_V2,2024-08-27
2015,FR,HOUSEHOLD_OOP,RETAIL_MEDICAL_GOODS,REHABILITATION,209606381291.4,10.62,57.72,45.0,3790.6,2.27,25.88,21.39,3.59,4.29,3.0,1.0979,hlth_sha11_exp,SHA2011_V1,2025-08-15
2016,LT,GOV_SCHEME,AMBULATORY,MEDICAL_GOODS,227222330984.3,7.89,87.16,8.67,9087.58,2.69,14.18,16.71,3.34,2.87,6.08,1.6942,hlth_sha11_hc,SHA2011_V3,2025-09-10
2017,SK,COMPULSORY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,117525294277.53,11.97,55.94,45.0,10492.67,3.76,23.89,26.23,2.07,1.1,3.44,0.6807,hlth_sha11_hp,SHA2011_V2,2024-10-06
2018,HR,VOLUNTARY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,197521601535.14,13.18,82.1,25.93,8918.98,4.06,24.61,13.97,4.11,7.41,7.1,1.647,hlth_sha11_hf,SHA2011_V1,2025-06-08
2019,DE,NPISH_SCHEME,ADMINISTRATION,GOVERNANCE,294467908591.09,9.2,66.51,28.07,4524.69,4.67,24.2,5.23,1.71,1.9,4.37,0.5209,hlth_sha11_exp,SHA2011_V3,2025-05-22
2020,LU,HOUSEHOLD_OOP,PREVENTIVE,LONG_TERM_CARE,102377418014.05,5.86,79.15,24.65,3190.59,2.77,8.66,13.93,3.81,3.12,3.85,1.576,hlth_sha11_hc,SHA2011_V2,2025-04-20
2021,SI,GOV_SCHEME,LONG_TERM_CARE,PREVENTION,132910476037.68,6.54,57.91,44.84,2254.65,7.01,19.26,10.6,4.58,8.65,4.8,0.6638,hlth_sha11_hp,SHA2011_V1,2025-08-03
2022,CY,COMPULSORY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,43044468336.19,6.14,58.77,40.79,5803.41,3.12,12.23,5.46,2.87,3.93,6.57,1.3168,hlth_sha11_hf,SHA2011_V3,2024-10-26
2023,GR,VOLUNTARY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,30956748773.47,10.18,70.97,29.98,3718.45,4.98,21.18,26.74,5.47,2.01,2.57,1.3578,hlth_sha11_exp,SHA2011_V2,2025-02-16
2024,MT,NPISH_SCHEME,HOSPITALS,CURATIVE_CARE,234245115072.33,11.22,70.54,27.69,11980.9,4.19,10.42,26.71,5.22,4.69,1.48,1.4506,hlth_sha11_hc,SHA2011_V1,2024-03-19
2025,ES,HOUSEHOLD_OOP,OTHER,ANCILLARY_SERVICES,62870964857.49,7.71,70.04,34.0,6578.94,7.22,22.88,14.41,1.95,7.62,8.0,0.8738,hlth_sha11_hp,SHA2011_V3,2025-07-01
2006,CZ,GOV_SCHEME,ADMINISTRATION,GOVERNANCE,28552924459.48,5.8,83.96,15.21,3706.02,1.6,10.22,6.06,4.3,3.42,5.24,0.7487,hlth_sha11_hf,SHA2011_V2,2026-01-20
2007,HU,COMPULSORY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,105922761230.14,11.43,68.94,38.05,4559.38,6.35,11.76,25.81,6.2,2.1,7.36,0.856,hlth_sha11_exp,SHA2011_V1,2025-09-10
2008,NL,VOLUNTARY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,84554121396.94,6.23,71.96,39.68,1427.55,5.68,16.28,14.56,3.59,3.44,1.05,1.4668,hlth_sha11_hc,SHA2011_V3,2026-01-06
2009,SE,NPISH_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,127996390978.48,7.12,55.56,45.0,3097.83,3.51,8.73,10.43,1.75,5.37,3.52,1.4754,hlth_sha11_hp,SHA2011_V2,2025-10-19
2010,DK,HOUSEHOLD_OOP,AMBULATORY,MEDICAL_GOODS,175169386513.39,9.38,57.35,42.71,3973.2,4.82,15.52,23.3,2.54,4.73,8.09,0.5017,hlth_sha11_hf,SHA2011_V1,2025-12-20
2011,IE,GOV_SCHEME,HOSPITALS,CURATIVE_CARE,19121249369.27,13.23,70.93,23.65,1670.78,2.91,9.41,16.01,3.64,1.52,6.22,1.2726,hlth_sha11_exp,SHA2011_V3,2024-07-30
2012,PL,COMPULSORY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,237776754856.03,13.13,68.22,30.01,3283.61,3.45,22.71,16.45,6.11,6.69,6.19,0.9832,hlth_sha11_hc,SHA2011_V2,2024-03-13
2013,AT,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,50266306122.25,10.61,67.04,27.19,8542.98,6.4,8.5,18.73,2.25,1.9,2.39,1.7461,hlth_sha11_hp,SHA2011_V1,2024-06-17
2014,EE,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,67091745112.17,12.53,77.83,31.9,1757.45,2.79,12.18,25.92,3.68,3.64,2.1,1.5544,hlth_sha11_hf,SHA2011_V3,2025-10-12
2015,IT,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,277769242087.78,7.74,66.07,38.68,1719.93,7.21,15.41,15.75,4.68,5.19,3.58,1.0037,hlth_sha11_exp,SHA2011_V2,2026-01-06
2016,PT,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,4348286910.65,6.82,66.33,40.0,2800.21,3.53,10.6,27.81,4.75,6.66,3.55,1.0438,hlth_sha11_hc,SHA2011_V1,2025-01-23
2017,BE,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,304784194779.8,12.53,82.88,23.21,5321.5,7.68,8.57,22.67,4.63,5.49,1.14,1.6185,hlth_sha11_hp,SHA2011_V3,2024-04-28
2018,FI,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,140136416316.55,11.8,64.77,45.0,2800.79,5.69,18.31,23.09,1.93,5.17,2.91,1.2147,hlth_sha11_hf,SHA2011_V2,2024-01-09
2019,LV,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,80188913831.38,12.37,55.76,44.98,2392.04,6.19,24.69,17.41,1.17,7.22,2.42,1.3076,hlth_sha11_exp,SHA2011_V1,2025-11-18
2020,RO,HOUSEHOLD_OOP,ADMINISTRATION,GOVERNANCE,275144023172.88,10.81,56.44,39.23,2098.64,3.0,26.61,4.78,1.28,3.88,5.38,2.1825,hlth_sha11_hc,SHA2011_V3,2024-06-07
2021,BG,GOV_SCHEME,PREVENTIVE,LONG_TERM_CARE,129608216907.64,9.27,58.28,45.0,3892.41,7.58,9.52,3.78,3.25,7.96,2.08,2.0686,hlth_sha11_hp,SHA2011_V2,2024-07-25
2022,FR,COMPULSORY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,13223235332.4,11.7,80.81,20.29,1120.31,7.25,21.34,22.78,6.28,3.21,2.82,1.2096,hlth_sha11_hf,SHA2011_V1,2025-05-28
2023,LT,VOLUNTARY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,94808045973.08,12.02,84.17,18.2,5157.37,5.69,18.73,24.47,2.37,8.06,4.81,0.4475,hlth_sha11_exp,SHA2011_V3,2025-03-08
2024,SK,NPISH_SCHEME,AMBULATORY,MEDICAL_GOODS,5415634203.62,12.16,77.04,23.97,1907.67,2.16,24.69,24.69,3.66,6.0,4.07,1.257,hlth_sha11_hc,SHA2011_V2,2025-03-03
2025,HR,HOUSEHOLD_OOP,HOSPITALS,CURATIVE_CARE,214608962136.88,9.03,67.69,42.44,7402.69,2.38,11.25,13.3,4.53,4.73,2.25,0.9202,hlth_sha11_hp,SHA2011_V1,2025-08-15
2006,DE,GOV_SCHEME,OTHER,ANCILLARY_SERVICES,110047272431.77,13.57,55.43,45.0,5041.05,6.62,20.98,20.9,4.49,5.8,3.78,1.4142,hlth_sha11_hf,SHA2011_V3,2024-02-22
2007,LU,COMPULSORY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,75446676761.31,12.27,68.18,43.51,5637.91,1.81,24.02,26.37,3.7,5.54,1.74,0.7731,hlth_sha11_exp,SHA2011_V2,2024-01-29
2008,SI,VOLUNTARY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,169371142481.74,12.98,81.23,12.88,1630.52,3.78,13.47,6.87,4.45,8.53,1.86,1.3879,hlth_sha11_hc,SHA2011_V1,2024-06-14
2009,CY,NPISH_SCHEME,LONG_TERM_CARE,PREVENTION,319069180834.06,5.7,74.6,28.79,3608.38,5.29,21.59,21.31,5.69,6.09,2.57,0.5075,hlth_sha11_hp,SHA2011_V3,2025-08-21
2010,GR,HOUSEHOLD_OOP,RETAIL_MEDICAL_GOODS,REHABILITATION,129808346492.47,5.87,83.59,15.87,1824.15,1.6,23.76,21.62,2.07,6.62,5.61,0.5892,hlth_sha11_hf,SHA2011_V2,2024-11-14
2011,MT,GOV_SCHEME,AMBULATORY,MEDICAL_GOODS,177599712325.75,8.72,64.28,37.41,4766.37,3.93,24.07,8.82,4.12,7.82,2.67,1.7541,hlth_sha11_exp,SHA2011_V1,2025-02-02
2012,ES,COMPULSORY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,268336344481.84,7.1,77.11,29.99,2187.29,7.89,23.69,22.09,4.76,1.75,2.0,1.4226,hlth_sha11_hc,SHA2011_V3,2024-12-06
2013,CZ,VOLUNTARY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,119561718045.36,9.58,55.63,40.34,7172.14,1.78,8.91,27.67,1.25,2.31,2.31,0.767,hlth_sha11_hp,SHA2011_V2,2025-10-29
2014,HU,NPISH_SCHEME,ADMINISTRATION,GOVERNANCE,192293702475.46,10.56,78.22,18.6,4920.31,6.76,19.89,4.63,3.18,3.89,0.8,1.3269,hlth_sha11_hf,SHA2011_V1,2024-06-28
2015,NL,HOUSEHOLD_OOP,PREVENTIVE,LONG_TERM_CARE,215825768679.97,5.9,86.78,21.58,8832.93,6.8,24.91,9.68,5.07,5.93,4.94,0.4409,hlth_sha11_exp,SHA2011_V3,2024-12-17
2016,SE,GOV_SCHEME,LONG_TERM_CARE,PREVENTION,1789407051.56,6.54,58.73,45.0,1521.04,3.32,10.1,25.98,5.38,8.17,1.84,1.6556,hlth_sha11_hc,SHA2011_V2,2025-09-02
2017,DK,COMPULSORY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,13625524957.28,9.96,73.8,23.52,7743.52,4.17,19.92,19.35,5.93,1.04,1.73,1.1826,hlth_sha11_hp,SHA2011_V1,2025-09-05
2018,IE,VOLUNTARY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,266742364726.16,9.49,77.17,23.64,2669.53,3.31,15.76,22.24,3.42,5.56,0.8,0.9038,hlth_sha11_hf,SHA2011_V3,2024-02-10
2019,PL,NPISH_SCHEME,HOSPITALS,CURATIVE_CARE,14363941278.98,8.85,62.08,42.96,1648.57,3.52,12.93,7.54,2.82,7.16,4.86,0.8082,hlth_sha11_exp,SHA2011_V2,2025-04-30
2020,AT,HOUSEHOLD_OOP,OTHER,ANCILLARY_SERVICES,57644769852.98,11.56,60.86,45.0,6065.63,5.68,14.75,20.06,4.75,4.51,6.12,1.4683,hlth_sha11_hc,SHA2011_V1,2024-02-18
2021,EE,GOV_SCHEME,ADMINISTRATION,GOVERNANCE,81309920348.48,13.49,81.27,14.6,3513.41,3.06,21.94,6.74,3.9,9.67,6.07,1.1171,hlth_sha11_hp,SHA2011_V3,2024-07-21
2022,IT,COMPULSORY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,204755222942.13,8.88,59.67,45.0,2652.96,3.3,14.34,9.33,1.1,0.72,3.78,0.6238,hlth_sha11_hf,SHA2011_V2,2025-10-08
2023,PT,VOLUNTARY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,312876760557.23,12.45,77.22,22.09,7953.1,5.45,16.69,16.31,5.37,5.25,6.45,1.6554,hlth_sha11_exp,SHA2011_V1,2024-11-05
2024,BE,NPISH_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,172256668055.15,5.8,84.5,10.12,7451.84,6.31,19.86,5.25,5.51,2.07,2.41,1.6242,hlth_sha11_hc,SHA2011_V3,2025-02-19
2025,FI,HOUSEHOLD_OOP,AMBULATORY,MEDICAL_GOODS,198135701801.47,13.59,83.52,11.61,3627.31,4.87,13.71,18.41,6.25,4.69,4.45,1.5637,hlth_sha11_hp,SHA2011_V2,2024-04-09
2006,LV,GOV_SCHEME,HOSPITALS,CURATIVE_CARE,101128585969.98,9.88,78.63,16.93,2128.28,7.83,9.04,20.85,3.86,3.0,2.78,0.9822,hlth_sha11_hf,SHA2011_V1,2024-01-04
2007,RO,COMPULSORY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,162868960503.22,5.93,65.89,44.76,4083.54,4.51,20.55,10.75,4.49,1.77,7.47,1.0621,hlth_sha11_exp,SHA2011_V3,2025-06-14
2008,BG,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,215047701950.18,8.33,62.39,44.31,6692.39,2.46,25.84,16.6,2.03,3.69,6.38,0.7458,hlth_sha11_hc,SHA2011_V2,2025-05-11
2009,FR,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,56311003599.01,9.1,69.44,40.65,4739.16,7.04,22.19,12.78,6.36,7.36,4.0,1.4173,hlth_sha11_hp,SHA2011_V1,2026-01-05
2010,LT,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,207829311556.24,10.89,70.16,28.82,3173.61,7.99,14.35,3.49,2.19,6.28,1.03,1.1069,hlth_sha11_hf,SHA2011_V3,2026-01-26
2011,SK,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,285326574384.64,7.87,63.76,37.57,889.11,3.71,24.78,18.23,1.92,7.45,5.29,1.6748,hlth_sha11_exp,SHA2011_V2,2024-01-19
2012,HR,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,115576996033.18,5.88,85.2,15.66,2696.22,6.6,11.66,15.77,3.38,1.93,5.48,0.7335,hlth_sha11_hc,SHA2011_V1,2026-02-01
2013,DE,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,217027491556.78,12.13,85.71,14.33,3144.04,7.04,26.15,14.46,3.62,6.88,2.72,1.4294,hlth_sha11_hp,SHA2011_V3,2025-09-23
2014,LU,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,5332284531.06,12.76,57.28,45.0,1222.67,5.52,9.86,18.81,2.82,4.76,4.73,1.3534,hlth_sha11_hf,SHA2011_V2,2025-04-13
2015,SI,HOUSEHOLD_OOP,ADMINISTRATION,GOVERNANCE,273657382673.65,8.77,73.06,21.68,3244.63,1.59,19.82,6.58,5.93,5.83,6.59,1.0764,hlth_sha11_exp,SHA2011_V1,2025-12-13
2016,CY,GOV_SCHEME,PREVENTIVE,LONG_TERM_CARE,139535417105.63,9.74,69.96,38.77,1436.7,2.36,9.39,18.76,4.17,5.64,1.57,0.4657,hlth_sha11_hc,SHA2011_V3,2024-04-02
2017,GR,COMPULSORY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,184014144368.21,11.92,73.37,32.42,2890.19,2.01,22.12,5.31,6.33,2.03,4.44,1.0179,hlth_sha11_hp,SHA2011_V2,2025-05-24
2018,MT,VOLUNTARY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,132040094615.88,8.02,68.74,27.58,4271.51,5.36,17.75,14.03,4.36,4.58,1.11,0.6331,hlth_sha11_hf,SHA2011_V1,2024-10-08
2019,ES,NPISH_SCHEME,AMBULATORY,MEDICAL_GOODS,223765433513.98,9.59,83.35,28.36,3555.83,1.53,20.67,26.18,1.61,2.22,3.33,1.7067,hlth_sha11_exp,SHA2011_V3,2025-06-02
2020,CZ,HOUSEHOLD_OOP,HOSPITALS,CURATIVE_CARE,45865847479.28,7.04,82.53,13.39,5999.55,1.76,25.73,19.39,4.57,7.26,3.28,1.3662,hlth_sha11_hc,SHA2011_V2,2025-08-25
2021,HU,GOV_SCHEME,OTHER,ANCILLARY_SERVICES,331986577877.92,10.49,64.71,43.69,3219.53,7.2,21.39,7.97,1.24,7.41,2.47,0.7201,hlth_sha11_hp,SHA2011_V1,2024-09-21
2022,NL,COMPULSORY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,281851655932.78,6.34,59.5,35.28,11034.19,5.26,15.87,4.38,6.25,1.34,4.36,1.1584,hlth_sha11_hf,SHA2011_V3,2024-04-14
2023,SE,VOLUNTARY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,245633738406.14,13.75,64.68,32.29,4095.6,3.14,26.82,26.95,5.5,0.6,8.25,1.313,hlth_sha11_exp,SHA2011_V2,2024-04-17
2024,DK,NPISH_SCHEME,LONG_TERM_CARE,PREVENTION,141645211367.37,9.54,60.4,45.0,3544.62,3.01,9.64,12.91,5.16,7.6,2.78,0.8532,hlth_sha11_hc,SHA2011_V1,2024-01-03
2025,IE,HOUSEHOLD_OOP,RETAIL_MEDICAL_GOODS,REHABILITATION,6874475041.9,6.84,87.55,10.82,5656.75,3.06,8.1,9.03,2.64,4.86,6.19,1.2849,hlth_sha11_hp,SHA2011_V3,2024-05-16
2006,PL,GOV_SCHEME,AMBULATORY,MEDICAL_GOODS,72718803424.74,7.82,68.75,32.96,6222.65,2.36,14.2,8.92,2.94,3.22,2.24,1.3535,hlth_sha11_hf,SHA2011_V2,2025-02-02
2007,AT,COMPULSORY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,271159928830.64,11.09,78.36,22.49,1701.37,2.3,8.78,5.51,4.25,3.07,3.58,1.1788,hlth_sha11_exp,SHA2011_V1,2025-05-23
2008,EE,VOLUNTARY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,206528776010.49,8.76,85.36,15.19,1650.21,2.85,16.21,24.08,5.71,1.81,3.93,0.6794,hlth_sha11_hc,SHA2011_V3,2025-01-22
2009,IT,NPISH_SCHEME,ADMINISTRATION,GOVERNANCE,95177120786.33,7.46,66.19,42.36,4704.69,5.35,19.41,25.73,6.04,3.65,3.91,1.051,hlth_sha11_hp,SHA2011_V2,2025-01-28
2010,PT,HOUSEHOLD_OOP,PREVENTIVE,LONG_TERM_CARE,159160508058.1,8.86,66.33,34.31,7533.53,2.3,15.14,8.25,5.57,6.18,7.79,0.6207,hlth_sha11_hf,SHA2011_V1,2025-09-03
2011,BE,GOV_SCHEME,LONG_TERM_CARE,PREVENTION,189157523859.28,10.98,59.99,45.0,2563.42,3.7,9.43,6.68,6.19,8.45,0.88,1.3,hlth_sha11_exp,SHA2011_V3,2025-12-23
2012,FI,COMPULSORY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,58952407415.49,9.0,66.78,32.96,7095.65,5.96,22.85,22.44,1.58,1.71,2.9,1.1685,hlth_sha11_hc,SHA2011_V2,2024-10-04
2013,LV,VOLUNTARY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,84055737682.94,11.16,82.07,15.63,4488.24,3.93,25.48,27.69,4.64,3.05,3.67,1.4993,hlth_sha11_hp,SHA2011_V1,2025-02-25
2014,RO,NPISH_SCHEME,HOSPITALS,CURATIVE_CARE,27591963003.75,12.49,61.81,34.46,6733.08,6.96,10.83,6.29,2.01,8.53,2.28,1.3052,hlth_sha11_hf,SHA2011_V3,2025-08-19
2015,BG,HOUSEHOLD_OOP,OTHER,ANCILLARY_SERVICES,159621386546.74,6.93,58.19,40.38,3926.72,2.75,25.94,5.51,2.11,1.85,1.62,0.5204,hlth_sha11_exp,SHA2011_V2,2025-03-17
2016,FR,GOV_SCHEME,ADMINISTRATION,GOVERNANCE,122605532479.48,10.5,73.26,26.16,7704.03,2.78,16.27,15.88,1.21,5.17,1.16,1.5725,hlth_sha11_hc,SHA2011_V1,2025-01-01
2017,LT,COMPULSORY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,145973340968.89,13.63,65.39,45.0,10294.03,3.33,11.61,26.42,5.02,0.85,6.75,0.6091,hlth_sha11_hp,SHA2011_V3,2025-10-18
2018,SK,VOLUNTARY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,207560698393.31,6.28,81.13,18.51,6750.51,2.31,13.22,23.14,6.24,0.79,5.44,0.7083,hlth_sha11_hf,SHA2011_V2,2024-06-20
2019,HR,NPISH_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,82777811173.49,12.31,75.9,21.43,8082.99,7.76,12.84,8.95,1.69,6.59,2.86,1.2908,hlth_sha11_exp,SHA2011_V1,2026-02-17
2020,DE,HOUSEHOLD_OOP,AMBULATORY,MEDICAL_GOODS,229246984489.02,13.38,78.46,16.36,3220.25,2.29,20.84,12.57,3.29,6.54,2.95,1.6435,hlth_sha11_hc,SHA2011_V3,2025-03-21
2021,LU,GOV_SCHEME,HOSPITALS,CURATIVE_CARE,191432657997.85,13.76,69.96,26.72,2394.29,6.44,22.91,8.57,4.74,3.25,4.32,0.5841,hlth_sha11_hp,SHA2011_V2,2024-07-02
2022,SI,COMPULSORY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,125820204721.81,9.47,63.8,45.0,4033.68,4.96,24.73,24.0,3.92,3.47,4.02,1.6964,hlth_sha11_hf,SHA2011_V1,2025-08-21
2023,CY,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,203049377677.69,7.08,72.87,25.05,2758.27,2.41,10.0,22.43,4.92,5.57,6.86,1.7101,hlth_sha11_exp,SHA2011_V3,2024-03-31
2024,GR,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,149793099614.53,13.55,87.24,18.79,4750.72,2.82,13.53,27.78,6.1,3.79,6.42,0.4404,hlth_sha11_hc,SHA2011_V2,2025-12-29
2025,MT,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,281629623860.4,12.3,62.07,32.86,3498.42,2.4,10.25,12.8,4.06,2.95,7.28,0.5388,hlth_sha11_hp,SHA2011_V1,2024-05-17
2006,ES,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,106954813809.23,12.62,61.21,45.0,3598.92,7.23,26.2,19.29,3.52,4.05,3.04,0.7888,hlth_sha11_hf,SHA2011_V3,2024-07-25
2007,CZ,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,110361808407.75,7.96,72.7,37.95,3563.13,5.77,10.7,26.98,1.83,7.16,1.37,1.0566,hlth_sha11_exp,SHA2011_V2,2025-07-05
2008,HU,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,283280457560.11,6.67,85.16,14.39,4489.65,3.13,13.72,3.06,5.74,1.61,3.78,1.329,hlth_sha11_hc,SHA2011_V1,2025-08-14
