soc_pensions_reference_year,soc_pensions_country_iso2,soc_pensions_pension_pillar_code,soc_pensions_beneficiary_age_group,soc_pensions_beneficiary_sex,soc_pensions_pension_type_code,soc_pensions_beneficiaries_count,soc_pensions_mean_benefit_eur,soc_pensions_median_benefit_eur,soc_pensions_replacement_rate_pct,soc_pensions_effective_retirement_age_years,soc_pensions_contribution_years_median,soc_pensions_indexation_rule_code,soc_pensions_old_age_poverty_rate_pct,soc_pensions_long_term_care_benefit_flag,soc_pensions_survivor_benefit_flag,soc_pensions_funded_assets_total_eur,soc_pensions_eurostat_table_code,soc_pensions_projection_scenario,soc_pensions_data_extract_date
2008,LU,PILLAR3_PERSONAL,80-84,T,MINIMUM_PENSION,54989,10060.34,7555.58,28.34,61.73,18.25,WAGE,18.34,0,0,21505085752.61,ilc_pnp1,HIGH_LONGEVITY,2025-02-16
2009,SI,MIXED,75-79,M,OLD_AGE,56920,21510.08,16618.46,45.67,60.4,25.81,CPI,23.69,1,0,21803260455.75,spr_pns_ben,BASELINE,2024-09-29
2010,CY,PILLAR1_PUBLIC_PAYG,70-74,F,SURVIVOR,56204,12704.82,9418.58,38.0,59.02,39.8,NONE,21.7,0,1,22177045873.53,proj_pens,LOW_MIGRATION,2024-01-27
2011,GR,PILLAR2_OCCUPATIONAL,65-69,T,EARLY_RETIREMENT,57849,23385.0,22423.79,88.91,67.61,38.89,DISCRETIONARY,25.54,0,0,22334739360.33,spr_pns_mean,HIGH_MIGRATION,2025-11-09
2012,MT,PILLAR3_PERSONAL,55-64,M,DISABILITY,55771,7150.35,6760.69,47.86,62.72,16.51,MIXED,5.89,0,1,22738895427.92,gov_10a_main,LOW_GROWTH,2025-12-13
2013,ES,MIXED,85+,F,MINIMUM_PENSION,56591,7217.36,6869.48,88.17,60.39,12.69,WAGE,16.43,0,0,22989606337.24,ilc_pnp1,HIGH_LONGEVITY,2024-04-29
2014,CZ,PILLAR1_PUBLIC_PAYG,80-84,T,OLD_AGE,57084,13585.67,11751.59,69.89,62.77,32.34,CPI,8.79,1,1,23258314223.08,spr_pns_ben,BASELINE,2024-01-04
2015,HU,PILLAR2_OCCUPATIONAL,75-79,M,SURVIVOR,56406,26375.58,23211.51,66.27,60.05,12.64,NONE,11.06,0,1,23533176677.26,proj_pens,LOW_MIGRATION,2024-12-18
2016,NL,PILLAR3_PERSONAL,70-74,F,EARLY_RETIREMENT,54877,22832.3,18137.31,91.54,62.28,19.15,DISCRETIONARY,7.55,0,0,23811963472.97,spr_pns_mean,HIGH_MIGRATION,2024-11-25
2017,SE,MIXED,65-69,T,DISABILITY,57387,18106.43,17203.16,41.87,64.16,38.57,MIXED,15.35,1,0,24035521622.65,gov_10a_main,LOW_GROWTH,2025-01-21
2018,DK,PILLAR1_PUBLIC_PAYG,55-64,M,MINIMUM_PENSION,54882,18164.6,15782.54,82.93,62.59,25.04,WAGE,6.97,0,0,24413650816.06,ilc_pnp1,HIGH_LONGEVITY,2025-06-15
2019,IE,PILLAR2_OCCUPATIONAL,85+,F,OLD_AGE,56600,15646.04,11302.42,42.14,60.56,14.32,CPI,19.44,0,0,24631328406.22,spr_pns_ben,BASELINE,2024-06-07
2020,PL,PILLAR3_PERSONAL,80-84,T,SURVIVOR,57546,10135.71,7580.19,85.02,58.13,36.45,NONE,27.9,1,1,24847656609.16,proj_pens,LOW_MIGRATION,2025-08-08
2021,AT,MIXED,75-79,M,EARLY_RETIREMENT,58593,24220.65,21519.54,47.26,65.9,16.54,DISCRETIONARY,8.26,0,0,25148207595.82,spr_pns_mean,HIGH_MIGRATION,2024-03-13
2022,EE,PILLAR1_PUBLIC_PAYG,70-74,F,DISABILITY,58656,18305.68,17098.17,49.31,65.19,31.06,MIXED,23.12,0,0,25369951484.17,gov_10a_main,LOW_GROWTH,2025-08-27
2023,IT,PILLAR2_OCCUPATIONAL,65-69,T,MINIMUM_PENSION,58909,25244.2,23545.77,90.33,60.16,37.01,WAGE,15.31,0,0,25743728062.17,ilc_pnp1,HIGH_LONGEVITY,2024-03-16
2024,PT,PILLAR3_PERSONAL,55-64,M,OLD_AGE,59398,14608.57,10747.37,40.25,61.77,16.4,CPI,5.99,1,0,26087153587.59,spr_pns_ben,BASELINE,2024-05-12
2025,BE,MIXED,85+,F,SURVIVOR,58212,11529.19,10107.24,30.1,66.94,23.81,NONE,20.49,1,1,26354275435.06,proj_pens,LOW_MIGRATION,2025-06-02
2026,FI,PILLAR1_PUBLIC_PAYG,80-84,T,EARLY_RETIREMENT,54909,10068.79,8602.14,89.66,67.74,34.64,DISCRETIONARY,9.77,0,1,26626504348.24,spr_pns_mean,HIGH_MIGRATION,2024-03-19
2008,LV,PILLAR2_OCCUPATIONAL,75-79,M,DISABILITY,57078,16586.25,13400.42,75.71,58.89,26.36,MIXED,21.91,0,0,26866193261.84,gov_10a_main,LOW_GROWTH,2024-09-27
2009,RO,PILLAR3_PERSONAL,70-74,F,MINIMUM_PENSION,56721,24041.83,21201.18,77.68,63.35,18.49,WAGE,15.21,0,0,27139834453.7,ilc_pnp1,HIGH_LONGEVITY,2024-06-07
2010,BG,MIXED,65-69,T,OLD_AGE,55668,19174.78,16883.55,25.18,58.4,40.15,CPI,14.6,0,1,27439039082.34,spr_pns_ben,BASELINE,2025-08-29
2011,FR,PILLAR1_PUBLIC_PAYG,55-64,M,SURVIVOR,57526,12804.88,11148.72,42.0,63.31,12.93,NONE,20.4,0,1,27736414479.43,proj_pens,LOW_MIGRATION,2024-05-25
2012,LT,PILLAR2_OCCUPATIONAL,85+,F,EARLY_RETIREMENT,58531,12062.5,9341.87,66.51,67.02,40.45,DISCRETIONARY,12.74,0,0,27963937665.04,spr_pns_mean,HIGH_MIGRATION,2025-01-23
2013,SK,PILLAR3_PERSONAL,80-84,T,DISABILITY,59200,12081.52,11251.65,53.17,63.46,12.9,MIXED,19.17,0,0,28164802416.39,gov_10a_main,LOW_GROWTH,2024-09-18
2014,HR,MIXED,75-79,M,MINIMUM_PENSION,57435,19700.0,17914.15,71.75,59.05,20.78,WAGE,15.26,0,0,28433975077.68,ilc_pnp1,HIGH_LONGEVITY,2026-02-07
2015,DE,PILLAR1_PUBLIC_PAYG,70-74,F,OLD_AGE,55625,7084.4,6283.52,47.31,58.9,31.31,CPI,15.87,1,0,28779492683.36,spr_pns_ben,BASELINE,2024-02-28
2016,LU,PILLAR2_OCCUPATIONAL,65-69,T,SURVIVOR,55110,7880.2,6308.51,62.02,64.28,21.84,NONE,6.57,0,1,29151372028.64,proj_pens,LOW_MIGRATION,2024-11-05
2017,SI,PILLAR3_PERSONAL,55-64,M,EARLY_RETIREMENT,59689,24744.56,20293.59,45.31,60.7,35.33,DISCRETIONARY,13.29,0,0,29268758739.27,spr_pns_mean,HIGH_MIGRATION,2024-02-29
2018,CY,MIXED,85+,F,DISABILITY,59222,25188.9,20231.9,59.58,58.83,34.88,MIXED,19.61,0,0,29619869678.67,gov_10a_main,LOW_GROWTH,2025-02-03
2019,GR,PILLAR1_PUBLIC_PAYG,80-84,T,MINIMUM_PENSION,59000,25624.26,19473.51,74.78,67.36,20.58,WAGE,6.48,1,0,29898025801.63,ilc_pnp1,HIGH_LONGEVITY,2024-02-28
2020,MT,PILLAR2_OCCUPATIONAL,75-79,M,OLD_AGE,55162,16980.88,15203.33,58.83,67.42,18.39,CPI,17.2,1,1,30153091533.52,spr_pns_ben,BASELINE,2024-05-24
2021,ES,PILLAR3_PERSONAL,70-74,F,SURVIVOR,56560,5664.57,4952.65,88.62,61.93,38.27,NONE,6.09,0,1,30567488676.74,proj_pens,LOW_MIGRATION,2025-06-29
2022,CZ,MIXED,65-69,T,EARLY_RETIREMENT,56392,17313.89,13322.92,79.51,61.24,37.44,DISCRETIONARY,18.67,0,1,30696216117.87,spr_pns_mean,HIGH_MIGRATION,2025-08-17
2023,HU,PILLAR1_PUBLIC_PAYG,55-64,M,DISABILITY,56573,10050.29,8460.14,51.87,62.86,29.35,MIXED,24.69,1,0,30964859497.43,gov_10a_main,LOW_GROWTH,2024-04-24
2024,NL,PILLAR2_OCCUPATIONAL,85+,F,MINIMUM_PENSION,57522,19284.6,15641.34,67.84,60.06,32.95,WAGE,27.87,0,0,31394323224.27,ilc_pnp1,HIGH_LONGEVITY,2025-05-27
2025,SE,PILLAR3_PERSONAL,80-84,T,OLD_AGE,59288,14162.75,11545.9,27.53,59.03,31.0,CPI,7.26,0,0,31592880319.58,spr_pns_ben,BASELINE,2025-01-28
2026,DK,MIXED,75-79,M,SURVIVOR,56590,13774.62,10014.44,83.89,68.43,19.68,NONE,24.24,1,1,31869249048.65,proj_pens,LOW_MIGRATION,2025-11-04
2008,IE,PILLAR1_PUBLIC_PAYG,70-74,F,EARLY_RETIREMENT,55971,21868.02,19462.14,51.57,64.7,14.56,DISCRETIONARY,8.06,0,0,32244533028.25,spr_pns_mean,HIGH_MIGRATION,2024-05-24
2009,PL,PILLAR2_OCCUPATIONAL,65-69,T,DISABILITY,56488,17607.03,13493.73,65.08,58.53,37.45,MIXED,18.4,0,0,32473692592.89,gov_10a_main,LOW_GROWTH,2025-09-08
2010,AT,PILLAR3_PERSONAL,55-64,M,MINIMUM_PENSION,59914,12195.51,10248.43,76.59,64.54,28.43,WAGE,17.28,0,1,32638908292.16,ilc_pnp1,HIGH_LONGEVITY,2024-01-19
2011,EE,MIXED,85+,F,OLD_AGE,57688,15194.06,13203.51,29.55,60.03,38.56,CPI,13.13,0,1,32951000153.19,spr_pns_ben,BASELINE,2024-07-11
2012,IT,PILLAR1_PUBLIC_PAYG,80-84,T,SURVIVOR,56967,7410.3,5849.37,78.61,63.62,34.95,NONE,25.7,1,1,33336875226.82,proj_pens,LOW_MIGRATION,2024-10-28
2013,PT,PILLAR2_OCCUPATIONAL,75-79,M,EARLY_RETIREMENT,58110,10967.21,9543.65,27.05,63.28,41.69,DISCRETIONARY,17.5,1,0,33640359228.78,spr_pns_mean,HIGH_MIGRATION,2024-02-05
2014,BE,PILLAR3_PERSONAL,70-74,F,DISABILITY,58209,11664.42,8704.82,69.83,63.18,40.66,MIXED,26.92,0,0,33749777048.71,gov_10a_main,LOW_GROWTH,2025-06-10
2015,FI,MIXED,65-69,T,MINIMUM_PENSION,59263,21546.62,17576.51,74.92,58.99,14.41,WAGE,24.64,1,0,34029166923.95,ilc_pnp1,HIGH_LONGEVITY,2025-01-20
2016,LV,PILLAR1_PUBLIC_PAYG,55-64,M,OLD_AGE,57800,25049.94,20092.79,61.44,62.6,28.31,CPI,7.63,0,0,34413118679.19,spr_pns_ben,BASELINE,2025-06-20
2017,RO,PILLAR2_OCCUPATIONAL,85+,F,SURVIVOR,57782,6984.1,5584.53,27.34,62.6,38.47,NONE,15.11,0,1,34650408856.81,proj_pens,LOW_MIGRATION,2025-01-01
2018,BG,PILLAR3_PERSONAL,80-84,T,EARLY_RETIREMENT,55576,8075.45,7318.92,37.57,62.07,15.69,DISCRETIONARY,8.19,0,0,35021970719.14,spr_pns_mean,HIGH_MIGRATION,2025-01-23
2019,FR,MIXED,75-79,M,DISABILITY,59974,22749.04,16600.76,55.38,63.78,29.86,MIXED,19.35,1,0,35172453984.95,gov_10a_main,LOW_GROWTH,2026-02-06
2020,LT,PILLAR1_PUBLIC_PAYG,70-74,F,MINIMUM_PENSION,59982,15970.85,13715.92,27.38,61.98,35.99,WAGE,23.4,0,1,35534726042.25,ilc_pnp1,HIGH_LONGEVITY,2024-11-22
2021,SK,PILLAR2_OCCUPATIONAL,65-69,T,OLD_AGE,60079,7226.09,6813.32,41.72,65.79,41.2,CPI,17.9,1,0,35726199308.48,spr_pns_ben,BASELINE,2025-06-19
2022,HR,PILLAR3_PERSONAL,55-64,M,SURVIVOR,59899,13344.64,12524.2,27.89,63.53,31.94,NONE,10.88,0,1,36139112665.97,proj_pens,LOW_MIGRATION,2024-01-16
2023,DE,MIXED,85+,F,EARLY_RETIREMENT,57149,22668.04,21364.55,74.99,63.69,31.66,DISCRETIONARY,5.93,0,0,36351656771.9,spr_pns_mean,HIGH_MIGRATION,2024-01-18
2024,LU,PILLAR1_PUBLIC_PAYG,80-84,T,DISABILITY,57981,16140.37,13214.09,49.97,59.06,23.66,MIXED,25.54,1,0,36709839430.19,gov_10a_main,LOW_GROWTH,2025-05-02
2025,SI,PILLAR2_OCCUPATIONAL,75-79,M,MINIMUM_PENSION,55739,8685.21,7682.45,76.97,68.12,12.59,WAGE,26.94,0,1,36868479208.5,ilc_pnp1,HIGH_LONGEVITY,2025-09-22
2026,CY,PILLAR3_PERSONAL,70-74,F,OLD_AGE,55983,26082.66,19955.62,26.35,63.97,22.11,CPI,18.78,1,0,37188388073.59,spr_pns_ben,BASELINE,2025-03-24
2008,GR,MIXED,65-69,T,SURVIVOR,56409,18777.5,16758.93,27.05,64.58,20.65,NONE,15.28,0,1,37433301301.81,proj_pens,LOW_MIGRATION,2024-01-09
2009,MT,PILLAR1_PUBLIC_PAYG,55-64,M,EARLY_RETIREMENT,58187,18209.66,14054.6,76.88,63.66,14.37,DISCRETIONARY,12.7,0,0,37796487800.38,spr_pns_mean,HIGH_MIGRATION,2025-04-11
2010,ES,PILLAR2_OCCUPATIONAL,85+,F,DISABILITY,58786,6736.9,5273.8,51.57,68.35,19.21,MIXED,6.03,1,0,38089554025.5,gov_10a_main,LOW_GROWTH,2025-10-04
2011,CZ,PILLAR3_PERSONAL,80-84,T,MINIMUM_PENSION,59323,15188.27,13288.3,58.29,60.25,15.34,WAGE,19.75,1,1,38346446389.75,ilc_pnp1,HIGH_LONGEVITY,2025-08-08
2012,HU,MIXED,75-79,M,OLD_AGE,59578,20567.62,16308.3,50.45,61.23,23.04,CPI,7.46,1,0,38661619157.2,spr_pns_ben,BASELINE,2024-07-25
2013,NL,PILLAR1_PUBLIC_PAYG,70-74,F,SURVIVOR,59611,23582.82,17459.98,43.07,65.38,32.5,NONE,17.09,0,1,38794611379.18,proj_pens,LOW_MIGRATION,2024-02-24
2014,SE,PILLAR2_OCCUPATIONAL,65-69,T,EARLY_RETIREMENT,56571,20773.81,16562.25,79.72,68.1,22.95,DISCRETIONARY,10.39,0,1,39203126844.08,spr_pns_mean,HIGH_MIGRATION,2026-01-10
2015,DK,PILLAR3_PERSONAL,55-64,M,DISABILITY,56175,23269.63,19631.11,39.97,65.77,31.38,MIXED,17.57,1,0,39537351487.14,gov_10a_main,LOW_GROWTH,2024-09-09
2016,IE,MIXED,85+,F,MINIMUM_PENSION,59846,13003.7,12285.7,47.04,62.35,27.85,WAGE,20.13,1,0,39788080287.23,ilc_pnp1,HIGH_LONGEVITY,2025-08-30
2017,PL,PILLAR1_PUBLIC_PAYG,80-84,T,OLD_AGE,59532,26186.44,23387.32,33.19,60.42,17.88,CPI,15.48,1,0,40001045689.1,spr_pns_ben,BASELINE,2024-06-12
2018,AT,PILLAR2_OCCUPATIONAL,75-79,M,SURVIVOR,56247,14281.72,13710.2,43.97,63.02,40.14,NONE,11.47,0,1,40327540143.16,proj_pens,LOW_MIGRATION,2025-02-24
2019,EE,PILLAR3_PERSONAL,70-74,F,EARLY_RETIREMENT,60168,22617.45,21328.8,33.77,59.19,29.16,DISCRETIONARY,9.42,1,0,40490872828.32,spr_pns_mean,HIGH_MIGRATION,2024-07-09
2020,IT,MIXED,65-69,T,DISABILITY,60077,12386.64,11066.38,85.27,66.73,26.16,MIXED,8.45,0,1,40820961238.91,gov_10a_main,LOW_GROWTH,2025-08-16
2021,PT,PILLAR1_PUBLIC_PAYG,55-64,M,MINIMUM_PENSION,60373,5937.97,5091.65,84.16,64.25,39.6,WAGE,24.6,0,0,41183044002.5,ilc_pnp1,HIGH_LONGEVITY,2024-12-29
2022,BE,PILLAR2_OCCUPATIONAL,85+,F,OLD_AGE,57450,23075.65,18352.84,71.32,67.98,21.21,CPI,19.97,0,0,41402332442.01,spr_pns_ben,BASELINE,2025-03-14
2023,FI,PILLAR3_PERSONAL,80-84,T,SURVIVOR,58352,17260.84,13578.84,25.51,61.92,41.74,NONE,27.68,0,1,41670044781.63,proj_pens,LOW_MIGRATION,2024-11-24
2024,LV,MIXED,75-79,M,EARLY_RETIREMENT,58793,9642.06,7701.92,26.69,63.68,24.83,DISCRETIONARY,24.67,0,0,41943910312.63,spr_pns_mean,HIGH_MIGRATION,2024-11-27
2025,RO,PILLAR1_PUBLIC_PAYG,70-74,F,DISABILITY,60392,13802.23,12390.92,39.42,62.64,31.19,MIXED,8.03,0,0,42339674449.64,gov_10a_main,LOW_GROWTH,2025-03-02
2026,BG,PILLAR2_OCCUPATIONAL,65-69,T,MINIMUM_PENSION,57955,19024.93,14101.72,28.51,59.25,26.79,WAGE,23.2,0,0,42461413717.34,ilc_pnp1,HIGH_LONGEVITY,2026-01-26
2008,FR,PILLAR3_PERSONAL,55-64,M,OLD_AGE,59002,14595.33,11940.79,31.35,60.88,28.48,CPI,18.79,0,0,42826970515.22,spr_pns_ben,BASELINE,2025-12-29
2009,LT,MIXED,85+,F,SURVIVOR,59765,7543.53,5959.96,58.8,62.06,25.01,NONE,11.91,0,1,43156130930.32,proj_pens,LOW_MIGRATION,2025-08-31
2010,SK,PILLAR1_PUBLIC_PAYG,80-84,T,EARLY_RETIREMENT,58817,22836.57,19871.08,35.15,59.44,15.06,DISCRETIONARY,15.71,0,0,43415553877.96,spr_pns_mean,HIGH_MIGRATION,2025-12-30
2011,HR,PILLAR2_OCCUPATIONAL,75-79,M,DISABILITY,58190,11749.39,8849.91,31.14,63.82,19.75,MIXED,13.56,0,0,43563988295.56,gov_10a_main,LOW_GROWTH,2025-10-05
2012,DE,PILLAR3_PERSONAL,70-74,F,MINIMUM_PENSION,58092,26457.94,21398.18,69.97,62.15,12.72,WAGE,5.12,0,0,43969204844.3,ilc_pnp1,HIGH_LONGEVITY,2025-12-23
2013,LU,MIXED,65-69,T,OLD_AGE,57465,12149.08,10885.95,37.57,67.36,35.69,CPI,26.82,0,0,44267003968.19,spr_pns_ben,BASELINE,2024-06-06
2014,SI,PILLAR1_PUBLIC_PAYG,55-64,M,SURVIVOR,56273,23242.4,17666.49,61.84,61.8,41.52,NONE,18.5,1,1,44473883331.34,proj_pens,LOW_MIGRATION,2024-11-29
2015,CY,PILLAR2_OCCUPATIONAL,85+,F,EARLY_RETIREMENT,59967,20034.0,18528.47,75.44,64.93,13.09,DISCRETIONARY,7.71,1,0,44708571451.06,spr_pns_mean,HIGH_MIGRATION,2025-02-28
2016,GR,PILLAR3_PERSONAL,80-84,T,DISABILITY,56703,26132.23,20613.87,66.3,66.74,16.79,MIXED,23.33,1,0,44971733876.54,gov_10a_main,LOW_GROWTH,2024-05-03
2017,MT,MIXED,75-79,M,MINIMUM_PENSION,56130,25934.94,20254.4,76.87,66.09,33.27,WAGE,13.66,0,0,45400711551.07,ilc_pnp1,HIGH_LONGEVITY,2024-01-15
2018,ES,PILLAR1_PUBLIC_PAYG,70-74,F,OLD_AGE,57340,25738.39,21654.25,59.96,67.71,12.5,CPI,27.43,0,0,45626471947.06,spr_pns_ben,BASELINE,2025-05-13
2019,CZ,PILLAR2_OCCUPATIONAL,65-69,T,SURVIVOR,56659,9329.54,7761.5,58.32,66.96,26.42,NONE,8.35,0,1,45791520516.4,proj_pens,LOW_MIGRATION,2025-07-28
2020,HU,PILLAR3_PERSONAL,55-64,M,EARLY_RETIREMENT,56305,14920.4,12428.05,32.46,66.25,26.88,DISCRETIONARY,17.52,0,1,46067799283.45,spr_pns_mean,HIGH_MIGRATION,2024-12-08
2021,NL,MIXED,85+,F,DISABILITY,56305,24989.54,19177.02,58.12,58.57,41.74,MIXED,15.41,0,0,46422553117.34,gov_10a_main,LOW_GROWTH,2024-05-28
2022,SE,PILLAR1_PUBLIC_PAYG,80-84,T,MINIMUM_PENSION,59392,11805.92,9966.49,68.92,59.22,15.09,WAGE,27.11,0,0,46721929181.81,ilc_pnp1,HIGH_LONGEVITY,2025-04-08
2023,DK,PILLAR2_OCCUPATIONAL,75-79,M,OLD_AGE,57248,11241.18,10106.6,59.91,65.78,28.48,CPI,16.97,1,0,47044967713.09,spr_pns_ben,BASELINE,2026-02-18
2024,IE,PILLAR3_PERSONAL,70-74,F,SURVIVOR,60249,20871.39,17576.13,38.04,66.28,19.65,NONE,18.46,0,1,47332835405.22,proj_pens,LOW_MIGRATION,2025-10-08
2025,PL,MIXED,65-69,T,EARLY_RETIREMENT,56914,11709.82,10163.17,76.32,61.57,27.15,DISCRETIONARY,14.77,1,0,47563279691.46,spr_pns_mean,HIGH_MIGRATION,2024-09-09
2026,AT,PILLAR1_PUBLIC_PAYG,55-64,M,DISABILITY,56225,16712.7,14403.96,36.61,68.17,31.73,MIXED,11.44,0,0,47777720135.64,gov_10a_main,LOW_GROWTH,2024-10-10
2008,EE,PILLAR2_OCCUPATIONAL,85+,F,MINIMUM_PENSION,57457,8380.45,7733.15,49.35,67.63,34.72,WAGE,24.66,0,0,48160258806.06,ilc_pnp1,HIGH_LONGEVITY,2026-01-25
2009,IT,PILLAR3_PERSONAL,80-84,T,OLD_AGE,59676,17374.23,15224.08,30.96,64.26,21.99,CPI,19.35,0,0,48311207705.02,spr_pns_ben,BASELINE,2025-07-17
2010,PT,MIXED,75-79,M,SURVIVOR,57879,6706.11,5634.91,59.2,66.73,20.75,NONE,16.23,0,1,48699431857.8,proj_pens,LOW_MIGRATION,2025-08-09
2011,BE,PILLAR1_PUBLIC_PAYG,70-74,F,EARLY_RETIREMENT,57062,25882.5,18808.06,91.25,61.69,18.19,DISCRETIONARY,26.05,0,0,48938533025.1,spr_pns_mean,HIGH_MIGRATION,2025-11-03
2012,FI,PILLAR2_OCCUPATIONAL,65-69,T,DISABILITY,58338,21427.86,18668.36,91.61,64.23,27.59,MIXED,9.23,1,0,49199875349.68,gov_10a_main,LOW_GROWTH,2024-06-21
2013,LV,PILLAR3_PERSONAL,55-64,M,MINIMUM_PENSION,59932,11610.41,10264.72,55.83,58.33,34.86,WAGE,24.87,1,0,49458368442.07,ilc_pnp1,HIGH_LONGEVITY,2025-01-30
2014,RO,MIXED,85+,F,OLD_AGE,56096,7205.35,6060.36,62.85,58.13,40.98,CPI,11.12,1,0,49857376786.72,spr_pns_ben,BASELINE,2024-10-28
2015,BG,PILLAR1_PUBLIC_PAYG,80-84,T,SURVIVOR,59252,22845.05,16711.39,68.44,68.31,13.46,NONE,6.7,0,1,50108591601.17,proj_pens,LOW_MIGRATION,2024-08-24
2016,FR,PILLAR2_OCCUPATIONAL,75-79,M,EARLY_RETIREMENT,57984,16242.81,12355.24,43.86,66.55,17.9,DISCRETIONARY,24.45,0,0,50338833535.69,spr_pns_mean,HIGH_MIGRATION,2024-07-04
2017,LT,PILLAR3_PERSONAL,70-74,F,DISABILITY,56995,6237.44,5546.99,27.79,59.91,33.3,MIXED,22.36,0,0,50586502463.21,gov_10a_main,LOW_GROWTH,2024-01-24
2018,SK,MIXED,65-69,T,MINIMUM_PENSION,60181,23680.6,19584.09,62.63,60.15,17.03,WAGE,9.41,0,0,50935665545.23,ilc_pnp1,HIGH_LONGEVITY,2024-09-03
2019,HR,PILLAR1_PUBLIC_PAYG,55-64,M,OLD_AGE,56574,19004.9,15214.94,33.82,61.42,23.19,CPI,18.02,0,1,51226147134.69,spr_pns_ben,BASELINE,2024-02-14
2020,DE,PILLAR2_OCCUPATIONAL,85+,F,SURVIVOR,58556,15436.96,14147.85,28.84,64.28,25.35,NONE,25.42,1,1,51498093489.8,proj_pens,LOW_MIGRATION,2024-09-14
2021,LU,PILLAR3_PERSONAL,80-84,T,EARLY_RETIREMENT,56550,10062.41,7614.8,64.31,62.13,38.5,DISCRETIONARY,4.22,1,0,51667758134.97,spr_pns_mean,HIGH_MIGRATION,2024-05-29
2022,SI,MIXED,75-79,M,DISABILITY,56479,20592.6,15620.99,88.66,64.17,33.98,MIXED,17.62,0,1,52099876285.99,gov_10a_main,LOW_GROWTH,2024-07-23
2023,CY,PILLAR1_PUBLIC_PAYG,70-74,F,MINIMUM_PENSION,58722,8813.87,7218.0,34.55,61.4,32.2,WAGE,23.22,0,0,52352772299.99,ilc_pnp1,HIGH_LONGEVITY,2026-01-24
2024,GR,PILLAR2_OCCUPATIONAL,65-69,T,OLD_AGE,59564,8466.4,6874.0,63.11,61.33,32.88,CPI,12.74,0,1,52667954310.25,spr_pns_ben,BASELINE,2024-03-03
2025,MT,PILLAR3_PERSONAL,55-64,M,SURVIVOR,60929,14915.49,13446.11,66.14,60.35,18.27,NONE,16.77,1,1,52933345313.36,proj_pens,LOW_MIGRATION,2025-07-16
2026,ES,MIXED,85+,F,EARLY_RETIREMENT,59666,23588.93,20663.37,64.84,63.09,16.46,DISCRETIONARY,12.81,0,1,53078746607.54,spr_pns_mean,HIGH_MIGRATION,2026-02-19
2008,CZ,PILLAR1_PUBLIC_PAYG,80-84,T,DISABILITY,59623,19196.87,14008.64,48.08,68.1,37.43,MIXED,22.78,0,0,53533749554.35,gov_10a_main,LOW_GROWTH,2025-12-20
2009,HU,PILLAR2_OCCUPATIONAL,75-79,M,MINIMUM_PENSION,59500,15265.12,14542.85,34.44,66.0,41.94,WAGE,20.94,0,1,53663313903.52,ilc_pnp1,HIGH_LONGEVITY,2024-05-23
2010,NL,PILLAR3_PERSONAL,70-74,F,OLD_AGE,56916,11338.54,9270.5,83.36,62.67,14.58,CPI,14.81,0,0,54090950937.14,spr_pns_ben,BASELINE,2024-02-26
2011,SE,MIXED,65-69,T,SURVIVOR,60739,20274.97,18455.65,86.02,63.07,14.96,NONE,10.84,1,1,54316339299.15,proj_pens,LOW_MIGRATION,2025-12-14
2012,DK,PILLAR1_PUBLIC_PAYG,55-64,M,EARLY_RETIREMENT,56666,7888.73,5736.14,74.1,67.32,26.3,DISCRETIONARY,17.7,0,0,54506976875.01,spr_pns_mean,HIGH_MIGRATION,2024-02-26
2013,IE,PILLAR2_OCCUPATIONAL,85+,F,DISABILITY,59813,13361.75,11929.91,29.31,62.42,40.25,MIXED,18.38,0,0,54906829038.36,gov_10a_main,LOW_GROWTH,2024-09-14
2014,PL,PILLAR3_PERSONAL,80-84,T,MINIMUM_PENSION,57273,23502.8,22021.26,58.3,63.35,15.48,WAGE,22.06,1,0,55126074819.18,ilc_pnp1,HIGH_LONGEVITY,2024-06-08
2015,AT,MIXED,75-79,M,OLD_AGE,56534,19889.4,15046.59,30.56,60.72,18.58,CPI,27.26,0,0,55344569540.49,spr_pns_ben,BASELINE,2024-01-14
2016,EE,PILLAR1_PUBLIC_PAYG,70-74,F,SURVIVOR,58859,7909.06,6664.83,59.76,61.92,37.42,NONE,10.48,0,1,55697802420.03,proj_pens,LOW_MIGRATION,2024-07-12
2017,IT,PILLAR2_OCCUPATIONAL,65-69,T,EARLY_RETIREMENT,58500,6201.11,4472.25,52.45,64.41,26.76,DISCRETIONARY,4.99,0,1,55899099257.35,spr_pns_mean,HIGH_MIGRATION,2025-12-25
2018,PT,PILLAR3_PERSONAL,55-64,M,DISABILITY,60611,23776.24,19205.33,78.67,64.9,14.48,MIXED,19.49,0,0,56321307434.9,gov_10a_main,LOW_GROWTH,2025-03-19
2019,BE,MIXED,85+,F,MINIMUM_PENSION,59846,5604.46,5291.0,61.19,63.74,35.34,WAGE,24.62,0,0,56471975425.47,ilc_pnp1,HIGH_LONGEVITY,2025-06-22
2020,FI,PILLAR1_PUBLIC_PAYG,80-84,T,OLD_AGE,60968,5742.73,5340.3,48.92,62.56,30.95,CPI,4.86,0,0,56801518418.74,spr_pns_ben,BASELINE,2025-09-16
2021,LV,PILLAR2_OCCUPATIONAL,75-79,M,SURVIVOR,56948,14202.25,12076.41,91.79,59.56,22.45,NONE,8.36,0,1,57089302460.83,proj_pens,LOW_MIGRATION,2024-09-13
