soc_unemp_reference_month,soc_unemp_country_iso2,soc_unemp_region_nuts_code,soc_unemp_claimant_age_group,soc_unemp_claimant_sex,soc_unemp_benefit_scheme_code,soc_unemp_claims_open_count,soc_unemp_new_claims_count,soc_unemp_closed_claims_count,soc_unemp_average_duration_weeks,soc_unemp_replacement_rate_pct,soc_unemp_benefit_amount_mean_eur,soc_unemp_sanction_rate_pct,soc_unemp_active_labor_market_program_code,soc_unemp_participation_count,soc_unemp_training_completion_rate_pct,soc_unemp_job_placement_rate_pct,soc_unemp_digital_services_usage_rate_pct,soc_unemp_eurostat_table_code,soc_unemp_data_extract_date
2018-02,CZ,LT27,25-34,T,UI_ASSISTANCE,4050,815,378,52.79,44.3,1072.49,1.98,MOBILITY_GRANT,595,94.97,14.51,86.23,lfsq_urgaed,2025-12-27
2018-03,DE,NL2,35-44,F,SHORT_TIME_WORK,4117,847,716,29.78,29.84,911.71,0.89,WAGE_SUBSIDY,531,44.67,36.29,21.57,lfsq_urgaed,2025-04-03
2018-04,LV,SE4,45-54,M,YOUTH_GUARANTEE,4180,844,419,53.12,55.41,1627.61,5.47,PUBLIC_WORKS,749,74.73,21.1,43.79,une_rt_m,2024-10-08
2018-05,PL,AT621,55-64,T,SELF_EMP_SUPPORT,4394,885,549,43.66,58.12,1544.03,6.13,TRAINING,530,74.78,35.22,77.51,lfsi_long_q,2025-03-30
2018-06,ES,BG7,65+,F,MIXED,4335,859,509,19.42,66.91,1267.13,9.62,APPRENTICESHIP,507,86.66,56.07,12.66,lfsa_ugad,2024-09-09
2018-07,HR,IE9,15-24,M,UI_CONTRIBUTORY,4087,817,435,42.66,74.98,355.77,10.05,ENTREPRENEUR_SUPPORT,662,44.08,58.9,70.97,lfsq_urgaed,2025-02-20
2018-08,FI,HR25,25-34,T,UI_ASSISTANCE,4285,874,683,35.99,72.02,301.38,9.2,JOB_SEARCH_ASSIST,718,51.12,16.79,70.12,lfsq_urgaed,2025-04-12
2018-09,IE,MT665,35-44,F,SHORT_TIME_WORK,4141,887,467,14.65,39.56,649.64,8.3,MOBILITY_GRANT,713,79.35,16.57,93.68,une_rt_m,2024-06-07
2018-10,MT,NL6,45-54,M,YOUTH_GUARANTEE,4063,836,818,17.43,40.14,841.36,5.06,WAGE_SUBSIDY,479,72.62,59.73,80.0,lfsi_long_q,2024-01-28
2018-11,SK,BG19,55-64,T,SELF_EMP_SUPPORT,4064,908,731,45.79,69.95,447.8,5.98,PUBLIC_WORKS,745,54.11,43.74,82.14,lfsa_ugad,2024-12-21
2018-12,BE,LV63,65+,F,MIXED,4077,890,438,33.55,45.9,1497.76,2.29,TRAINING,581,90.32,56.78,93.48,lfsq_urgaed,2024-07-11
2019-01,DK,IE2,15-24,M,UI_CONTRIBUTORY,4532,851,769,6.25,29.04,853.68,2.34,APPRENTICESHIP,726,69.55,29.86,88.43,lfsq_urgaed,2024-01-24
2019-02,GR,RO676,25-34,T,UI_ASSISTANCE,4551,822,817,5.05,27.21,1022.43,6.0,ENTREPRENEUR_SUPPORT,747,37.91,17.32,32.99,une_rt_m,2024-06-17
2019-03,LT,RO56,35-44,F,SHORT_TIME_WORK,4304,896,645,50.25,46.99,1269.11,0.22,JOB_SEARCH_ASSIST,558,64.36,31.67,77.81,lfsi_long_q,2025-09-20
2019-04,PT,CZ706,45-54,M,YOUTH_GUARANTEE,4439,821,733,22.64,55.36,1068.98,9.83,MOBILITY_GRANT,507,47.71,18.16,69.82,lfsa_ugad,2024-07-31
2019-05,SE,AT242,55-64,T,SELF_EMP_SUPPORT,4156,848,704,25.14,72.78,296.87,10.1,WAGE_SUBSIDY,693,59.95,38.71,48.55,lfsq_urgaed,2024-09-07
2019-06,CY,HR32,65+,F,MIXED,4420,800,466,19.61,51.47,1441.17,7.94,PUBLIC_WORKS,618,59.51,16.48,71.85,lfsq_urgaed,2025-02-14
2019-07,FR,PT5,15-24,M,UI_CONTRIBUTORY,4160,900,435,50.13,46.93,1744.78,5.88,TRAINING,716,93.84,29.86,44.45,une_rt_m,2025-12-03
2019-08,IT,PL30,25-34,T,UI_ASSISTANCE,4465,886,745,31.04,47.94,1374.27,4.88,APPRENTICESHIP,511,69.15,48.38,91.82,lfsi_long_q,2024-07-19
2019-09,NL,AT83,35-44,F,SHORT_TIME_WORK,4411,869,610,36.63,71.37,1239.81,11.26,ENTREPRENEUR_SUPPORT,717,72.11,25.37,60.99,lfsa_ugad,2025-11-07
2019-10,SI,DK69,45-54,M,YOUTH_GUARANTEE,4373,818,393,27.03,60.53,982.99,8.32,JOB_SEARCH_ASSIST,693,41.79,16.79,60.28,lfsq_urgaed,2024-03-26
2019-11,BG,SE3,55-64,T,SELF_EMP_SUPPORT,4341,885,730,25.29,26.64,1159.26,2.44,MOBILITY_GRANT,530,77.54,41.83,31.72,lfsq_urgaed,2024-12-09
2019-12,EE,ES401,65+,F,MIXED,4579,808,596,31.63,26.25,1261.46,9.4,WAGE_SUBSIDY,732,53.93,43.17,37.41,une_rt_m,2024-09-05
2020-01,HU,PL653,15-24,M,UI_CONTRIBUTORY,4270,848,801,24.72,65.7,848.75,6.83,PUBLIC_WORKS,500,52.75,18.77,32.43,lfsi_long_q,2024-02-19
2020-02,LU,SE742,25-34,T,UI_ASSISTANCE,4164,897,637,26.12,61.18,1145.39,0.12,TRAINING,665,53.89,18.62,42.77,lfsa_ugad,2025-02-26
2020-03,RO,NL19,35-44,F,SHORT_TIME_WORK,4110,918,737,27.76,29.69,1347.29,8.95,APPRENTICESHIP,583,76.36,33.58,83.08,lfsq_urgaed,2024-07-01
2020-04,AT,IE588,45-54,M,YOUTH_GUARANTEE,4421,813,725,9.44,53.06,272.64,4.89,ENTREPRENEUR_SUPPORT,769,93.69,39.55,68.29,lfsq_urgaed,2024-06-17
2020-05,CZ,IE4,55-64,T,SELF_EMP_SUPPORT,4260,837,517,4.8,36.22,536.98,7.79,JOB_SEARCH_ASSIST,609,47.43,54.83,74.47,une_rt_m,2026-02-01
2020-06,DE,SI17,65+,F,MIXED,4147,846,482,22.79,62.32,1631.47,2.27,MOBILITY_GRANT,503,80.98,54.86,87.34,lfsi_long_q,2024-03-04
2020-07,LV,SK53,15-24,M,UI_CONTRIBUTORY,4413,816,775,22.55,38.43,258.74,7.6,WAGE_SUBSIDY,670,74.16,56.35,12.81,lfsa_ugad,2024-02-25
2020-08,PL,GR490,25-34,T,UI_ASSISTANCE,4357,846,454,55.7,75.21,1680.71,6.93,PUBLIC_WORKS,763,93.26,37.41,14.39,lfsq_urgaed,2025-12-23
2020-09,ES,PT683,35-44,F,SHORT_TIME_WORK,4450,893,412,47.12,78.18,1162.68,4.61,TRAINING,580,75.0,9.92,81.35,lfsq_urgaed,2024-12-23
2020-10,HR,BE732,45-54,M,YOUTH_GUARANTEE,4356,838,591,10.03,48.89,1145.02,5.38,APPRENTICESHIP,704,90.01,48.91,76.19,une_rt_m,2026-02-09
2020-11,FI,DK866,55-64,T,SELF_EMP_SUPPORT,4246,923,829,57.05,55.82,501.85,9.92,ENTREPRENEUR_SUPPORT,507,82.74,34.25,70.45,lfsi_long_q,2024-10-06
2020-12,IE,ES190,65+,F,MIXED,4159,829,591,9.6,78.13,1461.05,2.42,JOB_SEARCH_ASSIST,536,39.43,56.65,20.88,lfsa_ugad,2024-03-15
2021-01,MT,BE2,15-24,M,UI_CONTRIBUTORY,4376,932,543,12.14,78.7,1409.13,11.34,MOBILITY_GRANT,662,85.71,55.52,96.99,lfsq_urgaed,2024-05-31
2021-02,SK,HR216,25-34,T,UI_ASSISTANCE,4485,919,758,15.25,64.28,1187.36,10.13,WAGE_SUBSIDY,799,51.31,22.05,61.49,lfsq_urgaed,2026-01-16
2021-03,BE,GR645,35-44,F,SHORT_TIME_WORK,4259,872,411,30.56,35.9,1763.98,0.31,PUBLIC_WORKS,689,44.97,40.82,36.32,une_rt_m,2025-12-05
2021-04,DK,PT25,45-54,M,YOUTH_GUARANTEE,4602,873,706,34.82,73.81,779.96,7.19,TRAINING,632,55.7,38.46,71.17,lfsi_long_q,2024-09-28
2021-05,GR,ES3,55-64,T,SELF_EMP_SUPPORT,4545,931,686,4.71,35.87,546.09,11.61,APPRENTICESHIP,672,58.83,39.25,23.82,lfsa_ugad,2024-02-02
2021-06,LT,HR683,65+,F,MIXED,4335,890,549,38.58,49.63,1576.88,1.75,ENTREPRENEUR_SUPPORT,560,66.48,53.25,79.47,lfsq_urgaed,2024-03-13
2021-07,PT,ES90,15-24,M,UI_CONTRIBUTORY,4177,829,751,16.86,69.63,1001.03,2.78,JOB_SEARCH_ASSIST,599,53.39,56.41,67.97,lfsq_urgaed,2025-12-20
2021-08,SE,CZ29,25-34,T,UI_ASSISTANCE,4359,913,870,11.61,53.74,1059.52,0.65,MOBILITY_GRANT,671,39.81,20.79,79.6,une_rt_m,2024-07-11
2021-09,CY,LV258,35-44,F,SHORT_TIME_WORK,4259,853,709,54.97,75.48,1796.11,11.73,WAGE_SUBSIDY,717,60.27,10.83,72.58,lfsi_long_q,2025-12-24
2021-10,FR,LU82,45-54,M,YOUTH_GUARANTEE,4580,837,720,49.35,33.72,282.62,2.93,PUBLIC_WORKS,788,50.75,21.0,65.87,lfsa_ugad,2025-10-06
2021-11,IT,BG36,55-64,T,SELF_EMP_SUPPORT,4429,871,712,34.45,55.06,583.02,11.08,TRAINING,681,76.65,19.6,26.78,lfsq_urgaed,2025-05-01
2021-12,NL,LU61,65+,F,MIXED,4364,830,471,31.89,37.24,1397.08,10.33,APPRENTICESHIP,668,90.69,51.73,76.46,lfsq_urgaed,2025-09-21
2022-01,SI,RO77,15-24,M,UI_CONTRIBUTORY,4409,859,663,49.99,63.96,552.86,5.94,ENTREPRENEUR_SUPPORT,775,39.67,45.29,84.42,une_rt_m,2025-04-12
2022-02,BG,SK965,25-34,T,UI_ASSISTANCE,4633,886,714,11.95,44.59,1324.74,2.61,JOB_SEARCH_ASSIST,733,91.5,46.9,90.84,lfsi_long_q,2025-10-24
2022-03,EE,HU18,35-44,F,SHORT_TIME_WORK,4489,916,509,4.3,74.18,493.3,6.02,MOBILITY_GRANT,606,57.29,29.07,81.45,lfsa_ugad,2024-08-05
2022-04,HU,FR422,45-54,M,YOUTH_GUARANTEE,4383,948,710,36.04,50.84,1641.57,2.69,WAGE_SUBSIDY,678,75.74,55.0,29.06,lfsq_urgaed,2024-06-24
2022-05,LU,LV710,55-64,T,SELF_EMP_SUPPORT,4353,860,421,42.16,71.73,1313.96,9.94,PUBLIC_WORKS,666,45.53,31.63,97.28,lfsq_urgaed,2024-11-07
2022-06,RO,EE758,65+,F,MIXED,4192,942,565,50.0,62.5,1679.17,4.71,TRAINING,662,87.96,53.8,23.6,une_rt_m,2024-07-22
2022-07,AT,SE87,15-24,M,UI_CONTRIBUTORY,4527,923,468,55.04,72.21,1403.42,3.79,APPRENTICESHIP,697,85.65,27.84,22.87,lfsi_long_q,2026-02-17
2022-08,CZ,LU691,25-34,T,UI_ASSISTANCE,4384,847,633,47.11,33.29,1516.15,5.8,ENTREPRENEUR_SUPPORT,603,44.18,25.95,89.77,lfsa_ugad,2024-03-29
2022-09,DE,EE19,35-44,F,SHORT_TIME_WORK,4652,899,512,44.11,49.25,365.72,1.1,JOB_SEARCH_ASSIST,822,55.81,31.73,89.02,lfsq_urgaed,2025-10-31
2022-10,LV,EE484,45-54,M,YOUTH_GUARANTEE,4594,853,659,47.79,75.18,883.24,5.09,MOBILITY_GRANT,558,67.0,44.92,76.35,lfsq_urgaed,2025-10-31
2022-11,PL,EE94,55-64,T,SELF_EMP_SUPPORT,4256,841,677,4.95,58.49,1560.76,3.69,WAGE_SUBSIDY,784,63.98,45.2,52.55,une_rt_m,2025-09-09
2022-12,ES,MT53,65+,F,MIXED,4407,955,917,30.79,61.83,1809.85,10.11,PUBLIC_WORKS,541,90.38,61.82,24.13,lfsi_long_q,2024-12-04
2023-01,HR,DK563,15-24,M,UI_CONTRIBUTORY,4293,841,659,6.21,69.59,1707.04,3.73,TRAINING,770,45.97,34.06,66.88,lfsa_ugad,2025-03-24
2023-02,FI,FR7,25-34,T,UI_ASSISTANCE,4377,853,850,54.73,49.35,1417.03,4.57,APPRENTICESHIP,712,41.44,54.13,32.47,lfsq_urgaed,2025-05-05
2023-03,IE,RO96,35-44,F,SHORT_TIME_WORK,4533,863,701,49.68,75.51,609.7,8.43,ENTREPRENEUR_SUPPORT,693,42.22,38.41,18.22,lfsq_urgaed,2025-08-31
2023-04,MT,SK54,45-54,M,YOUTH_GUARANTEE,4549,885,522,44.55,49.66,496.18,5.84,JOB_SEARCH_ASSIST,732,81.45,55.03,89.01,une_rt_m,2025-10-13
2023-05,SK,FI192,55-64,T,SELF_EMP_SUPPORT,4291,928,801,22.17,35.87,565.37,9.36,MOBILITY_GRANT,750,58.21,52.05,39.83,lfsi_long_q,2024-08-09
2023-06,BE,IE173,65+,F,MIXED,4430,894,850,28.73,42.65,1769.48,4.74,WAGE_SUBSIDY,789,84.49,31.12,49.7,lfsa_ugad,2025-06-08
2023-07,DK,BE6,15-24,M,UI_CONTRIBUTORY,4534,891,752,21.75,39.34,1321.37,4.22,PUBLIC_WORKS,541,35.9,47.13,95.7,lfsq_urgaed,2025-05-07
2023-08,GR,DK234,25-34,T,UI_ASSISTANCE,4592,905,832,56.85,35.15,713.48,11.68,TRAINING,717,57.15,28.16,56.83,lfsq_urgaed,2024-04-13
2023-09,LT,SI278,35-44,F,SHORT_TIME_WORK,4584,913,684,13.3,79.25,370.62,1.71,APPRENTICESHIP,648,49.87,27.31,29.11,une_rt_m,2024-07-01
2023-10,PT,PT153,45-54,M,YOUTH_GUARANTEE,4184,932,757,52.11,71.39,508.45,2.47,ENTREPRENEUR_SUPPORT,595,86.19,47.53,75.51,lfsi_long_q,2024-04-07
2023-11,SE,CZ183,55-64,T,SELF_EMP_SUPPORT,4459,857,471,38.22,71.4,579.09,8.91,JOB_SEARCH_ASSIST,694,36.41,8.34,92.13,lfsa_ugad,2025-01-23
2023-12,CY,BE496,65+,F,MIXED,4441,899,891,8.16,28.33,487.49,6.74,MOBILITY_GRANT,772,86.48,19.7,14.35,lfsq_urgaed,2024-12-13
2024-01,FR,ES62,15-24,M,UI_CONTRIBUTORY,4521,916,510,53.63,34.83,1251.5,3.38,WAGE_SUBSIDY,672,62.66,54.94,51.44,lfsq_urgaed,2024-08-22
2024-02,IT,LU23,25-34,T,UI_ASSISTANCE,4299,869,743,57.81,59.1,818.16,7.12,PUBLIC_WORKS,629,59.68,13.78,31.9,une_rt_m,2025-02-10
2024-03,NL,HR654,35-44,F,SHORT_TIME_WORK,4358,936,495,21.74,25.45,1547.12,9.35,TRAINING,625,36.05,19.43,60.65,lfsi_long_q,2024-08-02
2024-04,SI,MT40,45-54,M,YOUTH_GUARANTEE,4528,948,538,7.73,64.53,738.91,6.88,APPRENTICESHIP,565,73.64,12.03,20.88,lfsa_ugad,2024-12-14
2024-05,BG,SI7,55-64,T,SELF_EMP_SUPPORT,4622,871,504,18.85,46.19,1482.5,11.83,ENTREPRENEUR_SUPPORT,693,63.99,19.7,96.1,lfsq_urgaed,2024-02-26
2024-06,EE,SI164,65+,F,MIXED,4619,933,708,4.38,70.02,1359.98,0.03,JOB_SEARCH_ASSIST,746,77.61,57.52,81.54,lfsq_urgaed,2024-05-30
2024-07,HU,RO63,15-24,M,UI_CONTRIBUTORY,4514,949,903,55.64,70.9,1523.47,3.02,MOBILITY_GRANT,606,88.13,53.53,47.07,une_rt_m,2024-11-19
2024-08,LU,BE50,25-34,T,UI_ASSISTANCE,4542,935,723,5.15,75.63,1667.03,3.91,WAGE_SUBSIDY,794,82.45,15.95,34.66,lfsi_long_q,2024-08-03
2024-09,RO,EE85,35-44,F,SHORT_TIME_WORK,4266,926,755,34.06,28.87,1215.34,11.34,PUBLIC_WORKS,678,92.11,10.92,87.02,lfsa_ugad,2024-06-02
2024-10,AT,ES6,45-54,M,YOUTH_GUARANTEE,4676,943,670,39.21,45.12,562.69,1.85,TRAINING,731,83.94,17.7,88.45,lfsq_urgaed,2024-07-27
2024-11,CZ,LU107,55-64,T,SELF_EMP_SUPPORT,4390,867,520,14.42,44.0,275.04,10.72,APPRENTICESHIP,761,65.67,15.96,88.53,lfsq_urgaed,2025-01-24
2024-12,DE,RO860,65+,F,MIXED,4396,942,663,50.64,58.53,786.17,3.2,ENTREPRENEUR_SUPPORT,775,52.6,37.77,24.3,une_rt_m,2024-09-20
2025-01,LV,IT786,15-24,M,UI_CONTRIBUTORY,4220,901,459,52.75,68.9,1739.67,4.5,JOB_SEARCH_ASSIST,571,92.39,29.16,60.75,lfsi_long_q,2025-08-06
2025-02,PL,FR18,25-34,T,UI_ASSISTANCE,4551,883,750,22.07,30.39,606.2,7.05,MOBILITY_GRANT,725,78.08,17.34,73.5,lfsa_ugad,2024-05-26
2025-03,ES,DK777,35-44,F,SHORT_TIME_WORK,4332,895,455,44.57,35.59,1618.64,6.76,WAGE_SUBSIDY,715,52.82,55.21,85.95,lfsq_urgaed,2026-02-02
2025-04,HR,DE875,45-54,M,YOUTH_GUARANTEE,4465,984,719,48.35,72.44,816.24,4.9,PUBLIC_WORKS,715,84.16,39.83,23.47,lfsq_urgaed,2025-03-24
2025-05,FI,IT70,55-64,T,SELF_EMP_SUPPORT,4345,932,763,45.93,52.78,784.71,2.37,TRAINING,700,45.15,40.28,96.42,une_rt_m,2024-07-15
2025-06,IE,IT250,65+,F,MIXED,4360,896,637,7.29,58.65,1844.5,0.91,APPRENTICESHIP,604,42.0,31.97,80.84,lfsi_long_q,2024-07-04
2025-07,MT,LT302,15-24,M,UI_CONTRIBUTORY,4359,898,721,10.09,63.38,1558.82,2.3,ENTREPRENEUR_SUPPORT,667,43.98,23.18,56.14,lfsa_ugad,2024-08-24
2025-08,SK,EE757,25-34,T,UI_ASSISTANCE,4261,954,857,49.65,60.5,666.57,0.44,JOB_SEARCH_ASSIST,796,92.97,36.85,48.57,lfsq_urgaed,2025-09-25
2025-09,BE,CZ21,35-44,F,SHORT_TIME_WORK,4482,958,836,56.35,47.78,1035.19,0.89,MOBILITY_GRANT,662,74.19,27.8,40.02,lfsq_urgaed,2024-12-31
2025-10,DK,NL567,45-54,M,YOUTH_GUARANTEE,4262,873,525,22.35,36.45,907.84,11.41,WAGE_SUBSIDY,778,35.4,50.24,23.57,une_rt_m,2025-08-13
2025-11,GR,BG469,55-64,T,SELF_EMP_SUPPORT,4385,891,785,14.12,72.41,1492.67,11.95,PUBLIC_WORKS,642,90.89,9.35,21.36,lfsi_long_q,2026-01-17
2025-12,LT,LV464,65+,F,MIXED,4650,912,634,13.25,31.62,1742.08,6.62,TRAINING,723,92.38,48.12,94.52,lfsa_ugad,2025-03-27
2026-01,PT,FI471,15-24,M,UI_CONTRIBUTORY,4731,877,729,5.23,26.2,894.14,7.66,APPRENTICESHIP,816,79.95,17.11,63.88,lfsq_urgaed,2025-09-21
2026-02,SE,SI51,25-34,T,UI_ASSISTANCE,4542,890,527,57.47,42.16,586.16,8.7,ENTREPRENEUR_SUPPORT,759,69.65,54.87,39.64,lfsq_urgaed,2024-06-28
2026-03,CY,PT4,35-44,F,SHORT_TIME_WORK,4387,883,755,46.2,43.23,807.68,6.1,JOB_SEARCH_ASSIST,729,36.13,36.79,19.34,une_rt_m,2026-01-09
2026-04,FR,BE545,45-54,M,YOUTH_GUARANTEE,4553,994,780,44.6,57.43,446.92,4.93,MOBILITY_GRANT,729,71.16,32.47,37.4,lfsi_long_q,2024-10-15
2026-05,IT,DE2,55-64,T,SELF_EMP_SUPPORT,4672,992,551,11.07,37.63,1832.44,6.22,WAGE_SUBSIDY,716,41.87,54.93,26.2,lfsa_ugad,2025-01-25
2026-06,NL,LT27,65+,F,MIXED,4570,909,697,54.31,60.76,1288.43,6.41,PUBLIC_WORKS,748,69.88,10.94,68.91,lfsq_urgaed,2025-09-02
2026-07,SI,NL2,15-24,M,UI_CONTRIBUTORY,4706,893,478,31.11,48.73,476.96,1.72,TRAINING,789,88.13,9.73,13.12,lfsq_urgaed,2024-11-01
2026-08,BG,SE4,25-34,T,UI_ASSISTANCE,4328,905,808,27.93,27.08,1366.45,11.62,APPRENTICESHIP,831,79.77,21.22,75.45,une_rt_m,2024-06-26
2026-09,EE,AT621,35-44,F,SHORT_TIME_WORK,4365,903,572,48.31,47.61,1455.08,1.85,ENTREPRENEUR_SUPPORT,847,86.49,58.32,81.47,lfsi_long_q,2025-11-06
2026-10,HU,BG7,45-54,M,YOUTH_GUARANTEE,4630,924,852,30.18,70.37,386.7,11.66,JOB_SEARCH_ASSIST,620,53.9,50.92,88.7,lfsa_ugad,2025-01-13
2026-11,LU,IE9,55-64,T,SELF_EMP_SUPPORT,4676,954,485,46.19,26.03,1754.98,9.39,MOBILITY_GRANT,628,68.58,28.16,26.38,lfsq_urgaed,2025-05-16
2026-12,RO,HR25,65+,F,MIXED,4518,939,716,27.11,66.12,1235.57,1.9,WAGE_SUBSIDY,784,61.01,22.63,91.37,lfsq_urgaed,2024-11-20
2018-01,AT,MT665,15-24,M,UI_CONTRIBUTORY,4446,961,666,22.03,54.08,618.19,0.66,PUBLIC_WORKS,876,93.99,43.49,76.12,une_rt_m,2024-07-24
2018-02,CZ,NL6,25-34,T,UI_ASSISTANCE,4315,904,827,52.45,40.98,1792.09,11.88,TRAINING,861,63.11,41.49,64.59,lfsi_long_q,2026-02-13
2018-03,DE,BG19,35-44,F,SHORT_TIME_WORK,4637,986,452,15.83,62.4,895.56,11.76,APPRENTICESHIP,756,54.27,19.22,57.37,lfsa_ugad,2024-03-28
2018-04,LV,LV63,45-54,M,YOUTH_GUARANTEE,4432,906,436,36.14,38.5,953.32,8.61,ENTREPRENEUR_SUPPORT,633,58.35,17.83,71.66,lfsq_urgaed,2025-07-04
2018-05,PL,IE2,55-64,T,SELF_EMP_SUPPORT,4664,973,582,42.3,26.17,613.24,10.42,JOB_SEARCH_ASSIST,655,80.72,9.7,29.88,lfsq_urgaed,2026-01-29
2018-06,ES,RO676,65+,F,MIXED,4520,963,787,8.68,40.4,1801.05,8.61,MOBILITY_GRANT,876,65.09,18.66,27.13,une_rt_m,2025-08-07
2018-07,HR,RO56,15-24,M,UI_CONTRIBUTORY,4665,955,646,54.49,46.42,1005.04,3.47,WAGE_SUBSIDY,850,70.42,57.76,40.75,lfsi_long_q,2024-03-05
2018-08,FI,CZ706,25-34,T,UI_ASSISTANCE,4606,923,755,10.78,39.28,603.3,11.31,PUBLIC_WORKS,688,74.15,13.68,73.23,lfsa_ugad,2025-03-07
2018-09,IE,AT242,35-44,F,SHORT_TIME_WORK,4422,940,846,16.67,79.67,1518.93,7.38,TRAINING,674,48.87,15.86,44.75,lfsq_urgaed,2025-09-18
2018-10,MT,HR32,45-54,M,YOUTH_GUARANTEE,4475,970,718,35.04,45.68,864.41,9.08,APPRENTICESHIP,812,52.58,54.2,21.07,lfsq_urgaed,2025-02-14
2018-11,SK,PT5,55-64,T,SELF_EMP_SUPPORT,4461,928,418,48.24,52.54,1197.95,10.54,ENTREPRENEUR_SUPPORT,837,60.47,10.81,44.33,une_rt_m,2025-12-14
2018-12,BE,PL30,65+,F,MIXED,4538,1016,762,35.95,55.78,1587.75,2.32,JOB_SEARCH_ASSIST,659,75.19,33.52,49.05,lfsi_long_q,2025-07-11
2019-01,DK,AT83,15-24,M,UI_CONTRIBUTORY,4541,1018,728,43.26,74.72,961.49,1.41,MOBILITY_GRANT,767,65.24,42.12,46.15,lfsa_ugad,2025-04-29
2019-02,GR,DK69,25-34,T,UI_ASSISTANCE,4337,937,605,48.89,76.65,369.48,10.92,WAGE_SUBSIDY,842,67.83,36.15,12.84,lfsq_urgaed,2025-06-12
2019-03,LT,SE3,35-44,F,SHORT_TIME_WORK,4747,980,856,20.08,25.18,648.75,2.29,PUBLIC_WORKS,848,84.02,61.93,66.28,lfsq_urgaed,2025-11-04
2019-04,PT,ES401,45-54,M,YOUTH_GUARANTEE,4493,910,776,14.32,29.91,538.87,3.76,TRAINING,666,75.15,37.07,13.38,une_rt_m,2025-10-01
2019-05,SE,PL653,55-64,T,SELF_EMP_SUPPORT,4357,923,742,34.37,49.22,797.49,0.1,APPRENTICESHIP,730,40.04,56.66,75.96,lfsi_long_q,2025-01-13
2019-06,CY,SE742,65+,F,MIXED,4322,973,909,38.16,70.85,1628.37,3.4,ENTREPRENEUR_SUPPORT,811,48.01,59.19,92.58,lfsa_ugad,2026-02-01
2019-07,FR,NL19,15-24,M,UI_CONTRIBUTORY,4566,911,572,52.48,54.09,1476.24,4.49,JOB_SEARCH_ASSIST,751,87.37,54.19,56.69,lfsq_urgaed,2026-01-20
2019-08,IT,IE588,25-34,T,UI_ASSISTANCE,4332,943,595,16.82,59.44,1727.16,10.8,MOBILITY_GRANT,682,50.77,24.01,57.6,lfsq_urgaed,2025-09-17
2019-09,NL,IE4,35-44,F,SHORT_TIME_WORK,4539,968,576,35.0,52.72,454.54,11.21,WAGE_SUBSIDY,894,85.98,16.35,46.08,une_rt_m,2025-07-29
2019-10,SI,SI17,45-54,M,YOUTH_GUARANTEE,4757,920,636,27.44,34.39,1809.24,4.34,PUBLIC_WORKS,609,56.72,32.37,66.67,lfsi_long_q,2025-06-21
2019-11,BG,SK53,55-64,T,SELF_EMP_SUPPORT,4612,996,569,20.16,30.65,1506.15,0.47,TRAINING,616,35.82,54.09,33.76,lfsa_ugad,2025-06-23
2019-12,EE,GR490,65+,F,MIXED,4755,920,544,24.47,53.21,1748.8,9.7,APPRENTICESHIP,678,83.48,28.44,59.37,lfsq_urgaed,2025-03-16
2020-01,HU,PT683,15-24,M,UI_CONTRIBUTORY,4596,1022,586,10.88,68.38,987.86,3.77,ENTREPRENEUR_SUPPORT,817,36.56,16.94,76.79,lfsq_urgaed,2025-07-28
2020-02,LU,BE732,25-34,T,UI_ASSISTANCE,4417,986,544,31.83,49.06,773.68,4.96,JOB_SEARCH_ASSIST,622,51.52,14.49,96.79,une_rt_m,2024-10-04
2020-03,RO,DK866,35-44,F,SHORT_TIME_WORK,4799,948,483,32.78,36.19,1650.59,1.35,MOBILITY_GRANT,711,39.09,9.86,17.4,lfsi_long_q,2026-01-22
2020-04,AT,ES190,45-54,M,YOUTH_GUARANTEE,4311,947,491,32.89,37.53,1717.24,1.46,WAGE_SUBSIDY,766,83.94,42.84,36.37,lfsa_ugad,2025-01-11
2020-05,CZ,BE2,55-64,T,SELF_EMP_SUPPORT,4563,1023,888,6.46,72.04,1689.29,7.53,PUBLIC_WORKS,767,52.22,59.33,46.17,lfsq_urgaed,2024-08-08
2020-06,DE,HR216,65+,F,MIXED,4454,917,630,30.0,57.96,902.51,2.51,TRAINING,758,77.87,51.03,66.84,lfsq_urgaed,2024-08-10
2020-07,LV,GR645,15-24,M,UI_CONTRIBUTORY,4580,934,848,30.23,60.59,1687.47,7.84,APPRENTICESHIP,708,84.03,41.57,14.04,une_rt_m,2024-09-05
2020-08,PL,PT25,25-34,T,UI_ASSISTANCE,4461,1010,810,10.1,53.66,1272.82,4.87,ENTREPRENEUR_SUPPORT,631,90.96,22.25,77.76,lfsi_long_q,2025-07-03
2020-09,ES,ES3,35-44,F,SHORT_TIME_WORK,4578,965,534,16.7,41.67,373.05,5.86,JOB_SEARCH_ASSIST,698,67.34,16.25,22.41,lfsa_ugad,2024-03-14
2020-10,HR,HR683,45-54,M,YOUTH_GUARANTEE,4504,971,486,37.04,68.78,915.5,1.27,MOBILITY_GRANT,783,67.58,35.99,62.83,lfsq_urgaed,2024-01-06
2020-11,FI,ES90,55-64,T,SELF_EMP_SUPPORT,4470,957,436,30.63,71.55,1178.99,3.08,WAGE_SUBSIDY,842,72.01,13.53,42.34,lfsq_urgaed,2025-11-15
