ph_beh_reference_year,ph_beh_country_iso2,ph_beh_region_nuts_code,ph_beh_age_group,ph_beh_sex,ph_beh_smoking_rate_pct,ph_beh_alcohol_consumption_litres_per_capita,ph_beh_binge_drinking_rate_pct,ph_beh_physical_activity_rate_pct,ph_beh_sedentary_time_hours_day,ph_beh_healthy_diet_score,ph_beh_fruit_veg_daily_pct,ph_beh_ultra_processed_food_share_pct,ph_beh_sleep_quality_score,ph_beh_obesity_rate_pct,ph_beh_screen_time_hours_day,ph_beh_chronic_conditions_count_mean,ph_beh_ehis_table_code,ph_beh_survey_weight,ph_beh_data_extract_date
2011,MT,HR130,45_54,F,13.91,11.4,30.49,56.73,6.59,73.12,48.14,43.93,5.82,32.36,5.02,1.284,HLTH_EHIS_SMOK,0.8434,2026-01-01
2012,ES,BE1,15_24,M,26.71,6.34,24.55,75.1,5.15,39.56,62.66,32.54,5.35,14.01,7.98,1.277,HLTH_EHIS_DIET,1.7374,2025-12-09
2013,CZ,EE27,55_64,X,30.46,13.47,32.7,69.29,10.96,48.79,49.96,41.73,6.13,25.81,6.59,1.524,HLTH_EHIS_MH,4.5676,2025-07-17
2014,HU,FR455,25_34,F,14.82,3.92,18.9,49.88,6.18,46.26,63.74,24.02,5.41,19.17,6.79,0.528,HLTH_EHIS_ALCO,3.1808,2025-11-06
2015,NL,LV233,65_74,M,20.49,8.73,22.47,56.55,9.88,75.3,31.66,25.46,6.49,10.48,8.46,1.924,HLTH_EHIS_PA,2.9451,2024-10-19
2016,SE,SE293,35_44,X,10.91,12.4,5.45,68.19,7.27,73.56,52.15,45.33,5.29,25.61,7.88,0.394,HLTH_EHIS_SMOK,2.184,2024-03-02
2017,DK,GR982,75_PLUS,F,21.88,11.34,3.75,27.09,11.47,75.95,73.6,35.08,5.07,34.38,8.15,0.282,HLTH_EHIS_DIET,2.3581,2025-03-31
2018,IE,BG310,45_54,M,22.42,14.99,23.99,36.65,9.41,53.13,49.62,39.34,5.84,11.25,5.35,1.153,HLTH_EHIS_MH,2.3918,2024-01-26
2019,PL,NL438,15_24,X,7.95,2.05,15.16,39.15,5.05,74.28,41.06,19.74,6.81,12.63,8.25,1.838,HLTH_EHIS_ALCO,4.6047,2024-11-02
2020,AT,FI133,55_64,F,28.8,10.51,16.11,64.12,10.75,53.38,61.66,41.17,5.69,21.02,2.52,1.092,HLTH_EHIS_PA,1.1231,2025-03-21
2021,EE,EE943,25_34,M,25.38,6.93,14.43,70.45,5.5,37.83,31.11,24.0,5.48,16.04,8.03,0.298,HLTH_EHIS_SMOK,4.1155,2024-10-13
2022,IT,FR26,65_74,X,11.27,4.27,4.39,50.89,6.83,74.38,28.42,30.82,6.75,25.81,6.55,2.848,HLTH_EHIS_DIET,0.7628,2025-07-14
2023,PT,PT62,35_44,F,29.21,7.69,25.83,47.61,8.89,49.48,29.03,44.16,4.22,19.69,2.76,1.608,HLTH_EHIS_MH,0.2894,2024-01-05
2024,BE,IT42,75_PLUS,M,22.77,6.94,30.88,59.51,12.08,64.54,40.15,32.34,5.49,27.79,6.71,0.362,HLTH_EHIS_ALCO,4.7201,2024-12-28
2025,FI,CY564,45_54,X,27.77,1.91,15.68,69.31,6.7,75.99,47.33,14.37,6.2,9.69,7.43,1.605,HLTH_EHIS_PA,2.4172,2025-08-19
2006,LV,PL9,15_24,F,18.98,10.04,25.18,73.12,8.33,55.98,35.92,12.15,7.51,22.27,8.7,0.252,HLTH_EHIS_SMOK,1.9985,2025-01-03
2007,RO,RO78,55_64,M,17.29,13.67,7.63,49.5,10.49,49.85,21.56,27.82,4.32,18.33,6.88,1.079,HLTH_EHIS_DIET,0.7433,2024-07-29
2008,BG,CZ713,25_34,X,24.24,3.04,25.13,47.9,6.14,70.19,62.62,28.32,8.02,8.73,7.5,2.309,HLTH_EHIS_MH,4.355,2026-01-14
2009,FR,FR535,65_74,F,26.62,12.52,18.23,58.02,5.77,55.23,55.8,44.78,4.75,24.1,7.55,2.703,HLTH_EHIS_ALCO,1.7627,2025-08-02
2010,LT,EE89,35_44,M,32.74,10.29,19.11,55.91,8.87,64.47,71.9,32.98,6.9,11.78,7.35,2.319,HLTH_EHIS_PA,0.9402,2024-12-14
2011,SK,AT65,75_PLUS,X,22.54,2.91,12.93,28.29,4.62,60.29,42.36,41.03,7.64,12.16,7.57,1.399,HLTH_EHIS_SMOK,2.0382,2025-11-20
2012,HR,CY29,45_54,F,25.26,3.5,24.99,61.02,9.7,43.48,29.89,23.05,5.19,12.27,2.87,2.019,HLTH_EHIS_DIET,3.2956,2025-01-15
2013,DE,ES713,15_24,M,28.73,11.63,21.03,57.95,10.48,66.72,56.75,53.12,7.59,21.48,9.09,0.532,HLTH_EHIS_MH,3.5715,2025-03-17
2014,LU,FI75,55_64,X,9.07,12.65,25.12,60.22,12.06,45.61,50.71,33.91,4.43,18.5,5.32,2.062,HLTH_EHIS_ALCO,3.0578,2024-12-10
2015,SI,CY27,25_34,F,26.05,2.46,17.55,26.38,8.67,45.88,51.65,35.3,7.1,19.33,3.16,0.678,HLTH_EHIS_PA,0.3862,2024-02-05
2016,CY,LT72,65_74,M,14.84,5.8,34.26,48.53,7.49,55.86,41.71,24.99,7.78,29.49,5.42,2.28,HLTH_EHIS_SMOK,1.1695,2025-11-10
2017,GR,DK23,35_44,X,9.22,5.37,16.88,52.28,9.01,73.97,27.57,34.59,7.09,13.3,2.92,2.312,HLTH_EHIS_DIET,2.7354,2025-10-24
2018,MT,EE980,75_PLUS,F,27.12,2.69,27.09,66.96,11.07,57.08,59.12,11.82,6.39,31.39,4.17,2.663,HLTH_EHIS_MH,2.4062,2025-05-17
2019,ES,HR4,45_54,M,23.34,2.22,18.47,45.36,7.23,60.44,37.84,43.46,4.24,12.66,5.26,1.581,HLTH_EHIS_ALCO,2.072,2024-12-13
2020,CZ,LV298,15_24,X,19.16,4.54,13.7,67.21,6.43,40.41,38.44,29.4,8.08,28.47,8.76,0.937,HLTH_EHIS_PA,3.5964,2024-05-31
2021,HU,ES88,55_64,F,28.38,12.64,22.11,41.83,7.38,62.02,41.04,21.38,7.55,23.52,4.14,2.229,HLTH_EHIS_SMOK,2.8085,2025-06-06
2022,NL,BG66,25_34,M,9.38,8.61,5.61,81.34,4.68,64.18,28.89,35.29,8.66,12.26,3.96,1.705,HLTH_EHIS_DIET,4.0304,2024-01-19
2023,SE,AT91,65_74,X,31.58,11.9,8.57,66.48,12.19,74.17,46.31,25.7,6.49,13.58,7.99,0.279,HLTH_EHIS_MH,0.6885,2024-07-09
2024,DK,CZ8,35_44,F,18.97,7.22,3.62,41.9,9.08,55.48,34.0,40.58,7.4,30.51,2.57,0.327,HLTH_EHIS_ALCO,3.2134,2024-04-01
2025,IE,PL575,75_PLUS,M,30.95,14.79,30.83,41.1,4.59,66.62,29.05,27.38,8.7,19.58,7.46,2.949,HLTH_EHIS_PA,3.6886,2024-04-18
2006,PL,CY365,45_54,X,31.61,9.62,21.54,66.09,8.23,59.65,24.33,13.93,6.84,13.59,6.31,2.267,HLTH_EHIS_SMOK,0.9942,2025-11-21
2007,AT,FR998,15_24,F,8.73,8.85,6.98,33.57,3.85,76.47,56.57,31.1,6.64,9.78,8.69,0.684,HLTH_EHIS_DIET,3.0913,2024-05-26
2008,EE,BG205,55_64,M,11.01,9.64,28.59,45.31,5.83,63.48,46.96,26.49,6.14,22.41,3.29,2.311,HLTH_EHIS_MH,2.5221,2024-10-01
2009,IT,DE40,25_34,X,23.58,11.99,23.97,33.76,6.35,40.15,21.16,38.28,7.04,11.43,2.89,1.223,HLTH_EHIS_ALCO,3.1201,2024-08-01
2010,PT,DK542,65_74,F,26.7,6.72,31.74,57.14,7.5,71.54,71.51,41.33,7.5,26.38,6.13,0.564,HLTH_EHIS_PA,4.4278,2025-11-19
2011,BE,LT6,35_44,M,30.88,7.51,33.24,32.2,8.29,67.71,62.36,35.57,5.95,11.18,3.96,1.505,HLTH_EHIS_SMOK,3.7667,2024-09-20
2012,FI,IT401,75_PLUS,X,26.48,10.56,6.86,25.43,10.59,68.31,32.46,29.03,5.66,18.29,7.94,2.452,HLTH_EHIS_DIET,2.7908,2024-07-21
2013,LV,EE318,45_54,F,9.39,5.89,6.27,25.27,5.26,52.31,29.25,46.83,5.75,12.0,5.73,2.098,HLTH_EHIS_MH,2.1343,2025-04-24
2014,RO,GR36,15_24,M,24.27,3.18,22.62,48.04,8.21,66.87,72.42,35.45,5.72,18.04,8.98,0.767,HLTH_EHIS_ALCO,3.7912,2025-05-14
2015,BG,ES966,55_64,X,13.35,1.47,22.42,54.33,8.29,57.75,64.47,15.79,4.21,28.94,1.9,1.551,HLTH_EHIS_PA,0.3151,2024-07-27
2016,FR,AT879,25_34,F,28.78,1.3,13.95,73.19,8.52,64.41,31.84,41.79,4.87,27.26,7.14,1.163,HLTH_EHIS_SMOK,1.3869,2025-01-29
2017,LT,SK9,65_74,M,27.91,9.35,27.02,40.57,5.01,73.36,67.56,44.82,6.6,21.23,8.71,2.845,HLTH_EHIS_DIET,3.627,2024-04-20
2018,SK,CZ60,35_44,X,28.99,12.52,19.31,42.9,10.59,63.41,39.53,46.36,7.68,29.63,6.56,0.598,HLTH_EHIS_MH,1.9202,2024-07-13
2019,HR,RO207,75_PLUS,F,26.94,6.48,18.89,49.27,9.39,74.41,73.87,50.16,7.2,35.66,6.5,1.277,HLTH_EHIS_ALCO,2.7471,2024-08-01
2020,DE,LT84,45_54,M,24.13,11.93,4.87,58.65,10.01,56.59,55.75,19.21,7.16,17.58,6.51,1.998,HLTH_EHIS_PA,1.6272,2024-11-05
2021,LU,CZ1,15_24,X,20.66,9.57,18.1,70.27,6.39,46.14,62.98,23.98,8.76,14.83,5.95,1.393,HLTH_EHIS_SMOK,2.9758,2024-12-05
2022,SI,LT83,55_64,F,27.38,4.38,18.7,63.68,12.53,68.7,34.31,32.25,7.72,14.56,8.63,0.521,HLTH_EHIS_DIET,1.2669,2024-01-19
2023,CY,BG6,25_34,M,15.04,13.97,22.85,69.56,7.08,47.45,51.16,25.09,4.48,16.12,3.97,2.379,HLTH_EHIS_MH,4.1183,2024-04-23
2024,GR,HR22,65_74,X,29.96,4.02,21.5,41.85,6.41,47.64,59.02,44.55,6.34,16.43,7.63,0.798,HLTH_EHIS_ALCO,2.6087,2024-06-05
2025,MT,DK138,35_44,F,14.77,10.41,22.99,38.02,9.15,65.62,54.98,32.23,5.45,25.16,2.7,1.087,HLTH_EHIS_PA,1.3195,2025-04-04
2006,ES,IT7,75_PLUS,M,30.86,9.0,36.57,46.11,8.45,69.28,56.64,40.08,7.09,19.31,4.24,2.36,HLTH_EHIS_SMOK,3.1447,2024-01-03
2007,CZ,LT4,45_54,X,27.43,12.2,12.36,41.21,7.98,68.95,33.07,29.84,4.92,9.64,4.99,0.661,HLTH_EHIS_DIET,1.3968,2025-03-20
2008,HU,RO77,15_24,F,28.27,2.64,10.64,40.81,3.87,36.11,31.78,53.94,6.82,31.98,4.45,1.056,HLTH_EHIS_MH,3.748,2024-09-15
2009,NL,CZ64,55_64,M,30.1,13.62,16.49,35.93,7.52,65.82,74.93,29.65,5.91,15.39,3.75,0.5,HLTH_EHIS_ALCO,0.9266,2025-12-27
2010,SE,BE167,25_34,X,11.61,10.27,22.55,51.42,4.56,38.96,35.61,28.85,5.98,10.35,3.8,0.252,HLTH_EHIS_PA,4.399,2025-12-31
2011,DK,RO8,65_74,F,26.35,4.51,5.64,41.79,12.65,52.27,57.35,43.93,5.79,30.6,4.22,3.143,HLTH_EHIS_SMOK,4.197,2024-01-18
2012,IE,HU99,35_44,M,19.57,10.52,21.02,24.09,5.45,50.65,55.86,49.76,8.84,23.19,7.45,1.177,HLTH_EHIS_DIET,3.84,2025-09-15
2013,PL,SE45,75_PLUS,X,22.81,2.66,26.2,64.7,5.89,38.9,50.74,31.91,7.27,23.91,3.61,0.522,HLTH_EHIS_MH,1.3325,2025-12-12
2014,AT,DE4,45_54,F,14.58,10.57,16.54,61.92,12.07,64.33,38.52,41.12,7.52,13.45,2.09,2.266,HLTH_EHIS_ALCO,0.8521,2024-08-05
2015,EE,IT808,15_24,M,16.74,3.13,7.12,56.48,8.73,59.35,50.35,54.34,4.61,21.87,8.47,0.794,HLTH_EHIS_PA,0.7068,2025-06-17
2016,IT,IE107,55_64,X,20.34,5.28,17.61,45.38,8.85,53.9,34.96,37.97,7.36,19.3,3.09,1.546,HLTH_EHIS_SMOK,0.6237,2024-03-20
2017,PT,DK29,25_34,F,19.42,12.62,15.97,64.79,7.92,78.92,45.87,32.37,5.05,9.86,7.94,1.566,HLTH_EHIS_DIET,2.9485,2025-05-02
2018,BE,SK3,65_74,M,24.96,13.75,21.05,58.97,7.75,72.2,49.94,42.22,7.61,36.01,6.0,0.602,HLTH_EHIS_MH,4.2175,2026-01-11
2019,FI,IE5,35_44,X,10.14,9.15,5.74,44.8,7.19,44.49,37.58,13.38,5.82,9.69,8.73,1.56,HLTH_EHIS_ALCO,4.1752,2024-10-15
2020,LV,DE88,75_PLUS,F,10.49,1.12,23.9,44.85,9.24,77.12,77.55,30.64,4.47,22.87,2.41,1.514,HLTH_EHIS_PA,2.7318,2025-07-27
2021,RO,EE32,45_54,M,20.84,4.42,4.79,54.54,9.6,59.53,65.61,25.86,7.27,20.57,6.2,2.276,HLTH_EHIS_SMOK,2.3625,2025-12-07
2022,BG,CY31,15_24,X,16.3,5.94,25.61,38.27,8.05,46.78,59.94,25.66,7.81,27.08,7.8,1.876,HLTH_EHIS_DIET,0.9399,2025-11-11
2023,FR,PT9,55_64,F,23.02,5.73,18.46,53.9,7.65,33.47,21.09,41.42,4.46,35.76,3.78,0.356,HLTH_EHIS_MH,1.0104,2024-10-17
2024,LT,SE4,25_34,M,25.02,12.04,4.86,66.59,9.9,74.25,67.41,40.62,4.73,14.99,9.83,1.753,HLTH_EHIS_ALCO,4.1198,2024-07-31
2025,SK,DK13,65_74,X,30.43,7.16,6.71,40.52,9.47,58.52,54.84,40.71,5.83,16.39,8.29,2.199,HLTH_EHIS_PA,4.4304,2025-10-31
2006,HR,LT174,35_44,F,15.96,2.81,28.93,55.57,7.95,44.44,29.36,25.54,5.01,11.45,2.46,1.796,HLTH_EHIS_SMOK,1.8095,2024-01-06
2007,DE,CY36,75_PLUS,M,21.3,5.17,28.04,36.79,8.24,45.91,56.7,50.89,4.53,19.12,4.77,3.082,HLTH_EHIS_DIET,0.9116,2024-11-17
2008,LU,IE457,45_54,X,18.64,9.77,20.98,44.01,4.78,47.05,55.49,14.9,5.97,26.34,4.3,2.039,HLTH_EHIS_MH,2.5816,2025-07-25
2009,SI,AT653,15_24,F,24.9,6.77,13.48,79.71,7.92,70.11,45.02,43.67,6.91,23.66,4.63,1.18,HLTH_EHIS_ALCO,3.1583,2024-12-04
2010,CY,FI91,55_64,M,17.57,14.97,8.96,38.1,12.02,58.64,33.72,45.26,5.7,24.73,6.71,1.561,HLTH_EHIS_PA,3.9624,2025-05-01
2011,GR,LU815,25_34,X,28.92,11.32,7.24,36.62,5.86,59.76,31.58,46.43,7.65,24.11,8.59,2.236,HLTH_EHIS_SMOK,3.1614,2024-01-04
2012,MT,FI152,65_74,F,19.91,9.33,5.62,71.62,6.73,77.15,45.94,17.89,5.3,18.76,3.62,2.708,HLTH_EHIS_DIET,3.7064,2024-03-12
2013,ES,BG68,35_44,M,23.7,5.01,24.33,34.75,7.73,52.03,27.64,30.97,6.52,26.35,5.28,0.254,HLTH_EHIS_MH,2.0072,2024-11-21
2014,CZ,BG14,75_PLUS,X,8.2,2.46,18.53,44.41,5.0,44.91,53.04,53.42,5.71,16.93,5.84,3.196,HLTH_EHIS_ALCO,1.2807,2024-08-30
2015,HU,RO5,45_54,F,8.7,5.85,16.06,52.65,6.95,53.97,23.5,18.44,5.65,12.6,7.63,0.907,HLTH_EHIS_PA,2.1517,2025-01-13
2016,NL,HR9,15_24,M,10.41,14.31,16.53,38.91,5.8,59.94,43.95,20.53,4.86,15.04,3.88,1.578,HLTH_EHIS_SMOK,4.701,2025-03-01
2017,SE,RO701,55_64,X,8.45,3.69,30.8,52.14,11.39,77.87,44.26,38.19,4.69,22.79,7.86,1.785,HLTH_EHIS_DIET,2.3981,2024-07-11
2018,DK,ES781,25_34,F,21.45,5.58,25.9,64.4,4.2,67.51,47.28,59.62,4.86,14.97,6.9,0.855,HLTH_EHIS_MH,1.6842,2024-04-30
2019,IE,PT49,65_74,M,29.94,8.67,24.47,23.27,12.05,61.0,37.49,38.09,7.76,13.99,4.19,2.41,HLTH_EHIS_ALCO,4.2976,2025-04-21
2020,PL,GR429,35_44,X,29.12,4.09,12.23,66.4,5.48,67.96,71.67,38.15,5.69,24.12,1.93,2.054,HLTH_EHIS_PA,2.0379,2025-03-26
2021,AT,LV82,75_PLUS,F,8.64,6.94,6.21,34.32,10.16,55.18,50.94,20.05,5.69,20.49,2.68,2.492,HLTH_EHIS_SMOK,0.6229,2025-06-05
2022,EE,PT99,45_54,M,13.23,10.99,9.1,43.4,5.32,71.19,73.01,38.27,4.95,15.32,7.16,0.737,HLTH_EHIS_DIET,0.2643,2024-01-25
2023,IT,NL72,15_24,X,11.97,10.65,20.24,72.3,7.98,47.0,35.18,49.34,6.82,23.38,4.33,1.346,HLTH_EHIS_MH,4.2037,2025-08-29
2024,PT,IE9,55_64,F,27.52,3.88,33.47,59.98,4.65,53.58,62.72,24.58,6.14,24.55,2.55,1.642,HLTH_EHIS_ALCO,3.4169,2025-09-08
2025,BE,LU675,25_34,M,28.08,6.44,23.88,40.07,10.79,38.77,50.24,24.97,6.14,17.72,4.27,2.121,HLTH_EHIS_PA,2.5112,2025-06-19
2006,FI,SE3,65_74,X,8.47,4.17,30.0,61.87,10.68,63.82,52.22,15.87,7.4,17.31,5.25,1.637,HLTH_EHIS_SMOK,2.1088,2026-01-24
2007,LV,LV19,35_44,F,27.2,3.2,29.07,26.41,10.37,49.48,57.84,13.34,5.64,26.08,3.54,1.814,HLTH_EHIS_DIET,4.0405,2025-07-23
2008,RO,SE97,75_PLUS,M,32.69,7.58,13.01,62.57,7.29,33.87,44.35,18.89,6.36,11.23,3.53,0.828,HLTH_EHIS_MH,3.1417,2025-03-16
2009,BG,DK68,45_54,X,20.19,10.82,31.72,43.95,11.17,60.77,57.9,12.71,7.82,23.89,4.66,0.807,HLTH_EHIS_ALCO,1.6132,2025-12-09
2010,FR,LU83,15_24,F,20.85,6.91,13.01,33.15,8.34,44.26,22.04,42.56,6.33,13.36,9.53,1.356,HLTH_EHIS_PA,0.862,2024-04-27
2011,LT,HU580,55_64,M,17.57,3.52,29.13,60.78,4.63,69.38,33.28,26.17,5.1,11.49,8.31,1.573,HLTH_EHIS_SMOK,3.1622,2024-07-21
2012,SK,SK723,25_34,X,16.23,12.01,17.74,57.85,7.18,34.05,36.03,22.65,6.51,16.51,9.11,1.947,HLTH_EHIS_DIET,4.4231,2025-10-24
2013,HR,LU41,65_74,F,17.36,7.25,24.39,61.45,8.93,54.53,48.58,39.08,4.9,35.56,8.49,3.208,HLTH_EHIS_MH,1.639,2025-06-27
2014,DE,HU43,35_44,M,16.95,2.0,17.87,30.9,6.51,55.65,49.14,48.08,5.75,14.59,4.09,0.957,HLTH_EHIS_ALCO,4.5754,2024-03-06
2015,LU,HR94,75_PLUS,X,14.72,1.62,18.82,52.81,7.48,36.84,31.33,19.09,7.07,11.26,2.03,0.709,HLTH_EHIS_PA,0.6964,2025-03-14
2016,SI,DK5,45_54,F,31.81,13.3,26.18,59.49,9.27,65.27,61.68,26.96,7.12,12.16,4.09,1.705,HLTH_EHIS_SMOK,1.6333,2024-04-18
2017,CY,IT2,15_24,M,28.38,4.74,28.97,34.48,9.46,65.67,74.99,52.17,7.59,21.67,4.18,0.99,HLTH_EHIS_DIET,2.6457,2025-06-20
2018,GR,ES27,55_64,X,12.28,3.84,20.56,44.59,7.73,81.79,54.37,12.4,7.35,28.29,3.11,1.891,HLTH_EHIS_MH,3.9597,2026-02-24
2019,MT,CY2,25_34,F,22.32,3.2,21.05,44.46,8.9,40.68,38.66,17.94,6.91,27.92,10.15,1.226,HLTH_EHIS_ALCO,0.4573,2025-03-04
2020,ES,MT524,65_74,M,27.97,6.99,37.47,31.88,10.1,58.98,26.78,37.89,4.98,18.86,7.48,2.143,HLTH_EHIS_PA,2.2428,2025-10-23
2021,CZ,LV13,35_44,X,9.6,10.99,23.31,63.85,7.18,37.75,61.56,38.83,6.8,13.11,4.16,2.026,HLTH_EHIS_SMOK,3.2307,2024-12-26
2022,HU,BG77,75_PLUS,F,29.71,1.17,8.89,23.04,10.02,40.95,31.42,44.29,4.52,23.05,5.99,3.041,HLTH_EHIS_DIET,0.6314,2025-07-24
2023,NL,SE205,45_54,M,10.68,5.65,28.75,27.2,10.52,36.66,25.3,52.58,6.01,10.71,2.56,1.45,HLTH_EHIS_MH,4.4706,2025-04-28
2024,SE,LU965,15_24,X,22.86,8.15,23.84,53.22,7.56,62.86,61.06,29.4,7.32,12.81,4.12,1.178,HLTH_EHIS_ALCO,2.6117,2025-08-12
2025,DK,ES39,55_64,F,31.67,7.74,31.31,58.98,12.42,47.44,22.27,13.7,6.67,24.7,7.18,1.079,HLTH_EHIS_PA,1.6758,2025-11-28
2006,IE,ES421,25_34,M,27.87,5.98,5.14,53.33,9.49,56.45,63.0,14.32,5.72,28.53,5.24,2.329,HLTH_EHIS_SMOK,0.662,2025-08-03
2007,PL,AT559,65_74,X,20.42,10.34,16.45,34.41,10.42,41.54,31.05,33.16,6.17,28.57,2.82,2.551,HLTH_EHIS_DIET,2.231,2025-03-08
2008,AT,EE519,35_44,F,13.0,8.37,19.97,50.97,5.66,35.42,40.17,52.63,8.8,30.48,7.23,1.577,HLTH_EHIS_MH,3.7044,2024-02-15
2009,EE,CZ4,75_PLUS,M,12.05,13.19,34.73,44.76,7.99,36.25,48.09,50.47,7.12,27.16,2.43,1.746,HLTH_EHIS_ALCO,4.6424,2025-01-17
2010,IT,NL67,45_54,X,28.76,11.68,15.44,32.28,7.44,37.09,52.99,24.01,5.08,8.4,7.18,1.901,HLTH_EHIS_PA,3.5939,2025-08-30
2011,PT,DE97,15_24,F,8.24,5.93,18.72,77.28,7.86,85.62,25.31,38.22,4.97,12.77,10.13,0.446,HLTH_EHIS_SMOK,1.6793,2024-05-10
2012,BE,HU34,55_64,M,19.52,15.43,11.28,37.61,9.19,44.91,30.59,30.59,6.07,24.43,6.11,0.221,HLTH_EHIS_DIET,4.053,2024-01-02
2013,FI,DK113,25_34,X,13.86,2.03,26.18,41.15,10.65,47.66,57.36,50.26,7.75,19.0,4.58,0.743,HLTH_EHIS_MH,0.7183,2025-03-02
2014,LV,LT9,65_74,F,28.06,9.06,3.98,40.83,10.04,40.6,46.98,26.96,6.62,11.56,3.06,3.188,HLTH_EHIS_ALCO,1.8581,2024-08-08
2015,RO,GR1,35_44,M,29.29,7.55,7.14,27.89,6.26,35.38,20.66,13.03,7.21,24.18,5.86,2.149,HLTH_EHIS_PA,2.4368,2025-11-23
2016,BG,HU344,75_PLUS,X,22.12,7.18,14.49,63.22,5.33,71.65,44.38,55.06,5.6,22.51,3.13,0.737,HLTH_EHIS_SMOK,3.1195,2024-01-30
2017,FR,LT3,45_54,F,23.91,10.91,20.12,28.56,10.24,74.34,27.11,34.8,6.73,28.88,3.6,0.289,HLTH_EHIS_DIET,3.8057,2024-08-20
2018,LT,SK20,15_24,M,20.05,8.62,23.38,44.57,6.38,58.67,30.66,33.02,8.17,10.6,6.34,1.65,HLTH_EHIS_MH,2.2052,2024-01-18
2019,SK,FI92,55_64,X,17.56,5.53,20.42,42.52,9.86,74.1,29.3,41.58,7.26,26.87,3.03,0.628,HLTH_EHIS_ALCO,1.3608,2025-04-06
2020,HR,PL82,25_34,F,9.36,9.47,11.7,49.06,8.9,49.46,31.24,40.36,4.6,31.44,5.94,0.401,HLTH_EHIS_PA,4.6487,2024-05-04
2021,DE,IT558,65_74,M,27.22,7.95,13.81,55.7,12.37,76.35,76.2,43.73,7.49,14.73,4.72,3.096,HLTH_EHIS_SMOK,4.3987,2026-01-01
2022,LU,PL43,35_44,X,16.65,9.81,16.81,66.64,7.23,65.25,42.08,35.32,5.16,14.58,5.09,0.338,HLTH_EHIS_DIET,1.4873,2025-10-14
2023,SI,FI90,75_PLUS,F,22.71,9.0,29.99,44.52,6.31,45.25,45.18,28.48,7.33,19.9,7.34,2.005,HLTH_EHIS_MH,2.3536,2024-12-12
2024,CY,HU50,45_54,M,12.82,7.66,21.42,48.06,7.82,59.09,45.67,35.18,5.02,17.07,7.98,0.512,HLTH_EHIS_ALCO,1.4219,2024-07-21
2025,GR,DE993,15_24,X,19.9,10.27,16.68,79.9,7.29,50.73,63.81,47.91,6.13,12.68,10.04,0.528,HLTH_EHIS_PA,2.9708,2026-01-27
2006,MT,PL15,55_64,F,20.94,5.08,5.02,55.35,9.99,77.32,43.71,34.27,7.26,27.61,4.05,0.494,HLTH_EHIS_SMOK,4.2244,2025-08-10
2007,ES,FR89,25_34,M,13.06,3.13,17.12,78.4,4.59,43.83,48.62,45.92,7.37,31.5,9.6,0.766,HLTH_EHIS_DIET,2.1582,2024-01-03
2008,CZ,CZ54,65_74,X,13.97,10.03,24.6,64.03,8.17,57.18,50.61,26.27,7.21,22.18,7.5,3.11,HLTH_EHIS_MH,1.9774,2024-11-30
2009,HU,LV2,35_44,F,11.47,2.24,19.88,56.73,4.66,36.78,58.18,15.01,5.74,26.34,2.46,1.707,HLTH_EHIS_ALCO,1.7458,2024-11-10
2010,NL,PL6,75_PLUS,M,29.42,6.66,27.09,60.11,11.11,53.34,59.29,24.58,6.25,18.75,5.2,1.98,HLTH_EHIS_PA,1.4374,2024-11-24
2011,SE,SE19,45_54,X,11.02,7.15,28.54,34.12,11.2,41.62,23.86,59.82,4.94,16.34,4.8,1.927,HLTH_EHIS_SMOK,4.3584,2024-04-12
2012,DK,CY38,15_24,F,12.28,10.24,16.15,71.4,6.61,65.82,65.21,39.83,7.89,11.6,4.99,1.279,HLTH_EHIS_DIET,4.1761,2025-02-07
2013,IE,HU677,55_64,M,16.32,8.27,35.91,29.75,8.83,73.66,51.13,50.14,5.29,12.94,5.19,1.685,HLTH_EHIS_MH,3.0169,2025-02-11
2014,PL,BE3,25_34,X,19.47,5.29,10.47,68.48,6.12,33.62,43.05,24.92,8.4,8.7,4.21,1.609,HLTH_EHIS_ALCO,0.3503,2025-10-09
2015,AT,GR901,65_74,F,18.18,4.78,19.75,68.55,9.26,53.32,35.09,45.17,4.55,19.81,4.3,0.926,HLTH_EHIS_PA,4.1075,2024-05-10
2016,EE,LU5,35_44,M,19.94,10.74,7.89,47.23,8.71,72.17,38.12,53.42,5.34,30.4,5.69,1.54,HLTH_EHIS_SMOK,4.1771,2025-04-14
2017,IT,SE2,75_PLUS,X,21.44,10.58,10.72,61.33,8.69,39.42,31.63,24.42,6.81,17.98,3.4,2.355,HLTH_EHIS_DIET,1.9234,2025-12-31
2018,PT,LT183,45_54,F,12.91,2.26,9.4,66.39,9.99,38.13,59.35,49.33,6.73,30.34,2.73,1.696,HLTH_EHIS_MH,1.2403,2024-10-29
2019,BE,LT760,15_24,M,19.05,11.25,29.51,30.8,8.71,34.31,61.14,19.0,6.71,17.42,7.93,0.495,HLTH_EHIS_ALCO,1.0441,2024-08-28
2020,FI,CZ46,55_64,X,10.56,2.14,17.35,44.74,9.43,58.66,54.74,37.86,6.17,19.86,2.24,2.135,HLTH_EHIS_PA,1.2554,2025-04-24
2021,LV,DK898,25_34,F,8.36,7.89,14.02,44.06,10.38,66.06,42.19,16.22,4.34,19.87,9.84,0.287,HLTH_EHIS_SMOK,0.9236,2025-03-03
