gov_contract_contract_award_date,gov_contract_contracting_office_code,gov_contract_nic_code_contract,gov_contract_psc_code,gov_contract_vendor_duns_hash,gov_contract_contract_vehicle_type,gov_contract_competition_type,gov_contract_contract_value_inr,gov_contract_ceiling_value_inr,gov_contract_obligated_amount_inr,gov_contract_period_of_performance_start,gov_contract_period_of_performance_end,gov_contract_small_business_set_aside,gov_contract_ncoioeconomic_category,gov_contract_subcontracting_plan_flag,gov_contract_labor_standards_clause_flag,gov_contract_buy_american_clause_flag,gov_contract_performance_based_flag,gov_contract_termination_for_default_flag,gov_contract_past_performance_score
2020-07-30,GOV2S1WD,GOVWTXCY,GOV3NO8N,GOVc1b5c6eb0324,GOVDBOE9,GOVZ6NNN,74183771,44765,476770,val_eb89_01735,val_eb89_01735,GOVeb801735,GOVYH1JN,1,1,0,1,1,16.88
2022-07-07,GOV0OA8G,GOVRSAOM,GOVZK98U,GOV5c5468c1c1ff,GOVDMHTM,GOVVGJCX,99646,50959,3455609,val_eb89_01736,val_eb89_01736,GOVeb801736,GOVWHIYN,1,0,1,1,1,60.42
2024-03-30,GOVT1GT2,GOVEZN8J,GOVD0OVW,GOV1dbffb2f6846,GOVC18LW,GOVQYRB0,12825595,487321107,5992016,val_eb89_01737,val_eb89_01737,GOVeb801737,GOV50IY8,0,0,0,1,1,84.39
2024-05-02,GOVOVVSZ,GOVK2FDX,GOVY9S4K,GOV64bd7b37c375,GOV6C042,GOV6TZYC,39353,618213,64470,val_eb89_01738,val_eb89_01738,GOVeb801738,GOVJ8599,1,0,0,1,0,40.78
2024-04-05,GOVKK47U,GOVNYQHV,GOVXF8TJ,GOV1522421a063f,GOV4O0TA,GOVB1YK2,276013,37671,497447968,val_eb89_01739,val_eb89_01739,GOVeb801739,GOV7BQ50,0,1,1,0,0,86.8
2021-07-07,GOVH7EHT,GOV93HSF,GOV2G2QN,GOV7bdc8a0d2647,GOV83NN2,GOVIDLGG,366104153,13963,1577,val_eb89_01740,val_eb89_01740,GOVeb801740,GOVVYERK,1,0,0,0,1,59.84
2025-05-16,GOVE7Y9J,GOV5J998,GOVIOCXA,GOV876bec0b2a41,GOVLV1BF,GOV3R49T,35287755,45944312,43056,val_eb89_01741,val_eb89_01741,GOVeb801741,GOVRROQD,1,0,1,0,0,6.52
2023-10-01,GOV60QOD,GOVE39H0,GOVDZGOM,GOVd3fbd9d9fb47,GOVTTB3B,GOVVDXYH,381545,578334023,591410660,val_eb89_01742,val_eb89_01742,GOVeb801742,GOV8LU28,1,0,0,0,0,5.27
2022-10-15,GOVVDVU1,GOVRCQPV,GOV3J9QY,GOV5837793143db,GOVGW93W,GOV0254R,2825058,376099,5264494,val_eb89_01743,val_eb89_01743,GOVeb801743,GOV0EK8L,1,0,0,0,0,7.31
2026-01-23,GOVGAVVS,GOVAGO9F,GOVR3PR8,GOV5d8a6a0fd842,GOVVY5NA,GOV6UPGJ,754686035,43109776,516914524,val_eb89_01744,val_eb89_01744,GOVeb801744,GOV9LO7M,1,0,1,0,0,21.29
2022-01-20,GOVIPYLZ,GOVZNGTZ,GOVIFZSW,GOV46b55d2ab108,GOV07L4J,GOV0UU2E,81019,37350,885000,val_eb89_01745,val_eb89_01745,GOVeb801745,GOVWMCYS,1,0,0,1,1,39.23
2024-01-01,GOV5CZI7,GOVQRL9X,GOVN40Y7,GOVfb7973c44a77,GOVNE2WT,GOV51XT4,247756326,312664,394803,val_eb89_01746,val_eb89_01746,GOVeb801746,GOVJ5M8W,1,1,0,1,0,39.88
2022-01-16,GOVLOYVE,GOVPQKDT,GOV0NGZQ,GOV542e30174129,GOV62YE0,GOV9018W,759662617,53712,396881,val_eb89_01747,val_eb89_01747,GOVeb801747,GOVFONDT,1,0,0,1,0,50.58
2022-10-17,GOVQSG2J,GOVA28TJ,GOVSG9AX,GOVc673b790b0ad,GOVWTLEB,GOVO288T,761418826,638191,1151925,val_eb89_01748,val_eb89_01748,GOVeb801748,GOVVK1R6,1,0,0,1,1,36.92
2022-06-06,GOV57PXM,GOVSN9LE,GOVS2GJN,GOV811af88147ec,GOVO9Y5G,GOVP3C0V,74952416,53011,66208113,val_eb89_01749,val_eb89_01749,GOVeb801749,GOV5DP2A,0,0,0,1,1,20.02
2018-09-03,GOV3D4DU,GOVUOM7R,GOVJFDS2,GOV62eeed94c5fb,GOV70BYN,GOVUS742,409278,410338604,450830482,val_eb89_01750,val_eb89_01750,GOVeb801750,GOVZATXI,1,0,0,1,1,37.04
2021-03-05,GOV1WO6L,GOVHL2KQ,GOV7T4HV,GOV42ac58e8ea22,GOVTF4YL,GOVQJK6Y,777138,826520,331428095,val_eb89_01751,val_eb89_01751,GOVeb801751,GOVH1ITS,0,0,1,0,1,47.72
2018-07-06,GOVRWU7L,GOVYL5J7,GOVITJQK,GOV02cb67a87e0d,GOV61LUI,GOVRLBZS,68614860,49346149,415134018,val_eb89_01752,val_eb89_01752,GOVeb801752,GOV4FHPS,1,0,0,1,1,44.47
2023-03-27,GOV906T7,GOVKC5IL,GOVOQC31,GOV58613eb357ad,GOVQLE9G,GOVNAA0A,55747064,718020,136430704,val_eb89_01753,val_eb89_01753,GOVeb801753,GOVRBNIC,1,1,0,0,0,59.98
2025-05-21,GOVIMP8O,GOV9QXQL,GOVANVOM,GOVab810d7f42d3,GOVFN6N4,GOV7KHJN,33656,479360,34745,val_eb89_01754,val_eb89_01754,GOVeb801754,GOV9I6NP,0,1,0,0,0,45.61
2022-06-20,GOVPH1JT,GOVRM2JV,GOVEON67,GOV884cc90b58ee,GOVVPIUE,GOVKRPXI,48809047,59451,7583370,val_eb89_01755,val_eb89_01755,GOVeb801755,GOV029UH,0,1,1,0,1,30.13
2020-06-29,GOVIDCZ8,GOVXGSI4,GOV5M3V4,GOV3e4fd253addc,GOV4SFS6,GOVPF4FW,541297868,658875669,49588328,val_eb89_01756,val_eb89_01756,GOVeb801756,GOVTG5CJ,1,0,1,0,0,5.0
2024-03-29,GOVYD71S,GOVHDZZ0,GOV75L99,GOV76321bbd0498,GOV92ZDK,GOV51QWT,48544,876945,614299,val_eb89_01757,val_eb89_01757,GOVeb801757,GOV1BVY9,0,1,1,1,0,2.88
2021-02-05,GOVKF3HE,GOVXHBQU,GOVFXJLS,GOV8a6320b1e174,GOV4J7PE,GOV94AJ8,498377,1594132,708296703,val_eb89_01758,val_eb89_01758,GOVeb801758,GOVZZFDF,1,1,0,0,1,32.92
2024-12-01,GOVHZN5N,GOVVQ1MG,GOVK90UM,GOV28a613cc53a7,GOVZHH54,GOVGS6GI,6423776,308291712,56586145,val_eb89_01759,val_eb89_01759,GOVeb801759,GOV35TN2,0,1,0,0,0,80.16
2023-07-22,GOVWUV58,GOVRNAR4,GOV1U64W,GOV35fbcf212df1,GOVZ0T8A,GOVMRSTN,552793,52721,51270018,val_eb89_01760,val_eb89_01760,GOVeb801760,GOVJ0Q4E,0,0,1,0,1,32.12
2023-11-14,GOV1J8R0,GOV0OQZR,GOV6V7JW,GOVfaac044cb35f,GOV2RBRJ,GOVI3UWH,38669101,258364,4266512,val_eb89_01761,val_eb89_01761,GOVeb801761,GOVYH9UP,0,1,1,0,1,3.72
2024-05-04,GOVA26T1,GOV0HO9U,GOVRRFVD,GOVa2832e66750c,GOVI9W7D,GOVOVO9S,381587,842333,637579,val_eb89_01762,val_eb89_01762,GOVeb801762,GOVBQMV8,0,0,1,1,1,39.65
2023-09-29,GOVD4Z4Y,GOVY2UY0,GOVE9TVX,GOV5141349c6912,GOVNS7HE,GOVST6QN,58798135,56601443,51052532,val_eb89_01763,val_eb89_01763,GOVeb801763,GOVGLV9S,0,1,1,1,0,47.86
2020-08-19,GOVWFMWV,GOV1U5SZ,GOV1SJFU,GOVddb676fc59cd,GOVSZFOF,GOVZ4OBN,725380,100392,51399346,val_eb89_01764,val_eb89_01764,GOVeb801764,GOV2VDLY,1,0,0,0,0,20.95
2025-02-05,GOVTPYV9,GOV9OOE3,GOV37DW1,GOV5848c4b104a4,GOV58T3J,GOVF0TC7,394888068,31189949,359443,val_eb89_01765,val_eb89_01765,GOVeb801765,GOV4HENT,1,1,0,0,1,29.94
2025-05-05,GOV01ACS,GOVGJEVC,GOVTV9GY,GOV2e877c619eed,GOV4KCTE,GOVPX0JL,7766868,427742,9093687,val_eb89_01766,val_eb89_01766,GOVeb801766,GOV520BL,0,0,1,1,1,67.01
2019-10-05,GOV0WVBW,GOVIHPCK,GOVBR8UA,GOV4cbade1ba90d,GOVRWN3L,GOV8IK0P,45358,221402,40033141,val_eb89_01767,val_eb89_01767,GOVeb801767,GOVXAULB,0,0,0,1,1,20.26
2021-10-01,GOVF6W9G,GOVVR7ST,GOV64KF0,GOV6592cba99eb7,GOVYROI8,GOVDV0BQ,52718,3353323,41178924,val_eb89_01768,val_eb89_01768,GOVeb801768,GOV2UMDZ,1,0,0,0,1,36.82
2020-09-30,GOVNPF5D,GOV5NS16,GOVDYLJV,GOV5daaec5fb4a8,GOVNPIAI,GOVVDLR4,5788959,292444044,763448,val_eb89_01769,val_eb89_01769,GOVeb801769,GOVB69Y0,1,0,0,0,1,70.9
2026-02-16,GOVAWQDV,GOV4LTO0,GOV15JTC,GOV580ab7f93744,GOVW8HSO,GOVFV3VG,5156654,415629,463647,val_eb89_01770,val_eb89_01770,GOVeb801770,GOVN5A1Z,1,1,0,1,1,89.39
2024-01-06,GOVLD49B,GOV2QHXN,GOVGLRPU,GOV981ced9306fe,GOVTTG88,GOVGQB8O,249007,35849,1960168,val_eb89_01771,val_eb89_01771,GOVeb801771,GOVK2YYM,1,0,1,1,1,65.65
2024-11-13,GOVZLSGW,GOV9KVN6,GOVLDPUD,GOV2cc7ac23bae3,GOV7Z6OA,GOVPGK4V,58074,76589216,5629386,val_eb89_01772,val_eb89_01772,GOVeb801772,GOV28EZR,1,1,0,1,0,81.6
2024-10-19,GOVD32DO,GOV4W2VY,GOV94PER,GOVdc0e32ff7a06,GOVMPGQ5,GOVT69KC,104431918,521643254,28968817,val_eb89_01773,val_eb89_01773,GOVeb801773,GOVEQIHU,0,1,1,0,1,30.29
2018-11-22,GOV7845G,GOVLV9X3,GOVZSAIV,GOVa5aa9860053e,GOVEM26L,GOV1IQNV,1045128,307105,9707323,val_eb89_01774,val_eb89_01774,GOVeb801774,GOVFSTUE,1,0,1,1,0,87.69
2019-08-25,GOVYDBAE,GOVMOW3L,GOVVEHT9,GOV209015d60549,GOVCVKR4,GOVHZNPB,53434,74913,48237402,val_eb89_01775,val_eb89_01775,GOVeb801775,GOVWOHJQ,1,1,1,1,1,79.4
2018-02-07,GOV7W9PY,GOVWIE2X,GOV7AZ7W,GOV0ee91e849ea4,GOV2YFWZ,GOVD26NU,60910,54909,34370569,val_eb89_01776,val_eb89_01776,GOVeb801776,GOVKXNOP,1,1,0,0,0,62.81
2024-05-08,GOV3ADT5,GOVUG5QE,GOVQO26G,GOV77a3a53f3339,GOVHB8BA,GOVSLF33,794234836,35708227,55716,val_eb89_01777,val_eb89_01777,GOVeb801777,GOVZ6Q6S,0,0,0,1,1,89.53
2025-06-22,GOVMATBT,GOVPQ3J2,GOVQT0WY,GOV2626ddf800bb,GOVDCBQM,GOV21OX4,22726892,94761171,40093,val_eb89_01778,val_eb89_01778,GOVeb801778,GOVV2ADF,1,0,1,1,1,98.72
2023-11-18,GOVGEJ4C,GOV3OSLC,GOVM1WIB,GOV2e9d50147c66,GOVP2O0I,GOV6D6OT,121750,50564,6332760,val_eb89_01779,val_eb89_01779,GOVeb801779,GOVN0V6N,1,1,0,0,0,21.1
2024-07-07,GOVSC4W1,GOV0NS1X,GOVQGEKT,GOVa0eea95f9b86,GOV0TWZG,GOVMGDTL,644102818,72030700,6206494,val_eb89_01780,val_eb89_01780,GOVeb801780,GOV872GZ,1,1,0,1,1,13.4
2023-07-18,GOVQMBST,GOV7PV9Q,GOVLMTR9,GOV0360b97f9e7a,GOVU3D9E,GOVM5NGO,510936095,380564462,308151435,val_eb89_01781,val_eb89_01781,GOVeb801781,GOVNXGPL,0,1,0,0,1,68.84
2022-09-03,GOVMDG7Z,GOVVZ8WM,GOV5ARJL,GOVe5fd5f37b6da,GOVRIX3F,GOVM4DV6,551256166,4182861,37200356,val_eb89_01782,val_eb89_01782,GOVeb801782,GOVC4Q0X,0,0,0,1,1,22.83
2020-11-14,GOV155BM,GOVEM6RQ,GOVQ6BUA,GOV7237c1f4e493,GOV1ZS89,GOVLZWFE,2802656,3405193,46066807,val_eb89_01783,val_eb89_01783,GOVeb801783,GOVYTE9A,1,0,1,1,1,22.3
2023-05-18,GOVCHSWW,GOVYFJOA,GOV4AV0T,GOV65f4930dd3bd,GOVPPZOG,GOV4ICHV,5512250,443004185,343372960,val_eb89_01784,val_eb89_01784,GOVeb801784,GOV0F8FS,0,1,0,1,1,61.82
2023-10-07,GOV6NBAE,GOVYJHSU,GOV0S8LK,GOV4c953db9371c,GOV3I332,GOVTZT13,575832842,31727,5839006,val_eb89_01785,val_eb89_01785,GOVeb801785,GOVZYV1U,0,0,0,0,0,69.37
2019-10-05,GOV6M0CP,GOVZZCPT,GOVC4ULZ,GOVc65a5350139a,GOVOPR54,GOVO4122,4227757,220463,191482678,val_eb89_01786,val_eb89_01786,GOVeb801786,GOVCL0BU,0,0,0,0,0,54.84
2025-10-31,GOV5139G,GOVYNW0B,GOV9WL7D,GOV0c91f0a8c914,GOV4Z995,GOVVF172,2831986,4428,61252,val_eb89_01787,val_eb89_01787,GOVeb801787,GOV1EU5K,1,1,1,1,1,42.35
2024-11-15,GOVNGBI3,GOVXWFEN,GOVYIZAV,GOV8719c6159aaf,GOVF82BR,GOVW0FM5,406550,813678,509563637,val_eb89_01788,val_eb89_01788,GOVeb801788,GOV1ARQC,1,1,0,0,0,69.29
2018-07-24,GOVFNKHP,GOV7ZZ71,GOVA5APD,GOVb0a91458db4f,GOVCSMWH,GOV5W16D,42820,670805416,144274504,val_eb89_01789,val_eb89_01789,GOVeb801789,GOVRYG2B,0,0,1,1,0,51.71
2023-05-14,GOV86ZO0,GOV2MPRW,GOVAJBW6,GOVa0d553565bbe,GOV84V5P,GOVMIXYN,215600497,405078597,437727675,val_eb89_01790,val_eb89_01790,GOVeb801790,GOV1WT6P,1,1,1,1,0,25.43
2021-01-30,GOV0BQEJ,GOVPZ7JJ,GOVFQFJV,GOV83e60f3bc337,GOVIV3YZ,GOVO2AY3,518214335,833586686,385544,val_eb89_01791,val_eb89_01791,GOVeb801791,GOV5ZDKA,0,1,1,0,0,6.87
2020-06-02,GOVBFAJW,GOVVJFZK,GOVTWXTZ,GOVf69e7f744064,GOV8Z8RA,GOVHQIIH,48602208,262302,80164,val_eb89_01792,val_eb89_01792,GOVeb801792,GOVZZWWN,1,0,1,1,0,60.28
2022-05-21,GOV1B1RS,GOV8VWVF,GOVW4XU5,GOVaa86791ef717,GOVABHKT,GOVYI01I,129876,52761,67962,val_eb89_01793,val_eb89_01793,GOVeb801793,GOVJ1ELD,1,1,1,0,1,41.0
2020-05-21,GOVKCXC8,GOVQGLIZ,GOVCKNAH,GOVbb94df12a020,GOVS1CRW,GOVT9ASN,64235017,230792,485040842,val_eb89_01794,val_eb89_01794,GOVeb801794,GOVJWZOZ,0,1,1,1,0,37.06
2022-09-11,GOV99QAR,GOVC2PX8,GOVG55I4,GOVb7915c83f643,GOVRULKD,GOVX7R52,630816966,49868659,5438963,val_eb89_01795,val_eb89_01795,GOVeb801795,GOVXKDCX,0,0,0,1,0,50.83
2022-06-12,GOV2DSTL,GOVYI6JU,GOVHKZ4G,GOVf7f8dfc5e661,GOVX5QUP,GOVZ7AWT,65699,637015775,711760403,val_eb89_01796,val_eb89_01796,GOVeb801796,GOVD1SS4,1,1,1,1,1,70.87
2020-11-05,GOVHPE7U,GOVEGKB3,GOVVTYI5,GOV93d46249ef1e,GOV9GX24,GOVVM3EQ,32644910,683437,740406637,val_eb89_01797,val_eb89_01797,GOVeb801797,GOV8A48D,1,0,0,1,1,45.26
2021-06-17,GOV79XHS,GOV9OGHC,GOVSWVBR,GOV33e98b2e0408,GOVRAIIM,GOV16Q1G,72248066,354845,230470,val_eb89_01798,val_eb89_01798,GOVeb801798,GOV5SQN6,0,1,0,1,0,74.8
2025-01-28,GOVM0RJJ,GOVI4F9T,GOVA167I,GOV9ebf43e5add8,GOVQZS1L,GOVZX84E,515831,18478,520090,val_eb89_01799,val_eb89_01799,GOVeb801799,GOV7ZYAQ,0,0,0,0,1,86.78
2020-12-11,GOVFIF5Z,GOV70741,GOVIAJX4,GOV845c01232557,GOVAIEI8,GOVTPDMB,57741,46941,622769,val_eb89_01800,val_eb89_01800,GOVeb801800,GOVE1KTH,1,0,0,1,1,92.06
2024-03-13,GOVW2GX5,GOVAAPW1,GOV7RN5F,GOVca3dd15712e2,GOVU7W5U,GOVAJ1YE,31045,2586110,356255,val_eb89_01801,val_eb89_01801,GOVeb801801,GOVI8CJW,1,0,0,1,1,59.91
2018-06-17,GOVSRJBC,GOVD7HYI,GOV36DFZ,GOV4e7ff8e88471,GOV16833,GOV0WW6J,5263632,48430,315792,val_eb89_01802,val_eb89_01802,GOVeb801802,GOVADUXM,1,1,1,1,1,28.13
2018-08-04,GOV9SA29,GOVSJHJV,GOVGK6IR,GOVbc859708e5ce,GOV2VY8C,GOVAZXPY,42770,295230398,578616,val_eb89_01803,val_eb89_01803,GOVeb801803,GOVVR4EE,0,1,0,1,1,89.16
2025-11-08,GOVQZQ7S,GOV9C6V6,GOVTNIHM,GOV7dc8b512eeff,GOVTK1VH,GOVTIPXW,7687,5593273,75822335,val_eb89_01804,val_eb89_01804,GOVeb801804,GOVBAYUH,0,0,1,1,0,50.17
2019-10-03,GOVGDIX2,GOV3WZBR,GOVTLK42,GOV3a717c387d84,GOVP4SVR,GOVQJSCS,587340,413400865,38105956,val_eb89_01805,val_eb89_01805,GOVeb801805,GOVJ47MZ,1,1,1,0,0,50.85
2023-05-29,GOVT7GQ4,GOV9676Y,GOVBFTZ4,GOV0f702cb71d8f,GOVP6K64,GOVCGVDG,49911550,62912,390638074,val_eb89_01806,val_eb89_01806,GOVeb801806,GOVKN3JA,1,1,1,1,0,97.11
2018-11-05,GOVTZO4I,GOV0LA0R,GOVW4MNF,GOVc3704e9a0c77,GOVBYYJ4,GOV8YHB7,746851646,31524,6626691,val_eb89_01807,val_eb89_01807,GOVeb801807,GOV68265,0,1,1,0,0,16.38
2018-10-26,GOVBFAS4,GOV0CRLQ,GOVL42OZ,GOVe7b990a3e85d,GOVBLI2X,GOV8P267,237682,222011,4153853,val_eb89_01808,val_eb89_01808,GOVeb801808,GOVFJNBZ,1,1,1,1,0,9.05
2020-10-10,GOVEZ6V9,GOVGEAW9,GOVOQ27C,GOVfb4899fab8af,GOV4ZEX3,GOVTJWDL,52926,3217115,681278531,val_eb89_01809,val_eb89_01809,GOVeb801809,GOVCANVR,0,0,1,0,0,1.63
2025-06-21,GOVOTI5Y,GOV0I4ZD,GOVLWENZ,GOV225f8b0f465e,GOVD8CHR,GOV1CA41,4030893,56967,43478,val_eb89_01810,val_eb89_01810,GOVeb801810,GOVFZ6GJ,0,1,0,0,1,44.47
2018-07-31,GOV9ROF0,GOVGU75V,GOVYLOCC,GOVd3cbfde3165b,GOVMJV0I,GOVBXVSO,3655474,89641327,5685679,val_eb89_01811,val_eb89_01811,GOVeb801811,GOV1N5CE,1,1,1,0,1,7.19
2025-02-22,GOV540X6,GOVMVZXJ,GOVJ3WI7,GOVdb65d458f86d,GOV4LH0V,GOVS1WXV,622915,4444099,78432,val_eb89_01812,val_eb89_01812,GOVeb801812,GOVX00LF,1,1,0,1,1,13.39
2022-01-19,GOVEOO8E,GOV52HCX,GOVQ6A6A,GOV94c82f2d416e,GOVO7HWV,GOVZBRH7,4626313,51856499,3131600,val_eb89_01813,val_eb89_01813,GOVeb801813,GOVHRZPB,0,1,0,1,0,16.69
2020-08-04,GOV3T72P,GOV69PLS,GOV12VIG,GOV485dd2fc0a52,GOVSBG81,GOV6ERXH,56801558,38693,58664735,val_eb89_01814,val_eb89_01814,GOVeb801814,GOVEW2N8,0,0,0,1,0,82.68
2022-03-08,GOVZA08K,GOVC65WM,GOVG4J9V,GOVe61ca6f6dab6,GOV8RQIL,GOVK1VVG,460237,5650672,69683650,val_eb89_01815,val_eb89_01815,GOVeb801815,GOV5ZZF1,0,1,0,0,0,6.99
2022-04-22,GOV1TZVL,GOVLC7FR,GOVJCYPU,GOV48baf728cd6f,GOVSAX46,GOVD1F7M,7588860,5135512,25084678,val_eb89_01816,val_eb89_01816,GOVeb801816,GOV4VH8M,1,1,0,1,0,42.22
2018-11-15,GOVXGSV7,GOVPZXKE,GOVBDMO1,GOVf8a3e6487c3f,GOVS03UB,GOVMLNIF,165777,4115893,499342669,val_eb89_01817,val_eb89_01817,GOVeb801817,GOVNN3KG,1,1,1,0,0,32.03
2020-03-31,GOVAU3UT,GOVJA6D9,GOVI15LG,GOV40e806d22abf,GOV9MKWF,GOV37MG1,568873198,277151591,20019289,val_eb89_01818,val_eb89_01818,GOVeb801818,GOVZK0ZA,1,0,0,0,1,17.74
2021-05-05,GOVNDTH3,GOV6XBMW,GOVX9JSI,GOVf1bfbae289a4,GOVF1JYA,GOV9YFRH,5262322,189744070,5964642,val_eb89_01819,val_eb89_01819,GOVeb801819,GOVKNLTC,0,0,0,1,1,88.72
2023-05-20,GOVUXF3L,GOVQI43M,GOVB0L2U,GOVab58e9fbdf79,GOVNXXS5,GOVQCTF5,40244,67437,49010422,val_eb89_01820,val_eb89_01820,GOVeb801820,GOV9J16G,1,0,0,1,1,45.92
2020-05-18,GOVLQ6IV,GOVEH8I4,GOVVT5KR,GOV1754c376b418,GOV526XC,GOVF7BSL,48087,426935115,688456,val_eb89_01821,val_eb89_01821,GOVeb801821,GOVJYQI8,1,0,1,0,0,74.95
2020-09-01,GOVXZ0R6,GOVOTPU2,GOVERG2V,GOVe70ed95bbcfa,GOVG9TFO,GOV070BK,57386336,15961,558667565,val_eb89_01822,val_eb89_01822,GOVeb801822,GOVXCTJW,1,1,0,0,1,43.23
2020-10-10,GOV8OZS8,GOVREIU3,GOVO1LU8,GOVd3c141d7d2df,GOVTD33F,GOV9CUMA,862110,564555556,534368319,val_eb89_01823,val_eb89_01823,GOVeb801823,GOVG5Q11,1,1,1,0,1,31.98
2024-07-31,GOV494BA,GOVCCWQQ,GOVR0Q0U,GOVe9b9def6c67d,GOVL3OZS,GOV6U83Q,53355363,1596571,573242,val_eb89_01824,val_eb89_01824,GOVeb801824,GOV5SXRL,1,1,1,1,1,1.29
2021-08-16,GOV6JMA2,GOVUM6RG,GOVL5HRM,GOV5efffb819141,GOV6BFMV,GOV1KF88,1783092,84237470,122850614,val_eb89_01825,val_eb89_01825,GOVeb801825,GOV2MGEP,1,0,0,0,0,63.5
2018-08-25,GOV360T9,GOVXJ99R,GOV15UII,GOV1710982be1d5,GOVNHT1H,GOV6Z36F,661427942,779468123,709881983,val_eb89_01826,val_eb89_01826,GOVeb801826,GOVV6FY3,0,1,0,1,0,52.09
2024-02-27,GOV3UZCD,GOVLNZ7N,GOV5ZRDY,GOV2e36b2fa0f4e,GOVXHZN3,GOVW9XNN,362293116,361585560,743153,val_eb89_01827,val_eb89_01827,GOVeb801827,GOV1WLTN,0,0,1,1,1,62.08
2022-05-09,GOVOBNZU,GOV5T68U,GOV6PPV6,GOV4da00a56e620,GOVM4IG4,GOVO7B2Y,59271,303807,34658751,val_eb89_01828,val_eb89_01828,GOVeb801828,GOVLDWVE,0,0,1,0,0,80.04
2019-08-04,GOVZC53K,GOV61AYQ,GOV30LPF,GOV62a552a2419f,GOVHD72V,GOV5RZW8,63025106,62395831,277836078,val_eb89_01829,val_eb89_01829,GOVeb801829,GOVKNBX9,0,0,0,0,1,5.02
2019-04-19,GOVDFNO1,GOV4OL5P,GOVUQTM8,GOVc10debc0be52,GOVRFE0F,GOVK1RVB,694774976,61984,6783715,val_eb89_01830,val_eb89_01830,GOVeb801830,GOV2ZR4A,1,0,0,0,1,53.29
2021-12-20,GOV4TIS7,GOV2JLC3,GOVCW0U2,GOVabfd67f4e5c1,GOVWVS02,GOVZF29C,4487743,353047,601428,val_eb89_01831,val_eb89_01831,GOVeb801831,GOVLJ2U9,1,1,1,0,1,24.14
2024-12-28,GOV35OQ5,GOVVCZFR,GOV19LEU,GOVe006fad3f944,GOVPSDAB,GOVJ1ZGV,56208,565641982,4556103,val_eb89_01832,val_eb89_01832,GOVeb801832,GOV74VCD,1,1,1,0,0,33.85
2025-09-12,GOVXKWEF,GOVI16T5,GOVDCJT6,GOV7a337ea25e35,GOV4O2Y2,GOVI8003,270398,5947467,47000135,val_eb89_01833,val_eb89_01833,GOVeb801833,GOVS9Q4A,1,0,1,0,1,6.18
2019-12-11,GOVOV41G,GOV47ARW,GOV7OFXJ,GOV6830e01d3034,GOVQ7ZHL,GOVZ1B7I,326153886,158752171,391264384,val_eb89_01834,val_eb89_01834,GOVeb801834,GOVAYHFB,0,1,0,0,1,69.02
2020-10-25,GOVEDH9U,GOVM0T8F,GOV9RTK6,GOV9d28e46f3002,GOVSYM3D,GOV5UH3M,60927,47277,805602,val_eb89_01835,val_eb89_01835,GOVeb801835,GOVQBXTS,0,0,0,0,1,81.32
2018-09-07,GOVHMUML,GOVY0ZRJ,GOVSJFWA,GOV804ee2d70c06,GOV4EEBH,GOVM55EF,58697867,22144954,393821774,val_eb89_01836,val_eb89_01836,GOVeb801836,GOVOVGUD,1,1,0,1,1,19.8
2021-04-22,GOVO8RD2,GOVIYLH9,GOVD3S89,GOV0d0d08d062e3,GOVUS890,GOVJZPM5,4326583,471617,127961,val_eb89_01837,val_eb89_01837,GOVeb801837,GOV24429,1,0,1,1,1,68.98
2019-03-31,GOVT37XK,GOV7RMU8,GOVT837V,GOV008fc604409b,GOVHWIW3,GOVJ6QM4,161483979,255542,64744611,val_eb89_01838,val_eb89_01838,GOVeb801838,GOVNHVXG,0,0,1,1,0,3.66
2019-01-22,GOVMXS7D,GOVX34XW,GOVY2C2A,GOVcc3ff8fd5164,GOVY4XRI,GOVT08AQ,7186491,4919365,68129,val_eb89_01839,val_eb89_01839,GOVeb801839,GOVEBMXK,0,1,0,0,0,10.55
2021-04-16,GOVYCW9J,GOVF9DFW,GOVZFGXV,GOV4574e34406e2,GOVQ1TNM,GOVOIE2A,98963787,654134690,42112555,val_eb89_01840,val_eb89_01840,GOVeb801840,GOV6VG9Y,0,0,0,1,0,73.61
2019-06-07,GOV77XN4,GOV7MQGM,GOV0VFGP,GOV57e7bbebea1b,GOVVFXVU,GOV32WFC,677420799,806884968,69166,val_eb89_01841,val_eb89_01841,GOVeb801841,GOVD2J5V,1,1,1,0,1,77.01
2025-08-05,GOVONV53,GOVDDC1C,GOV2W6FQ,GOV809a0e35eb54,GOVIMYWH,GOVD5NQP,632218,5618642,563877,val_eb89_01842,val_eb89_01842,GOVeb801842,GOVRO7QV,0,1,0,1,0,96.3
2024-06-22,GOVGKZ9I,GOV0OB4F,GOVJTY45,GOV863f8fee478c,GOV9OWBV,GOVKLJ91,472973,62590,520800,val_eb89_01843,val_eb89_01843,GOVeb801843,GOV2A5R7,1,1,1,1,0,63.04
2018-03-13,GOVN501V,GOVCE40T,GOVKG4ZT,GOVec5e410b03f9,GOVCGO6J,GOVJ3YBL,37607,707333,71127,val_eb89_01844,val_eb89_01844,GOVeb801844,GOV9SIO8,1,1,1,1,0,61.15
2022-06-28,GOVR9IVQ,GOVEJVJY,GOVJ9HY4,GOVc8185c97e9c8,GOVADZUE,GOVTV4Z7,4789715,707778773,43056,val_eb89_01845,val_eb89_01845,GOVeb801845,GOVTINK1,0,0,0,0,1,50.07
