edu_hiedpath_term_code,edu_hiedpath_institution_ipeds_id,edu_hiedpath_program_cip_code,edu_hiedpath_student_level,edu_hiedpath_entry_status,edu_hiedpath_credits_attempted,edu_hiedpath_credits_completed,edu_hiedpath_gpa_term,edu_hiedpath_retention_next_term_flag,edu_hiedpath_transfer_out_flag,edu_hiedpath_completion_award_type,edu_hiedpath_time_to_degree_months,edu_hiedpath_student_debt_at_completion,edu_hiedpath_pell_grant_recipient_flag,edu_hiedpath_first_generation_flag,edu_hiedpath_online_course_load_pct,edu_hiedpath_internship_participation_flag,edu_hiedpath_postgrad_employment_rate,edu_hiedpath_median_earnings_1yr,edu_hiedpath_median_earnings_5yr
2016SP,101730,12.6942,UNDERGRAD,REENTRY,9,7,1.99,1,0,ASSOCIATE,48,348,1,1,69.47,1,49.78,51440,73781
2020SP,101731,04.7496,CERT,FIRST_TIME,6,5,3.73,1,0,NONE,77,661,0,0,9.46,0,47.82,48569,106799
2016FA,101732,33.7839,GRAD,FIRST_TIME,8,7,3.1,1,0,CERTIFICATE,54,71196,1,0,2.04,1,84.95,72628,109080
2019WI,101733,45.2402,UNDERGRAD,FIRST_TIME,12,10,2.48,1,0,ASSOCIATE,46,64788,0,1,62.33,1,88.86,68061,85477
2018SP,101734,17.9438,GRAD,TRANSFER_IN,17,14,3.72,1,0,BACHELOR,90,21693,0,1,54.55,0,79.26,22895,48166
2025SP,101735,23.8911,CERT,CONTINUING,7,6,1.58,1,0,BACHELOR,91,82600,0,0,12.83,1,65.09,85858,143266
2018SP,101736,20.6501,UNDERGRAD,CONTINUING,8,6,3.44,1,0,BACHELOR,79,53664,1,0,51.26,1,90.68,75074,83575
2017FA,101737,25.4697,UNDERGRAD,CONTINUING,12,10,1.76,1,0,BACHELOR,80,54672,0,0,87.7,1,61.89,90594,141586
2016WI,101738,51.4859,UNDERGRAD,CONTINUING,8,7,2.81,1,0,CERTIFICATE,74,60520,1,0,56.99,0,85.29,58611,116262
2016SP,101739,45.6358,UNDERGRAD,FIRST_TIME,16,15,3.4,1,1,BACHELOR,36,35919,1,1,39.62,0,45.77,29118,61778
2023FA,101740,02.3860,UNDERGRAD,CONTINUING,15,11,1.54,1,0,ASSOCIATE,59,35050,0,0,56.05,0,84.16,70629,129575
2017WI,101741,47.5450,CERT,FIRST_TIME,7,6,3.9,0,0,BACHELOR,14,38547,0,1,47.39,1,93.87,82917,136538
2022SP,101742,23.8780,UNDERGRAD,FIRST_TIME,18,14,3.46,0,1,BACHELOR,17,66893,0,0,69.44,1,58.56,53013,115425
2015FA,101743,43.1522,UNDERGRAD,CONTINUING,9,7,2.61,1,0,BACHELOR,69,9292,1,0,25.88,1,91.01,80056,144986
2018FA,101744,44.1971,CERT,REENTRY,14,11,2.37,0,0,CERTIFICATE,29,46659,1,1,65.97,0,54.52,21683,39583
2016WI,101745,10.0923,UNDERGRAD,FIRST_TIME,6,5,2.48,1,0,CERTIFICATE,58,87650,0,0,42.81,0,71.13,63726,90191
2013FA,101746,24.9504,UNDERGRAD,TRANSFER_IN,8,6,3.5,1,0,MASTER,86,84904,1,0,63.56,0,70.16,87956,110635
2021SU,101747,52.9104,GRAD,FIRST_TIME,11,11,3.57,1,0,BACHELOR,78,62372,1,0,70.24,1,90.9,82775,105625
2025WI,101748,53.3869,GRAD,TRANSFER_IN,8,6,2.79,1,0,CERTIFICATE,36,79251,0,0,30.48,1,49.59,21046,23448
2020FA,101749,08.9294,UNDERGRAD,REENTRY,5,4,2.8,1,0,BACHELOR,26,35448,0,1,60.03,0,75.85,39807,68638
2019FA,101750,29.2856,GRAD,CONTINUING,3,3,3.55,1,1,BACHELOR,89,66,0,1,7.85,0,71.97,49877,55832
2015FA,101751,43.0049,UNDERGRAD,FIRST_TIME,9,7,2.53,1,0,NONE,21,80407,0,0,92.97,1,62.46,88803,124899
2016SP,101752,27.7887,UNDERGRAD,FIRST_TIME,3,2,3.33,1,0,BACHELOR,61,29438,1,0,90.17,0,49.84,36386,97329
2012SP,101753,06.2694,GRAD,TRANSFER_IN,16,13,3.2,1,1,BACHELOR,90,67389,1,0,2.26,1,75.12,19455,65014
2024SU,101754,01.3549,UNDERGRAD,CONTINUING,9,9,3.37,1,0,ASSOCIATE,21,45084,1,0,33.61,0,69.79,21429,56310
2019WI,101755,47.4742,UNDERGRAD,CONTINUING,8,8,3.4,1,0,NONE,34,55600,1,0,97.65,1,86.15,55845,89184
2015SU,101756,54.1831,UNDERGRAD,TRANSFER_IN,9,8,2.42,1,0,MASTER,86,55613,0,0,88.23,0,51.71,93071,130605
2013SP,101757,27.3762,UNDERGRAD,FIRST_TIME,11,8,2.4,1,0,MASTER,41,77054,1,0,10.81,0,95.19,46420,74782
2018FA,101758,15.7145,UNDERGRAD,FIRST_TIME,4,4,1.74,1,0,BACHELOR,29,77839,1,0,88.73,0,72.31,45117,70250
2013FA,101759,12.8593,GRAD,CONTINUING,9,8,4.0,1,0,BACHELOR,17,73389,1,0,7.49,0,47.62,67484,81469
2012FA,101760,16.8047,UNDERGRAD,FIRST_TIME,4,3,2.19,1,0,NONE,76,13424,1,0,5.85,1,95.35,59569,97711
2020FA,101761,08.7667,UNDERGRAD,CONTINUING,6,6,2.9,1,0,BACHELOR,40,14261,0,0,76.1,0,78.35,18216,65617
2023SP,101762,17.8122,UNDERGRAD,CONTINUING,11,10,1.58,1,0,MASTER,77,83865,1,0,74.03,0,64.44,61804,117283
2019SP,101763,18.4211,CERT,REENTRY,16,12,2.04,1,0,BACHELOR,23,43066,0,1,35.96,0,61.86,24097,76094
2016SP,101764,18.8039,UNDERGRAD,FIRST_TIME,11,9,3.85,1,0,BACHELOR,90,25977,1,0,13.66,0,53.46,22264,31473
2015SP,101765,05.9542,UNDERGRAD,CONTINUING,17,12,3.0,1,0,ASSOCIATE,35,14091,0,1,75.91,0,66.98,18754,46564
2025SU,101766,41.1346,UNDERGRAD,CONTINUING,14,13,3.15,1,0,BACHELOR,94,33211,1,1,96.73,1,80.29,79369,132468
2015FA,101767,13.2317,GRAD,FIRST_TIME,9,8,3.66,1,0,NONE,52,33005,1,0,28.09,1,63.54,90593,134717
2014SP,101768,11.6126,UNDERGRAD,FIRST_TIME,8,7,1.96,1,0,DOCTORAL,38,61114,1,0,3.29,0,72.7,43882,77580
2020SU,101769,12.5018,CERT,FIRST_TIME,4,4,2.51,1,0,CERTIFICATE,46,85303,1,0,15.08,0,70.41,31788,59405
2013SP,101770,18.6269,UNDERGRAD,CONTINUING,7,6,3.86,0,0,BACHELOR,92,23499,0,1,68.21,1,53.17,66933,101188
2022WI,101771,51.6561,UNDERGRAD,FIRST_TIME,18,18,3.76,1,1,CERTIFICATE,82,24071,0,0,29.3,0,70.42,47596,105818
2018WI,101772,20.8188,UNDERGRAD,FIRST_TIME,13,11,3.58,1,0,MASTER,21,70761,0,1,11.9,0,89.51,90647,109343
2021SU,101773,02.4968,UNDERGRAD,FIRST_TIME,13,12,3.57,1,1,CERTIFICATE,45,42715,0,0,99.48,1,88.18,43418,72438
2016SP,101774,03.5235,UNDERGRAD,REENTRY,16,12,3.45,0,0,CERTIFICATE,82,48774,0,1,30.4,0,55.92,76934,116123
2014SU,101775,22.1108,UNDERGRAD,FIRST_TIME,18,18,1.89,1,0,ASSOCIATE,9,50819,0,0,66.58,0,83.97,55671,80880
2016SU,101776,51.7909,CERT,CONTINUING,12,10,3.69,1,0,MASTER,19,43251,0,1,5.62,1,57.59,91230,155439
2021SU,101777,42.1904,GRAD,FIRST_TIME,13,11,3.04,1,0,CERTIFICATE,55,4780,1,0,49.34,1,76.83,25826,81113
2017FA,101778,35.0533,UNDERGRAD,FIRST_TIME,3,3,1.57,1,0,BACHELOR,53,14706,1,0,66.91,0,48.66,79359,139476
2025WI,101779,08.4851,UNDERGRAD,FIRST_TIME,12,9,1.62,1,0,MASTER,33,44137,0,0,83.09,1,53.36,45920,108363
2014FA,101780,31.4188,UNDERGRAD,CONTINUING,15,14,1.99,0,0,MASTER,94,62554,0,0,42.59,1,57.8,66932,125534
2019SU,101781,34.8523,UNDERGRAD,CONTINUING,16,14,2.72,1,0,BACHELOR,67,50602,1,0,76.59,1,62.88,76696,92337
2018WI,101782,54.9546,GRAD,CONTINUING,18,17,3.39,0,0,BACHELOR,93,75840,1,0,59.03,0,83.51,65511,73194
2023WI,101783,38.6769,UNDERGRAD,CONTINUING,11,8,3.23,1,0,BACHELOR,55,89244,0,1,69.29,0,82.71,32925,89326
2023SP,101784,15.2688,CERT,TRANSFER_IN,17,15,3.45,1,0,CERTIFICATE,55,62223,0,0,75.48,0,59.8,83505,96640
2013SP,101785,46.7475,UNDERGRAD,CONTINUING,14,10,3.08,1,0,MASTER,51,44505,1,0,73.56,1,94.19,94736,103790
2019WI,101786,20.0407,GRAD,FIRST_TIME,4,4,2.22,1,0,ASSOCIATE,18,49384,1,1,57.6,0,56.72,76092,123162
2019SP,101787,49.8114,UNDERGRAD,FIRST_TIME,14,13,2.38,0,0,NONE,59,39022,0,1,67.86,0,94.2,28262,36328
2018FA,101788,28.6147,GRAD,FIRST_TIME,5,4,3.22,1,0,DOCTORAL,95,85162,1,0,76.78,1,94.46,82245,103095
2020WI,101789,16.5810,GRAD,CONTINUING,11,10,2.81,0,0,ASSOCIATE,41,68276,0,0,54.02,1,89.09,50041,98783
2018SU,101790,42.5351,UNDERGRAD,FIRST_TIME,11,9,2.29,0,0,MASTER,95,25668,0,0,72.33,0,61.46,65926,90186
2021WI,101791,12.6483,GRAD,TRANSFER_IN,7,6,3.84,1,1,ASSOCIATE,67,56925,1,0,90.05,1,68.38,76426,114099
2024SP,101792,11.2416,UNDERGRAD,CONTINUING,18,15,3.96,1,1,MASTER,46,12036,1,0,77.25,1,61.85,57759,68533
2015WI,101793,25.7866,GRAD,FIRST_TIME,11,11,3.1,0,0,BACHELOR,89,78121,1,1,18.85,1,60.28,26426,30781
2013WI,101794,51.5622,UNDERGRAD,FIRST_TIME,5,4,1.92,1,0,NONE,65,61502,0,0,72.88,0,59.26,46493,92688
2021WI,101795,03.7738,UNDERGRAD,CONTINUING,16,12,3.24,1,0,MASTER,47,13750,0,1,34.21,1,53.6,29376,50458
2014SP,101796,07.9078,UNDERGRAD,CONTINUING,14,12,3.48,1,0,DOCTORAL,71,40818,0,1,54.23,1,63.37,92631,104293
2016FA,101797,09.7767,CERT,CONTINUING,17,13,3.27,1,0,BACHELOR,39,10629,0,1,89.44,0,57.37,51123,110094
2020SU,101798,50.8824,UNDERGRAD,CONTINUING,9,8,1.56,1,1,BACHELOR,86,5272,0,0,22.43,0,66.45,62041,97145
2023FA,101799,46.0071,GRAD,FIRST_TIME,17,15,3.33,0,1,MASTER,95,23338,1,1,90.8,1,95.79,71471,75591
2019SU,101800,08.5494,UNDERGRAD,CONTINUING,12,11,3.17,0,1,BACHELOR,25,17459,1,0,87.29,0,86.96,92371,100559
2019SP,101801,28.3351,UNDERGRAD,FIRST_TIME,13,10,2.75,1,0,BACHELOR,84,25864,1,0,28.85,1,81.51,94312,97827
2018FA,101802,24.6200,UNDERGRAD,CONTINUING,8,7,2.36,1,0,ASSOCIATE,6,21142,1,0,18.22,0,60.29,92567,131717
2015SU,101803,02.5735,UNDERGRAD,FIRST_TIME,3,3,2.51,1,1,ASSOCIATE,66,49615,0,0,60.69,0,72.26,48601,76932
2015WI,101804,21.1327,CERT,CONTINUING,12,9,3.49,1,0,MASTER,71,14523,0,1,0.39,1,60.51,36221,66883
2012SP,101805,47.4723,UNDERGRAD,TRANSFER_IN,3,2,1.57,1,0,BACHELOR,61,89025,1,0,85.73,1,55.84,62152,81442
2015WI,101806,38.7972,GRAD,TRANSFER_IN,17,13,3.59,0,0,MASTER,92,56819,0,0,39.89,0,93.27,26532,70382
2014FA,101807,52.6050,UNDERGRAD,FIRST_TIME,10,8,3.65,1,0,CERTIFICATE,68,24450,0,0,60.17,0,66.81,60395,90542
2025WI,101808,01.6205,GRAD,TRANSFER_IN,7,5,3.6,0,0,BACHELOR,93,50490,0,1,66.73,0,89.09,78728,140415
2015FA,101809,37.8597,UNDERGRAD,CONTINUING,4,3,1.55,1,0,MASTER,62,669,1,1,51.35,0,57.54,75141,120833
2016SU,101810,12.8651,CERT,TRANSFER_IN,12,9,3.04,0,0,CERTIFICATE,6,16189,0,1,46.26,0,51.91,20148,36606
2017FA,101811,08.6854,GRAD,TRANSFER_IN,15,12,3.26,1,0,CERTIFICATE,54,11231,0,1,41.74,0,51.87,73189,79033
2017FA,101812,09.4470,UNDERGRAD,FIRST_TIME,7,6,2.11,1,0,BACHELOR,83,8109,1,1,75.98,0,92.19,62787,127461
2018SU,101813,20.1869,UNDERGRAD,FIRST_TIME,5,4,2.13,1,1,BACHELOR,35,587,0,0,35.66,1,78.59,22236,46850
2023FA,101814,29.3882,UNDERGRAD,TRANSFER_IN,6,6,1.96,1,1,NONE,78,20279,0,0,53.25,1,45.04,68180,81753
2020WI,101815,09.9063,CERT,FIRST_TIME,17,17,3.27,0,0,NONE,71,17333,0,1,19.51,0,76.4,27329,35450
2025FA,101816,11.4577,GRAD,TRANSFER_IN,15,15,3.96,1,0,BACHELOR,84,52481,1,1,51.31,0,93.1,18562,62191
2012WI,101817,44.7235,UNDERGRAD,FIRST_TIME,5,4,3.1,0,0,MASTER,41,84327,0,0,51.01,0,78.39,43824,47094
2018SP,101818,51.4370,GRAD,CONTINUING,13,12,1.63,0,0,BACHELOR,37,55982,1,0,6.28,0,77.24,34986,83367
2020SP,101819,16.4396,UNDERGRAD,TRANSFER_IN,10,10,3.35,1,0,ASSOCIATE,56,19494,0,1,32.13,0,50.54,22738,50667
2023WI,101820,44.0273,GRAD,FIRST_TIME,12,10,2.56,1,0,BACHELOR,16,51329,0,0,56.73,0,71.72,82903,96143
2021WI,101821,27.0831,UNDERGRAD,REENTRY,8,7,2.64,1,1,DOCTORAL,27,42736,0,0,82.77,1,86.97,63093,113967
2013FA,101822,38.4443,CERT,FIRST_TIME,17,13,1.65,1,0,BACHELOR,91,32042,1,1,20.18,1,91.62,19873,77619
2021SU,101823,43.7794,UNDERGRAD,CONTINUING,14,13,3.47,1,0,ASSOCIATE,36,70538,1,0,71.33,0,84.81,63881,124351
2025FA,101824,29.5495,CERT,FIRST_TIME,5,5,2.26,1,0,MASTER,34,17984,0,1,93.28,1,59.9,71833,102922
2017SP,101825,34.3380,UNDERGRAD,TRANSFER_IN,7,6,1.64,0,0,CERTIFICATE,49,58637,1,1,7.87,0,49.32,72974,82911
2023SP,101826,05.9206,UNDERGRAD,FIRST_TIME,13,11,2.53,0,1,ASSOCIATE,68,16431,1,0,88.21,0,64.26,28030,36490
2016SU,101827,48.5649,UNDERGRAD,TRANSFER_IN,18,13,3.83,1,0,MASTER,39,83031,0,0,21.83,0,84.91,60329,118017
2020SP,101828,42.3764,UNDERGRAD,FIRST_TIME,8,7,3.05,1,0,BACHELOR,80,73173,1,0,20.6,1,52.2,31342,73668
2012FA,101829,17.2281,GRAD,FIRST_TIME,10,9,1.99,0,0,MASTER,93,39116,0,1,85.84,0,48.33,52491,94229
2025WI,101830,44.3157,UNDERGRAD,TRANSFER_IN,13,12,3.57,1,0,CERTIFICATE,54,30686,0,1,83.24,0,86.15,89320,130387
2020FA,101831,44.5159,UNDERGRAD,TRANSFER_IN,14,14,3.14,1,0,BACHELOR,47,63950,1,1,22.94,1,86.93,21767,58116
2025SU,101832,37.6086,UNDERGRAD,FIRST_TIME,11,8,1.69,0,1,MASTER,53,56694,0,0,67.07,1,77.88,71004,133240
2016WI,101833,47.8413,UNDERGRAD,TRANSFER_IN,5,4,1.5,1,1,ASSOCIATE,54,32567,1,0,47.02,1,90.88,49900,75598
2024SP,101834,39.6666,UNDERGRAD,FIRST_TIME,10,9,3.35,1,0,NONE,25,71517,0,0,98.03,0,62.48,63048,68721
2013FA,101835,09.5661,UNDERGRAD,TRANSFER_IN,11,9,2.83,1,0,DOCTORAL,69,34622,1,0,33.65,1,53.59,65667,86481
2013FA,101836,54.8943,UNDERGRAD,FIRST_TIME,17,16,1.64,0,0,BACHELOR,86,15937,1,0,51.47,0,50.54,29758,44429
2025WI,101837,17.6936,UNDERGRAD,FIRST_TIME,18,13,1.89,1,0,MASTER,24,76639,0,0,62.5,1,49.7,93983,151835
2018FA,101838,53.8079,UNDERGRAD,TRANSFER_IN,17,15,2.12,1,0,BACHELOR,91,26854,0,1,85.97,0,84.47,71934,134075
2018SU,101839,31.9144,UNDERGRAD,CONTINUING,10,10,2.33,1,1,BACHELOR,22,40727,0,0,81.88,0,69.57,46202,61396
2023WI,101840,34.8819,UNDERGRAD,TRANSFER_IN,5,5,2.52,1,0,MASTER,85,89443,0,1,3.95,0,51.19,80936,122702
2013SP,101841,41.5391,CERT,TRANSFER_IN,17,14,2.77,1,0,BACHELOR,66,73715,0,1,36.26,1,85.04,63741,67909
2015WI,101842,24.0089,CERT,TRANSFER_IN,14,12,1.71,1,0,ASSOCIATE,14,15312,0,1,80.19,0,73.3,92986,96381
2022SU,101843,03.0404,UNDERGRAD,FIRST_TIME,6,6,2.5,1,1,BACHELOR,38,84045,0,1,71.4,0,66.22,27178,68246
2019SU,101844,39.8880,UNDERGRAD,TRANSFER_IN,5,4,1.73,1,1,BACHELOR,34,36564,0,0,52.86,1,72.63,39616,46913
2021SP,101845,03.4476,UNDERGRAD,TRANSFER_IN,12,9,3.25,1,0,MASTER,71,44070,0,0,95.73,1,51.92,89859,114504
2014FA,101846,47.8372,UNDERGRAD,TRANSFER_IN,9,8,2.96,1,0,BACHELOR,7,40442,0,0,27.92,1,95.46,40813,90303
2025WI,101847,52.1714,CERT,FIRST_TIME,7,5,1.62,1,0,CERTIFICATE,60,43745,0,0,84.08,1,59.31,23616,73383
2013WI,101848,03.7570,UNDERGRAD,FIRST_TIME,15,11,3.18,0,0,BACHELOR,19,7585,1,1,20.03,0,77.38,78228,127942
2014WI,101849,27.5833,GRAD,CONTINUING,16,13,2.94,1,0,BACHELOR,7,59383,0,0,71.97,0,88.3,82482,100469
2021FA,101850,51.5956,GRAD,FIRST_TIME,13,11,3.63,1,0,CERTIFICATE,90,58165,0,1,21.54,1,92.93,79923,119928
2021SP,101851,23.2327,UNDERGRAD,CONTINUING,11,9,2.54,1,1,CERTIFICATE,16,78302,0,0,42.2,0,57.83,40415,100387
2021SP,101852,05.5590,UNDERGRAD,FIRST_TIME,6,5,1.69,0,1,MASTER,31,18251,1,0,61.41,0,81.93,39055,60736
2020SP,101853,34.0189,UNDERGRAD,FIRST_TIME,17,15,3.34,1,0,BACHELOR,90,19709,0,0,44.71,0,74.01,34178,79955
2016SP,101854,33.1821,UNDERGRAD,FIRST_TIME,11,8,2.34,1,1,ASSOCIATE,28,24377,0,0,37.91,1,64.83,55734,79711
2024FA,101855,47.7698,UNDERGRAD,FIRST_TIME,10,10,2.9,1,0,MASTER,18,56602,0,0,73.97,1,67.75,59926,77297
2018FA,101856,17.5705,UNDERGRAD,TRANSFER_IN,8,6,1.61,0,0,ASSOCIATE,35,38792,0,0,42.03,1,64.65,75208,112718
2023FA,101857,26.3376,UNDERGRAD,FIRST_TIME,15,11,3.88,1,0,MASTER,62,60107,0,1,98.94,1,53.65,87852,146686
2022SP,101858,23.0339,GRAD,REENTRY,3,3,2.45,1,1,ASSOCIATE,89,55427,0,1,10.91,0,77.34,40899,70076
2021SP,101859,25.2797,UNDERGRAD,FIRST_TIME,8,8,3.8,0,0,MASTER,60,42009,1,0,67.21,1,58.95,89338,106383
2014WI,101860,40.4378,UNDERGRAD,FIRST_TIME,14,13,2.11,1,0,DOCTORAL,31,56722,1,0,13.66,1,52.69,83168,96212
2021SP,101861,18.1534,UNDERGRAD,FIRST_TIME,17,12,1.85,0,0,MASTER,57,33779,1,0,96.59,0,56.22,26022,46881
2015WI,101862,16.5540,UNDERGRAD,TRANSFER_IN,6,6,3.6,1,0,BACHELOR,27,80576,1,1,79.81,1,57.27,93474,128334
2022SU,101863,48.3381,CERT,FIRST_TIME,17,16,2.35,1,0,ASSOCIATE,82,64104,0,0,96.5,0,91.69,45010,84454
2018WI,101864,15.5236,GRAD,TRANSFER_IN,7,6,3.86,1,0,ASSOCIATE,45,29223,1,1,79.21,1,67.93,21866,58721
2020SP,101865,09.9805,UNDERGRAD,TRANSFER_IN,12,10,3.24,0,0,BACHELOR,91,2200,1,1,66.18,0,74.02,85041,93718
2018FA,101866,20.5695,UNDERGRAD,CONTINUING,11,9,3.64,1,0,MASTER,59,26510,0,1,88.42,0,66.94,92199,110837
2018SU,101867,53.8930,GRAD,FIRST_TIME,7,6,3.42,0,0,MASTER,68,34070,1,1,74.6,0,85.55,67043,118459
2025FA,101868,12.9737,UNDERGRAD,FIRST_TIME,18,14,2.32,1,0,MASTER,31,35547,0,1,39.1,1,86.71,73262,121193
2025WI,101869,51.3785,UNDERGRAD,CONTINUING,9,8,2.31,0,1,MASTER,19,51462,1,0,94.81,0,56.8,94285,126163
2018WI,101870,54.8159,GRAD,TRANSFER_IN,7,7,2.6,1,0,BACHELOR,92,64122,1,1,88.2,1,65.63,82512,90860
2012SU,101871,21.2163,UNDERGRAD,FIRST_TIME,9,8,2.02,0,0,BACHELOR,58,70518,1,1,29.13,0,73.07,44993,106854
2017FA,101872,07.7105,UNDERGRAD,FIRST_TIME,17,13,3.61,1,1,ASSOCIATE,79,80592,0,1,89.14,0,91.38,29124,71924
2018SU,101873,29.9877,UNDERGRAD,FIRST_TIME,12,9,1.95,1,0,BACHELOR,72,82933,0,1,28.64,0,72.52,56699,114264
2025SP,101874,17.5375,UNDERGRAD,TRANSFER_IN,5,4,4.0,1,0,ASSOCIATE,93,56465,0,1,37.52,0,79.06,50709,68778
2022SP,101875,14.2781,UNDERGRAD,FIRST_TIME,14,12,2.21,1,0,ASSOCIATE,88,47518,0,1,21.89,1,91.2,45629,99962
2022WI,101876,50.3427,UNDERGRAD,CONTINUING,15,14,3.87,1,0,MASTER,15,10625,0,0,64.35,0,47.48,33529,40865
2014WI,101877,06.7433,GRAD,FIRST_TIME,9,7,1.95,1,1,BACHELOR,50,47416,0,1,70.21,1,76.6,92645,110124
2016WI,101878,01.6536,UNDERGRAD,FIRST_TIME,10,9,3.01,1,1,BACHELOR,95,5197,0,0,57.01,0,97.28,63532,65867
2025FA,101879,45.5018,UNDERGRAD,CONTINUING,6,6,1.51,1,0,NONE,58,27343,0,1,1.42,1,95.16,57713,91931
2025SU,101880,37.7921,UNDERGRAD,FIRST_TIME,18,18,3.01,0,0,CERTIFICATE,25,77215,0,1,21.62,0,93.55,49350,86192
2018WI,101881,06.0703,UNDERGRAD,TRANSFER_IN,9,8,1.86,1,0,BACHELOR,16,67635,0,0,21.97,0,53.74,57747,90261
2022FA,101882,23.4735,GRAD,FIRST_TIME,18,14,3.79,1,0,CERTIFICATE,66,38577,0,1,95.02,1,85.12,47300,100212
2019SU,101883,32.2209,CERT,CONTINUING,11,8,3.13,0,0,NONE,16,4385,0,0,33.1,1,67.38,88479,113444
2012FA,101884,08.4907,GRAD,CONTINUING,11,11,2.61,1,1,BACHELOR,43,17226,1,1,14.6,1,51.92,47559,69574
2013SP,101885,48.5603,UNDERGRAD,FIRST_TIME,16,13,1.97,1,0,BACHELOR,95,81464,1,1,57.37,1,73.73,71438,112284
2020SU,101886,02.0411,UNDERGRAD,FIRST_TIME,16,14,2.8,1,0,BACHELOR,45,82315,1,0,29.87,0,45.82,89685,125153
2014SP,101887,53.8169,GRAD,FIRST_TIME,15,15,3.37,1,0,ASSOCIATE,47,26481,0,0,37.31,0,87.31,41217,49099
2022SU,101888,39.8712,UNDERGRAD,FIRST_TIME,10,10,3.13,1,0,CERTIFICATE,53,89486,0,1,67.78,0,62.92,48960,90268
2023SP,101889,42.9021,UNDERGRAD,FIRST_TIME,8,6,2.14,1,0,BACHELOR,18,29212,1,1,37.32,0,65.64,66177,101912
2017SU,101890,35.8502,UNDERGRAD,CONTINUING,14,10,1.88,1,1,BACHELOR,22,43981,1,1,16.31,1,46.98,74676,79511
2016SU,101891,32.0246,UNDERGRAD,TRANSFER_IN,3,2,2.85,1,0,BACHELOR,31,24387,1,0,2.5,0,61.4,67081,108685
2015FA,101892,44.4748,UNDERGRAD,CONTINUING,11,9,2.09,1,0,BACHELOR,91,18411,1,1,53.29,1,57.94,41843,70579
2024FA,101893,48.1233,UNDERGRAD,TRANSFER_IN,10,8,2.03,1,0,ASSOCIATE,28,20640,0,0,94.36,0,73.56,34177,66369
2020FA,101894,45.2935,UNDERGRAD,REENTRY,3,2,3.39,1,1,MASTER,17,15555,1,1,44.12,1,60.92,19855,54639
2019WI,101895,27.7400,UNDERGRAD,CONTINUING,6,6,2.23,1,0,BACHELOR,64,4277,0,1,99.58,0,76.44,41315,70683
2023FA,101896,15.4287,GRAD,FIRST_TIME,14,11,3.6,1,0,BACHELOR,22,12844,0,1,16.52,0,59.72,56235,76044
2019SU,101897,32.3663,UNDERGRAD,TRANSFER_IN,7,5,2.81,1,0,CERTIFICATE,32,11132,0,1,95.13,0,70.44,63124,113119
2023SU,101898,10.9731,UNDERGRAD,FIRST_TIME,16,15,2.62,0,0,ASSOCIATE,30,32979,0,1,93.98,0,68.35,68215,109133
2013SU,101899,54.3016,GRAD,FIRST_TIME,17,14,3.26,0,0,BACHELOR,16,25451,1,0,11.53,0,73.69,87408,134130
2018FA,101900,50.3411,UNDERGRAD,TRANSFER_IN,16,13,2.15,1,0,BACHELOR,8,36860,0,1,52.24,0,52.52,66016,84286
2021SP,101901,20.0963,UNDERGRAD,FIRST_TIME,4,4,2.71,1,0,NONE,35,75223,1,1,12.76,0,76.51,84347,133223
2023FA,101902,38.5998,UNDERGRAD,CONTINUING,5,5,1.79,1,0,ASSOCIATE,87,30385,1,1,26.64,0,78.9,71130,103567
2024WI,101903,46.9398,UNDERGRAD,TRANSFER_IN,11,10,2.04,1,0,MASTER,54,50899,0,0,8.62,1,53.17,60026,62342
2012WI,101904,27.3552,UNDERGRAD,FIRST_TIME,6,6,2.87,0,0,NONE,73,1913,1,0,9.72,0,90.91,31311,52366
2022WI,101905,01.7500,CERT,FIRST_TIME,10,10,2.85,1,0,BACHELOR,9,38286,1,0,77.53,0,85.19,38537,83724
2016FA,101906,28.5021,UNDERGRAD,FIRST_TIME,6,6,3.87,1,0,BACHELOR,72,14750,0,0,66.97,1,88.96,83996,138868
2012SU,101907,45.8667,UNDERGRAD,TRANSFER_IN,6,6,1.72,1,0,ASSOCIATE,9,66137,0,0,37.47,0,53.36,92056,110498
2024FA,101908,40.5837,UNDERGRAD,REENTRY,11,9,2.42,0,0,ASSOCIATE,33,20525,0,1,23.35,0,76.77,81514,99255
2021FA,101909,30.1017,GRAD,FIRST_TIME,8,6,1.72,1,0,MASTER,55,46749,0,1,90.11,1,74.19,87190,144901
2016SU,101910,16.9057,UNDERGRAD,FIRST_TIME,13,11,1.54,1,1,BACHELOR,65,77645,0,0,24.17,0,52.22,47837,79373
2023SP,101911,38.5056,UNDERGRAD,TRANSFER_IN,15,13,2.42,0,1,NONE,74,17025,0,1,82.35,0,45.29,70677,86359
2013SP,101912,38.8127,UNDERGRAD,FIRST_TIME,15,11,1.95,1,0,ASSOCIATE,67,14483,0,0,38.36,1,67.59,66917,101298
2014WI,101913,07.8016,UNDERGRAD,CONTINUING,16,15,3.21,0,0,BACHELOR,29,66336,1,0,36.04,1,83.68,59670,123815
2021SU,101914,46.7558,UNDERGRAD,FIRST_TIME,11,10,2.57,1,1,ASSOCIATE,47,14752,0,0,70.64,0,83.17,81407,110628
2015WI,101915,22.6505,UNDERGRAD,CONTINUING,11,11,2.78,1,0,MASTER,96,54581,1,1,30.99,0,64.29,66072,129137
