soc_family_reference_year,soc_family_country_iso2,soc_family_region_nuts_code,soc_family_household_type_code,soc_family_children_count,soc_family_benefit_program_code,soc_family_beneficiaries_count,soc_family_mean_benefit_monthly_eur,soc_family_childcare_subsidy_flag,soc_family_parental_leave_weeks_entitled,soc_family_parental_leave_takeup_rate_pct,soc_family_birth_grant_flag,soc_family_housing_support_flag,soc_family_income_test_threshold_eur,soc_family_digital_application_rate_pct,soc_family_processing_time_days_median,soc_family_fertility_policy_index_score,soc_family_child_poverty_rate_pct,soc_family_eurostat_table_code,soc_family_data_extract_date
2024,HU,SI61,EXTENDED_FAMILY,4,HOUSING_TOPUP,10612,747.71,0,14,16.31,0,1,74663.98,17.51,86,2.038,9.51,lfso_14a,2024-10-11
2025,LV,AT1,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10174,570.53,0,0,52.93,0,1,36405.14,63.39,82,1.564,21.73,spr_fam_sum,2025-10-25
2026,MT,DK630,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11050,344.46,0,40,12.8,0,0,24887.82,50.39,87,0.888,13.02,ilc_di07,2024-07-30
2010,PT,AT834,OTHER,1,CHILDCARE_SUBSIDY,10642,679.74,1,18,59.55,0,1,46947.96,57.54,78,1.637,33.15,spr_fam_ben,2025-08-19
2011,SI,DE6,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11625,473.92,0,8,33.09,0,0,62963.7,15.15,73,1.168,25.68,ilc_lvho14,2025-04-27
2012,AT,HR32,GUARDIANSHIP,3,BIRTH_GRANT,10162,765.18,0,52,82.76,1,0,76442.02,28.38,87,0.824,11.79,lfso_14a,2025-12-22
2013,HR,SK8,EXTENDED_FAMILY,4,HOUSING_TOPUP,11278,278.55,0,26,90.11,0,1,16234.47,41.26,83,1.396,26.58,spr_fam_sum,2024-09-27
2014,DK,ES13,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11544,506.9,0,14,88.77,1,0,32294.16,75.0,74,1.098,10.18,ilc_di07,2025-11-14
2015,FR,CY2,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10441,647.09,0,0,37.08,0,0,16529.53,24.22,86,2.025,12.61,spr_fam_ben,2026-02-21
2016,HU,LV394,OTHER,1,CHILDCARE_SUBSIDY,10988,626.23,1,40,37.58,0,1,40104.15,70.06,93,2.159,16.66,ilc_lvho14,2025-04-14
2017,LV,IE168,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11303,571.3,1,18,36.31,0,0,40721.05,16.7,86,1.448,29.84,lfso_14a,2025-10-03
2018,MT,CY78,GUARDIANSHIP,3,BIRTH_GRANT,10348,479.25,0,8,59.29,1,0,48609.9,68.21,4,1.573,18.11,spr_fam_sum,2025-06-30
2019,PT,LV90,EXTENDED_FAMILY,4,HOUSING_TOPUP,10276,522.47,0,52,52.28,1,1,70408.28,33.43,22,0.943,28.44,ilc_di07,2025-09-18
2020,SI,LT56,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11585,263.32,0,26,67.95,0,0,63986.41,66.9,24,1.046,13.68,spr_fam_ben,2025-09-04
2021,AT,PL653,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10190,201.38,0,14,85.14,0,0,51389.37,82.7,15,1.736,27.71,ilc_lvho14,2024-02-03
2022,HR,MT49,OTHER,1,CHILDCARE_SUBSIDY,11052,227.58,1,0,77.09,0,0,61750.66,66.45,18,2.056,31.21,lfso_14a,2024-09-24
2023,DK,CZ25,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11570,608.13,0,40,27.83,0,1,44649.13,39.16,26,1.659,27.88,spr_fam_sum,2025-07-11
2024,FR,GR69,GUARDIANSHIP,3,BIRTH_GRANT,11046,146.79,0,18,59.25,1,0,45446.43,50.87,16,1.75,16.58,ilc_di07,2025-08-08
2025,HU,PT64,EXTENDED_FAMILY,4,HOUSING_TOPUP,10555,730.52,1,8,37.12,0,1,60627.31,35.08,24,1.063,18.68,spr_fam_ben,2024-01-20
2026,LV,FI55,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10672,729.76,0,52,33.25,0,0,51391.54,43.38,27,1.278,31.72,ilc_lvho14,2024-11-11
2010,MT,CY8,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11516,622.18,0,26,77.1,1,0,81591.82,57.9,18,1.362,21.69,lfso_14a,2025-04-19
2011,PT,IT25,OTHER,1,CHILDCARE_SUBSIDY,10535,325.82,1,14,61.14,0,0,68590.84,40.4,26,1.088,15.15,spr_fam_sum,2024-04-28
2012,SI,CY74,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11206,519.16,0,0,67.87,0,0,27994.25,65.51,32,1.36,15.0,ilc_di07,2025-04-15
2013,AT,GR490,GUARDIANSHIP,3,BIRTH_GRANT,10595,313.77,0,40,46.23,1,0,17228.85,50.15,18,1.704,12.08,spr_fam_ben,2024-01-05
2014,HR,IT5,EXTENDED_FAMILY,4,HOUSING_TOPUP,10998,333.22,1,18,22.99,0,1,52583.78,65.55,22,2.066,27.53,ilc_lvho14,2026-01-25
2015,DK,SI640,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10326,609.37,0,8,53.69,0,1,61730.15,71.62,19,1.93,24.81,lfso_14a,2024-05-11
2016,FR,CY85,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11594,340.34,0,52,31.12,0,0,39375.84,15.41,26,1.449,17.22,spr_fam_sum,2024-12-31
2017,HU,GR7,OTHER,1,CHILDCARE_SUBSIDY,11521,603.34,1,26,25.34,1,0,22810.51,45.06,23,1.021,12.81,ilc_di07,2026-02-23
2018,LV,GR76,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11565,523.11,1,14,79.61,1,1,17563.76,57.11,39,1.391,30.92,spr_fam_ben,2024-03-12
2019,MT,PT320,GUARDIANSHIP,3,BIRTH_GRANT,11364,344.84,0,0,25.26,1,0,26655.95,42.53,20,2.12,24.15,ilc_lvho14,2025-06-28
2020,PT,LV396,EXTENDED_FAMILY,4,HOUSING_TOPUP,10936,306.26,0,40,28.26,1,1,47880.41,66.63,34,2.01,21.0,lfso_14a,2024-09-21
2021,SI,ES88,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10795,614.15,0,18,50.35,0,1,72573.64,97.77,39,0.858,16.88,spr_fam_sum,2024-09-26
2022,AT,GR645,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10937,105.51,0,8,48.78,0,0,45102.83,67.11,40,1.268,21.99,ilc_di07,2024-07-05
2023,HR,MT316,OTHER,1,CHILDCARE_SUBSIDY,10336,508.61,1,52,33.08,0,0,76082.85,29.85,25,0.926,29.48,spr_fam_ben,2024-01-22
2024,DK,FI488,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10744,491.5,0,26,21.2,0,0,47179.06,82.51,38,1.026,20.44,ilc_lvho14,2024-06-02
2025,FR,IE376,GUARDIANSHIP,3,BIRTH_GRANT,10538,616.28,0,14,41.13,1,0,35621.96,59.49,43,1.391,18.07,lfso_14a,2025-12-11
2026,HU,MT65,EXTENDED_FAMILY,4,HOUSING_TOPUP,10607,157.87,0,0,74.77,0,1,62237.55,21.92,35,2.181,10.42,spr_fam_sum,2024-06-26
2010,LV,SK15,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11540,472.96,0,40,52.77,0,0,79162.74,20.07,40,2.17,21.49,ilc_di07,2024-10-17
2011,MT,FR96,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10838,687.21,0,18,20.2,0,0,19126.14,28.15,33,0.841,20.7,spr_fam_ben,2025-12-21
2012,PT,SE13,OTHER,1,CHILDCARE_SUBSIDY,11499,237.92,1,8,67.1,0,1,28083.61,27.84,48,1.007,31.23,ilc_lvho14,2024-01-12
2013,SI,FR169,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11697,689.15,0,52,46.06,0,0,32734.01,15.4,39,0.931,13.99,lfso_14a,2025-11-29
2014,AT,LU82,GUARDIANSHIP,3,BIRTH_GRANT,11537,195.92,0,26,77.81,1,0,59781.21,55.87,45,1.562,29.14,spr_fam_sum,2024-12-25
2015,HR,DE361,EXTENDED_FAMILY,4,HOUSING_TOPUP,11513,122.27,0,14,66.39,0,1,28028.89,91.06,52,1.494,22.07,ilc_di07,2025-12-05
2016,DK,DK13,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10527,260.63,1,0,13.26,1,1,18793.84,26.55,43,1.702,6.69,spr_fam_ben,2025-09-06
2017,FR,BG122,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11162,762.43,0,40,54.13,0,1,13464.93,25.79,35,1.724,20.0,ilc_lvho14,2024-04-07
2018,HU,DK781,OTHER,1,CHILDCARE_SUBSIDY,11353,261.53,1,18,78.07,0,0,68397.76,52.85,55,0.807,24.99,lfso_14a,2024-08-13
2019,LV,FI48,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10742,94.92,0,8,76.75,0,0,22470.85,50.45,54,1.378,8.73,spr_fam_sum,2026-01-31
2020,MT,PT8,GUARDIANSHIP,3,BIRTH_GRANT,11273,330.02,0,52,35.19,1,0,26665.83,85.77,39,2.12,13.44,ilc_di07,2025-05-29
2021,PT,FI678,EXTENDED_FAMILY,4,HOUSING_TOPUP,11165,111.98,1,26,61.96,0,1,51267.67,81.11,58,2.166,24.84,spr_fam_ben,2026-01-25
2022,SI,LV404,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11409,374.53,1,14,43.84,0,0,65595.53,95.81,45,0.893,27.68,ilc_lvho14,2025-10-20
2023,AT,LV710,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11220,571.38,0,0,76.94,0,0,75731.51,90.42,54,2.03,17.37,lfso_14a,2026-01-01
2024,HR,NL1,OTHER,1,CHILDCARE_SUBSIDY,10884,59.78,1,40,31.47,0,0,15396.31,77.93,60,1.549,25.17,spr_fam_sum,2025-04-03
2025,DK,FR1,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11548,738.42,1,18,49.48,1,0,35114.3,36.93,51,1.402,9.41,ilc_di07,2025-05-19
2026,FR,CY542,GUARDIANSHIP,3,BIRTH_GRANT,10674,653.14,0,8,65.28,1,0,46892.71,28.79,49,1.054,29.39,spr_fam_ben,2025-09-21
2010,HU,DE31,EXTENDED_FAMILY,4,HOUSING_TOPUP,11242,206.52,0,52,68.95,0,1,47864.08,94.66,52,1.33,32.97,ilc_lvho14,2024-03-24
2011,LV,IT1,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10758,614.95,0,26,49.28,0,0,61375.27,17.34,58,1.24,8.74,lfso_14a,2025-09-28
2012,MT,SI15,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10689,50.79,0,14,30.59,0,0,60803.84,34.64,64,1.017,10.78,spr_fam_sum,2024-12-19
2013,PT,SK67,OTHER,1,CHILDCARE_SUBSIDY,10515,651.51,1,0,14.13,0,0,28854.12,67.06,67,1.56,26.23,ilc_di07,2024-10-02
2014,SI,FI1,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11227,165.04,0,40,83.17,0,0,21022.97,17.2,54,1.431,12.19,spr_fam_ben,2024-06-21
2015,AT,MT53,GUARDIANSHIP,3,BIRTH_GRANT,10598,727.43,0,18,64.61,1,0,67437.86,56.84,56,1.418,19.93,ilc_lvho14,2025-03-07
2016,HR,NL14,EXTENDED_FAMILY,4,HOUSING_TOPUP,10440,262.63,1,8,51.32,0,1,67176.11,83.51,54,1.79,28.36,lfso_14a,2024-09-29
2017,DK,DE18,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11397,531.08,0,52,34.92,0,0,42849.76,69.6,56,1.613,21.71,spr_fam_sum,2024-05-14
2018,FR,ES34,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10381,536.49,1,26,42.58,0,0,75188.04,17.38,66,1.002,23.63,ilc_di07,2025-03-28
2019,HU,FR10,OTHER,1,CHILDCARE_SUBSIDY,10442,554.43,1,14,85.69,0,1,52891.22,63.62,54,1.844,33.94,spr_fam_ben,2026-01-29
2020,LV,IE218,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10579,757.55,0,0,12.4,0,1,21907.21,15.1,71,0.871,13.73,ilc_lvho14,2025-08-02
2021,MT,GR99,GUARDIANSHIP,3,BIRTH_GRANT,10367,468.19,0,40,42.94,1,1,23937.59,20.96,68,1.28,6.91,lfso_14a,2025-06-08
2022,PT,CY120,EXTENDED_FAMILY,4,HOUSING_TOPUP,10805,105.4,0,18,64.76,0,1,14083.33,62.8,77,1.146,11.85,spr_fam_sum,2026-02-11
2023,SI,PL948,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11171,624.17,0,8,38.02,0,0,38913.33,34.47,60,1.607,13.21,ilc_di07,2025-11-01
2024,AT,BE6,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11286,698.6,0,52,84.42,0,0,17078.19,15.77,68,2.061,27.3,spr_fam_ben,2024-10-05
2025,HR,PL8,OTHER,1,CHILDCARE_SUBSIDY,11521,79.56,1,26,27.01,0,1,79741.09,68.79,70,1.263,7.94,ilc_lvho14,2026-02-06
2026,DK,SE69,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11099,317.79,0,14,68.64,0,0,50544.52,72.22,61,1.734,13.3,lfso_14a,2025-08-31
2010,FR,PL921,GUARDIANSHIP,3,BIRTH_GRANT,11712,629.44,0,0,59.54,1,0,68383.14,29.65,69,1.11,7.54,spr_fam_sum,2025-04-30
2011,HU,SI108,EXTENDED_FAMILY,4,HOUSING_TOPUP,10370,665.57,0,40,89.42,0,1,76467.94,47.0,68,1.343,25.73,ilc_di07,2024-07-04
2012,LV,FI873,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11630,179.36,0,18,57.85,1,0,14375.78,24.73,80,1.742,13.86,spr_fam_ben,2025-05-30
2013,MT,LU81,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11741,723.81,0,8,13.17,0,0,45857.83,34.92,66,1.059,23.56,ilc_lvho14,2024-02-23
2014,PT,CZ631,OTHER,1,CHILDCARE_SUBSIDY,10911,514.29,1,52,67.88,0,0,48195.51,29.3,84,1.546,29.83,lfso_14a,2025-10-17
2015,SI,HU15,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11383,394.23,0,26,59.03,0,0,80631.21,28.49,81,1.021,33.52,spr_fam_sum,2026-01-14
2016,AT,LU23,GUARDIANSHIP,3,BIRTH_GRANT,11046,76.39,0,14,79.99,1,0,17084.04,37.16,80,2.059,17.47,ilc_di07,2025-08-03
2017,HR,DK4,EXTENDED_FAMILY,4,HOUSING_TOPUP,11842,43.52,0,0,12.21,0,1,38548.07,47.24,80,0.898,8.56,spr_fam_ben,2025-07-29
2018,DK,PL84,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11356,429.13,1,40,24.9,0,0,37236.93,41.23,76,2.152,13.78,ilc_lvho14,2024-07-11
2019,FR,BG55,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11831,160.29,0,18,78.38,0,0,22524.89,56.35,89,1.78,31.28,lfso_14a,2024-12-04
2020,HU,MT66,OTHER,1,CHILDCARE_SUBSIDY,11569,89.85,1,8,49.68,0,0,22497.81,21.02,77,0.991,15.19,spr_fam_sum,2024-05-02
2021,LV,DK351,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10388,313.9,0,52,81.52,0,0,53307.86,70.6,81,1.107,14.96,ilc_di07,2025-10-11
2022,MT,IT7,GUARDIANSHIP,3,BIRTH_GRANT,11592,595.68,0,26,44.74,1,0,80862.03,26.56,84,1.287,33.89,spr_fam_ben,2024-04-25
2023,PT,HU627,EXTENDED_FAMILY,4,HOUSING_TOPUP,11298,409.85,1,14,83.98,0,1,38957.86,36.98,85,2.125,23.32,ilc_lvho14,2024-09-09
2024,SI,HU8,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11299,249.03,0,0,63.06,0,0,35235.42,52.48,82,1.073,8.33,lfso_14a,2024-03-14
2025,AT,EE85,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10413,362.81,0,40,69.34,1,1,74730.17,24.89,6,0.864,33.42,spr_fam_sum,2024-08-29
2026,HR,FR513,OTHER,1,CHILDCARE_SUBSIDY,11637,277.0,1,18,43.36,0,0,67390.48,22.09,10,1.472,23.52,ilc_di07,2024-01-10
2010,DK,HU7,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10993,414.03,1,8,60.84,1,0,24374.88,54.4,11,1.981,19.72,spr_fam_ben,2025-06-14
2011,FR,HR866,GUARDIANSHIP,3,BIRTH_GRANT,11110,731.41,0,52,82.14,1,1,41941.95,51.0,9,1.888,26.83,ilc_lvho14,2024-11-19
2012,HU,FI68,EXTENDED_FAMILY,4,HOUSING_TOPUP,11088,440.11,0,26,66.13,1,1,76882.28,78.02,25,1.831,27.29,lfso_14a,2025-11-01
2013,LV,CY294,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11581,69.08,0,14,46.51,0,0,62936.28,49.22,13,1.028,29.14,spr_fam_sum,2025-02-03
2014,MT,BE580,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11451,530.69,0,0,81.95,0,1,64592.24,76.79,10,1.108,23.3,ilc_di07,2025-12-04
2015,PT,HU73,OTHER,1,CHILDCARE_SUBSIDY,10752,222.35,1,40,38.06,0,1,59939.07,73.06,29,1.804,19.54,spr_fam_ben,2024-07-26
2016,SI,LT344,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11502,51.98,0,18,59.88,0,0,17667.76,55.01,22,0.832,12.46,ilc_lvho14,2025-08-26
2017,AT,DE875,GUARDIANSHIP,3,BIRTH_GRANT,11693,258.28,0,8,39.98,1,0,58751.43,65.78,21,2.149,16.28,lfso_14a,2024-03-18
2018,HR,PT2,EXTENDED_FAMILY,4,HOUSING_TOPUP,11355,544.93,0,52,80.2,0,1,39899.99,88.47,25,0.907,29.79,spr_fam_sum,2025-02-26
2019,DK,SI3,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11025,371.74,0,26,24.19,1,1,48310.37,39.19,26,1.27,27.2,ilc_di07,2024-02-13
2020,FR,BG31,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11218,607.79,0,14,43.82,0,0,50078.77,27.97,22,1.761,17.4,spr_fam_ben,2025-10-28
2021,HU,RO4,OTHER,1,CHILDCARE_SUBSIDY,11728,234.25,1,0,63.91,0,0,58225.96,24.77,20,2.008,31.38,ilc_lvho14,2024-06-10
2022,LV,RO890,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11628,122.28,0,40,56.59,1,0,68823.7,17.87,18,1.834,6.18,lfso_14a,2025-08-06
2023,MT,EE6,GUARDIANSHIP,3,BIRTH_GRANT,10695,720.63,0,18,70.61,1,0,33484.91,49.51,37,1.877,26.82,spr_fam_sum,2024-09-22
2024,PT,DE39,EXTENDED_FAMILY,4,HOUSING_TOPUP,11238,166.69,0,8,84.38,0,1,24339.41,55.47,25,1.17,20.25,ilc_di07,2025-09-15
2025,SI,HR783,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11245,615.35,0,52,82.55,0,0,24801.15,24.24,37,0.908,10.65,spr_fam_ben,2025-06-06
2026,AT,BG469,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11717,219.22,1,26,21.65,0,1,31590.93,83.45,37,2.121,19.3,ilc_lvho14,2024-05-23
2010,HR,EE585,OTHER,1,CHILDCARE_SUBSIDY,11918,478.99,1,14,87.31,0,0,77131.07,36.98,35,1.272,15.27,lfso_14a,2024-11-13
2011,DK,HR3,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11561,511.0,0,0,83.54,1,0,70952.41,79.57,27,2.0,9.86,spr_fam_sum,2025-05-16
2012,FR,SK5,GUARDIANSHIP,3,BIRTH_GRANT,11138,765.3,1,40,19.86,1,0,38168.66,17.17,23,1.278,22.61,ilc_di07,2025-06-25
2013,HU,BE296,EXTENDED_FAMILY,4,HOUSING_TOPUP,11284,145.44,0,18,90.57,0,1,76129.29,23.78,37,2.174,22.43,spr_fam_ben,2024-08-09
2014,LV,ES23,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11089,290.83,0,8,89.57,0,0,52536.53,39.94,32,2.198,10.43,ilc_lvho14,2024-07-14
2015,MT,RO253,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11802,535.79,0,52,18.77,0,1,20994.64,88.78,40,0.862,24.51,lfso_14a,2024-01-04
2016,PT,PL7,OTHER,1,CHILDCARE_SUBSIDY,11650,545.08,1,26,32.5,0,0,61260.12,72.76,30,1.071,19.79,spr_fam_sum,2025-01-10
2017,SI,DK3,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11077,662.64,0,14,52.46,0,0,69031.11,83.78,37,1.772,7.48,ilc_di07,2025-01-11
2018,AT,LT27,GUARDIANSHIP,3,BIRTH_GRANT,10909,567.92,0,0,88.62,1,1,58981.78,23.39,47,1.017,33.16,spr_fam_ben,2025-06-20
2019,HR,ES51,EXTENDED_FAMILY,4,HOUSING_TOPUP,11757,331.94,0,40,66.5,0,1,32389.82,55.91,44,2.2,17.49,ilc_lvho14,2025-10-14
2020,DK,RO73,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11584,563.59,0,18,83.41,0,0,19061.99,51.01,40,2.098,25.62,lfso_14a,2024-09-23
2021,FR,LT432,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11732,387.49,0,8,83.97,1,1,78522.24,59.32,38,1.582,24.27,spr_fam_sum,2024-08-05
2022,HU,SI6,OTHER,1,CHILDCARE_SUBSIDY,11098,397.5,1,52,25.42,0,1,34762.23,42.05,37,1.758,31.52,ilc_di07,2024-09-14
2023,LV,LT81,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11463,131.73,0,26,43.88,0,1,27692.84,25.37,47,0.994,9.43,spr_fam_ben,2025-08-21
2024,MT,IT744,GUARDIANSHIP,3,BIRTH_GRANT,11170,243.23,0,14,63.87,1,1,21680.77,18.72,48,1.555,8.76,ilc_lvho14,2025-10-12
2025,PT,SI49,EXTENDED_FAMILY,4,HOUSING_TOPUP,10843,732.55,0,0,85.2,1,1,77301.57,95.04,45,1.182,19.38,lfso_14a,2025-04-26
2026,SI,DK57,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11675,674.68,0,40,81.81,1,0,30910.23,35.1,55,1.288,13.92,spr_fam_sum,2024-05-14
2010,AT,MT665,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11334,461.63,0,18,83.45,0,0,21315.25,91.79,51,1.871,17.04,ilc_di07,2025-02-27
2011,HR,IE8,OTHER,1,CHILDCARE_SUBSIDY,11152,336.39,1,8,35.56,0,0,15425.76,86.11,56,1.277,15.57,spr_fam_ben,2026-01-01
2012,DK,SK3,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11049,387.95,1,52,39.74,0,0,75364.56,22.98,51,2.09,20.29,ilc_lvho14,2025-04-07
2013,FR,BG73,GUARDIANSHIP,3,BIRTH_GRANT,11203,332.24,0,26,12.43,1,0,50295.41,16.33,59,1.683,17.52,lfso_14a,2024-06-01
2014,HU,BG35,EXTENDED_FAMILY,4,HOUSING_TOPUP,10581,322.91,0,14,72.18,0,1,54720.12,72.13,50,0.826,31.31,spr_fam_sum,2024-07-06
2015,LV,HU6,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10867,366.3,0,0,12.26,0,0,40707.54,15.42,51,0.833,20.5,ilc_di07,2024-02-03
2016,MT,PT76,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11957,194.11,1,40,68.83,0,0,68671.89,44.88,64,2.196,7.49,spr_fam_ben,2024-12-16
2017,PT,AT61,OTHER,1,CHILDCARE_SUBSIDY,10652,374.21,1,18,61.99,0,1,31768.65,79.07,52,1.053,24.41,ilc_lvho14,2025-07-28
2018,SI,EE7,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11491,536.19,0,8,33.52,0,1,42870.55,21.11,48,1.253,27.44,lfso_14a,2024-05-29
2019,AT,CZ706,GUARDIANSHIP,3,BIRTH_GRANT,11346,515.87,0,52,41.16,1,1,18342.66,58.84,66,1.761,13.38,spr_fam_sum,2025-11-29
2020,HR,HR916,EXTENDED_FAMILY,4,HOUSING_TOPUP,11776,599.22,0,26,90.21,0,1,17784.93,48.78,62,0.824,11.94,ilc_di07,2026-01-15
2021,DK,SK312,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10589,357.26,0,14,47.03,0,0,31716.32,96.16,49,1.908,16.57,spr_fam_ben,2024-01-09
2022,FR,CY438,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10729,326.23,1,0,54.33,0,0,64131.94,54.93,59,1.048,16.49,ilc_lvho14,2025-02-19
2023,HU,LV30,OTHER,1,CHILDCARE_SUBSIDY,11038,602.78,1,40,43.17,0,0,24761.27,70.76,68,1.571,13.79,lfso_14a,2025-03-20
2024,LV,LV510,FOSTER,2,PARENTAL_LEAVE_BENEFIT,12026,692.84,1,18,28.33,1,0,70527.58,67.97,67,2.154,7.56,spr_fam_sum,2024-06-26
2025,MT,CZ991,GUARDIANSHIP,3,BIRTH_GRANT,12032,43.32,1,8,42.62,1,0,65840.02,67.34,54,1.199,28.48,ilc_di07,2024-01-29
2026,PT,LU248,EXTENDED_FAMILY,4,HOUSING_TOPUP,11102,321.75,1,52,43.95,0,1,24667.46,66.15,61,1.333,31.24,spr_fam_ben,2024-08-18
2010,SI,LV3,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,12059,159.05,1,26,59.61,0,0,50469.67,88.89,75,1.374,20.8,ilc_lvho14,2025-05-11
2011,AT,SE3,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,12059,580.37,0,14,21.11,0,0,29611.31,81.89,67,0.825,17.1,lfso_14a,2024-08-19
2012,HR,EE212,OTHER,1,CHILDCARE_SUBSIDY,10629,401.92,1,0,37.73,0,0,43367.84,84.95,69,2.082,33.18,spr_fam_sum,2024-07-27
2013,DK,MT5,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11912,607.19,0,40,67.36,0,0,12891.98,88.56,71,0.817,7.18,ilc_di07,2025-09-12
2014,FR,LU98,GUARDIANSHIP,3,BIRTH_GRANT,11862,438.22,0,18,69.4,1,1,17614.58,15.59,70,1.029,9.2,spr_fam_ben,2024-01-15
2015,HU,EE608,EXTENDED_FAMILY,4,HOUSING_TOPUP,11625,757.2,0,8,78.09,0,1,63714.95,50.16,80,1.725,14.45,ilc_lvho14,2024-01-08
2016,LV,CZ820,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11776,376.65,0,52,24.41,0,0,21613.53,18.88,72,0.949,12.2,lfso_14a,2025-04-30
2017,MT,PL5,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11191,77.42,0,26,32.45,0,0,16352.08,61.03,76,2.113,14.36,spr_fam_sum,2025-08-13
2018,PT,CZ327,OTHER,1,CHILDCARE_SUBSIDY,11323,486.01,1,14,85.22,0,0,75863.34,67.84,79,1.832,8.69,ilc_di07,2025-03-07
2019,SI,SK79,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11667,335.61,1,0,46.02,1,0,51649.89,30.47,81,0.91,17.16,spr_fam_ben,2024-08-28
2020,AT,SI17,GUARDIANSHIP,3,BIRTH_GRANT,11608,333.93,1,40,14.07,1,1,49567.83,82.74,72,1.231,9.57,ilc_lvho14,2025-05-19
