house_homeless_reference_year,house_homeless_country_iso2,house_homeless_region_nuts_code,house_homeless_measurement_method_code,house_homeless_total_count,house_homeless_sheltered_count,house_homeless_unsheltered_count,house_homeless_temporary_accommodation_count,house_homeless_youth_share_pct,house_homeless_women_share_pct,house_homeless_migrant_share_pct,house_homeless_duration_long_term_share_pct,house_homeless_health_needs_share_pct,house_homeless_housing_first_programme_flag,house_homeless_support_service_capacity,house_homeless_evictions_count,house_homeless_rent_arrears_share_pct,house_homeless_data_source,house_homeless_revision_round,house_homeless_data_extract_date
2017,BE,FI81,ADMIN_REGISTER,81617,42228,40616,25603,26.8,34.9,48.83,58.59,29.18,1,67040,8683,3.25,SURVEY_ESTIMATE,BENCHMARK,2024-06-26
2018,FI,BG950,SURVEY_ESTIMATE,26032,21689,2472,13526,24.63,33.89,15.5,47.16,25.84,1,10643,11861,10.35,FEANTSA_REPORTING,FLASH,2024-03-27
2019,LV,MT485,SERVICE_USE_ADMIN,11901,7792,3213,6447,25.13,25.11,52.62,49.99,48.8,0,9718,16375,18.8,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-01-04
2020,RO,PT697,MODELLED_ESTIMATE,12394,6191,5544,1764,20.78,30.05,57.14,18.5,22.39,1,8828,9827,1.77,CITY_HOMELESSNESS_CENSUS,SECOND,2026-02-21
2021,BG,IT5,POINT_IN_TIME,103430,48440,36938,55511,21.75,35.3,25.43,23.07,6.08,1,60706,10442,0.98,SURVEY_ESTIMATE,BENCHMARK,2025-10-12
2022,FR,DE77,ADMIN_REGISTER,33869,19701,9376,17680,9.84,21.07,33.94,31.18,44.26,1,35862,13774,8.57,FEANTSA_REPORTING,FLASH,2024-11-07
2023,LT,LU709,SURVEY_ESTIMATE,75591,47670,21131,11702,26.7,20.08,28.44,12.58,46.3,0,39226,19134,10.01,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-05-05
2024,SK,LV9,SERVICE_USE_ADMIN,75903,37003,28846,26862,11.44,29.78,33.88,16.12,6.12,1,80541,1263,13.69,CITY_HOMELESSNESS_CENSUS,SECOND,2024-01-02
2025,HR,CZ23,MODELLED_ESTIMATE,64591,48967,12450,28441,5.88,33.41,28.62,46.81,20.2,0,52911,2730,3.43,SURVEY_ESTIMATE,BENCHMARK,2026-01-19
2006,DE,IT950,POINT_IN_TIME,15228,9473,5697,2480,5.49,25.7,13.89,24.8,18.58,0,7938,3064,19.81,FEANTSA_REPORTING,FLASH,2025-07-30
2007,LU,HU100,ADMIN_REGISTER,4059,3075,626,734,13.07,38.05,50.63,15.37,13.85,1,1903,8197,19.44,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-07-14
2008,SI,CY555,SURVEY_ESTIMATE,14992,7851,6562,3184,24.81,23.04,39.61,47.56,7.71,1,6616,5741,12.31,CITY_HOMELESSNESS_CENSUS,SECOND,2025-03-29
2009,CY,EE1,SERVICE_USE_ADMIN,38686,24934,8271,3989,16.25,37.61,23.16,27.21,12.95,0,15329,1520,20.27,SURVEY_ESTIMATE,BENCHMARK,2024-07-18
2010,GR,LT285,MODELLED_ESTIMATE,14753,9535,4322,5723,15.46,39.05,37.46,17.67,50.58,0,7716,11741,11.15,FEANTSA_REPORTING,FLASH,2025-11-13
2011,MT,FR89,POINT_IN_TIME,29782,23546,4612,3683,15.79,21.93,34.6,22.06,44.18,0,18202,10056,18.18,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-12-03
2012,ES,FI837,ADMIN_REGISTER,24995,18165,5029,6644,10.08,22.4,40.62,45.52,16.09,1,14713,12516,4.83,CITY_HOMELESSNESS_CENSUS,SECOND,2024-09-15
2013,CZ,EE163,SURVEY_ESTIMATE,21567,16915,2939,2791,15.14,31.8,29.72,40.16,25.89,0,22603,11114,11.1,SURVEY_ESTIMATE,BENCHMARK,2024-11-25
2014,HU,BG52,SERVICE_USE_ADMIN,63320,54156,8115,15188,27.47,15.87,32.62,33.27,35.09,1,37417,11476,5.79,FEANTSA_REPORTING,FLASH,2025-02-28
2015,NL,IT27,MODELLED_ESTIMATE,48379,33996,11699,26029,8.33,29.46,38.34,18.86,21.89,0,17203,6113,17.16,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-12-16
2016,SE,EE692,POINT_IN_TIME,42299,25876,10917,13491,17.97,17.9,44.66,15.74,25.22,0,21597,1607,4.55,CITY_HOMELESSNESS_CENSUS,SECOND,2024-06-06
2017,DK,RO59,ADMIN_REGISTER,93949,82552,9960,46634,15.77,32.9,9.29,49.83,37.46,1,38304,13941,15.88,SURVEY_ESTIMATE,BENCHMARK,2025-05-24
2018,IE,LU99,SURVEY_ESTIMATE,45166,25665,14774,24575,13.0,18.32,53.5,18.73,8.18,0,26076,11968,5.97,FEANTSA_REPORTING,FLASH,2025-12-09
2019,PL,CZ3,SERVICE_USE_ADMIN,62015,49248,12515,12112,12.1,13.36,20.05,23.06,47.35,1,66671,4776,4.57,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-08-21
2020,AT,AT97,MODELLED_ESTIMATE,56051,48349,4876,17928,6.88,28.73,18.75,36.38,42.79,0,59905,8046,20.05,CITY_HOMELESSNESS_CENSUS,SECOND,2025-05-05
2021,EE,FI64,POINT_IN_TIME,52292,35454,15349,22979,5.6,43.56,52.05,45.18,21.09,1,59962,3978,17.59,SURVEY_ESTIMATE,BENCHMARK,2024-03-05
2022,IT,ES934,ADMIN_REGISTER,77621,53644,18402,17046,25.14,33.39,23.08,57.37,27.11,0,61400,15823,21.24,FEANTSA_REPORTING,FLASH,2024-11-17
2023,PT,IE252,SURVEY_ESTIMATE,45001,28398,15306,5612,19.48,20.08,9.94,40.66,40.03,0,51698,8776,5.45,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-10-13
2024,BE,SI96,SERVICE_USE_ADMIN,42277,28526,11617,11229,24.73,43.13,44.99,22.02,48.29,0,44991,9906,20.99,CITY_HOMELESSNESS_CENSUS,SECOND,2025-06-27
2025,FI,ES73,MODELLED_ESTIMATE,57664,27785,24288,9131,21.54,23.41,44.76,32.56,50.13,1,32258,9192,9.17,SURVEY_ESTIMATE,BENCHMARK,2024-04-21
2006,LV,RO77,POINT_IN_TIME,23622,20160,2997,10662,20.57,44.72,22.67,38.26,34.71,0,22932,829,21.58,FEANTSA_REPORTING,FLASH,2026-01-26
2007,RO,GR4,ADMIN_REGISTER,6574,3706,2372,3257,24.25,28.35,51.6,22.79,45.94,0,3251,12382,13.82,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-12-08
2008,BG,SE43,SURVEY_ESTIMATE,32347,26928,5315,11786,27.49,47.03,21.01,36.47,12.85,1,24582,17534,19.32,CITY_HOMELESSNESS_CENSUS,SECOND,2024-10-23
2009,FR,EE96,SERVICE_USE_ADMIN,48140,23203,20260,24755,13.6,33.57,16.52,10.27,8.67,1,18264,4805,10.51,SURVEY_ESTIMATE,BENCHMARK,2025-07-12
2010,LT,CY783,MODELLED_ESTIMATE,51379,40658,11177,23345,20.97,22.44,57.81,41.6,34.44,0,36338,7379,3.7,FEANTSA_REPORTING,FLASH,2025-11-01
2011,SK,HR76,POINT_IN_TIME,39345,21840,11327,5782,20.67,41.84,35.02,33.48,28.72,1,33853,15075,2.21,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-12-25
2012,HR,LU595,ADMIN_REGISTER,63031,41650,15616,12457,25.17,29.39,44.02,60.42,41.17,0,67107,2271,1.95,CITY_HOMELESSNESS_CENSUS,SECOND,2024-04-15
2013,DE,RO9,SURVEY_ESTIMATE,32758,25483,4977,8272,26.0,28.13,40.43,42.6,16.34,1,25031,6479,18.79,SURVEY_ESTIMATE,BENCHMARK,2025-02-13
2014,LU,LT13,SERVICE_USE_ADMIN,2215,1534,705,989,21.72,25.85,57.8,34.69,19.87,0,1124,16246,19.53,FEANTSA_REPORTING,FLASH,2025-08-18
2015,SI,RO486,MODELLED_ESTIMATE,27637,19319,8401,3826,19.75,26.27,41.85,35.15,28.79,1,25131,18377,19.95,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-11-21
2016,CY,PL168,POINT_IN_TIME,19607,10142,5539,6785,23.1,40.1,43.18,33.05,22.55,0,21866,1983,19.18,CITY_HOMELESSNESS_CENSUS,SECOND,2025-03-31
2017,GR,FR794,ADMIN_REGISTER,16690,14199,1429,2142,27.69,44.81,24.03,21.6,37.42,0,8808,12846,1.48,SURVEY_ESTIMATE,BENCHMARK,2024-12-12
2018,MT,SE66,SURVEY_ESTIMATE,17850,9948,5550,2187,8.06,46.41,26.44,61.26,11.4,1,13034,10491,8.12,FEANTSA_REPORTING,FLASH,2025-07-18
2019,ES,DK642,SERVICE_USE_ADMIN,1605,768,849,694,12.7,43.11,32.17,51.4,30.51,1,1660,15112,15.23,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-04-27
2020,CZ,RO534,MODELLED_ESTIMATE,77178,62366,12706,40773,18.08,12.96,25.5,47.69,28.08,1,70767,187,4.07,CITY_HOMELESSNESS_CENSUS,SECOND,2024-04-30
2021,HU,BG32,POINT_IN_TIME,10980,6476,3867,3027,16.06,33.42,27.34,56.28,24.7,0,7057,2987,21.44,SURVEY_ESTIMATE,BENCHMARK,2024-04-18
2022,NL,CY31,ADMIN_REGISTER,42105,30788,6369,4579,17.43,47.52,16.34,52.16,35.72,1,38469,14700,13.59,FEANTSA_REPORTING,FLASH,2024-04-05
2023,SE,GR778,SURVEY_ESTIMATE,47476,37228,10142,23255,14.59,32.04,33.18,28.15,50.61,0,21691,9823,18.14,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-07-14
2024,DK,LU468,SERVICE_USE_ADMIN,77579,65007,8445,14373,20.21,30.56,41.97,17.06,49.46,1,68237,12978,10.97,CITY_HOMELESSNESS_CENSUS,SECOND,2026-01-13
2025,IE,DK727,MODELLED_ESTIMATE,41870,29793,9110,18411,7.19,36.2,18.07,24.29,23.67,0,20171,17130,12.91,SURVEY_ESTIMATE,BENCHMARK,2025-05-12
2006,PL,CZ453,POINT_IN_TIME,16597,12027,4523,3931,9.23,16.96,14.35,36.55,18.71,1,10642,576,7.94,FEANTSA_REPORTING,FLASH,2025-10-23
2007,AT,PT76,ADMIN_REGISTER,3841,2710,824,548,10.83,20.44,31.81,38.74,35.57,0,3552,2521,0.9,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-12-28
2008,EE,DK936,SURVEY_ESTIMATE,18790,13235,3824,7781,12.91,14.3,39.65,12.78,10.98,0,17181,3246,3.16,CITY_HOMELESSNESS_CENSUS,SECOND,2025-07-13
2009,IT,CY653,SERVICE_USE_ADMIN,11131,7709,2940,2098,13.42,35.4,28.75,53.36,51.46,1,8720,1152,6.67,SURVEY_ESTIMATE,BENCHMARK,2025-10-13
2010,PT,BG93,MODELLED_ESTIMATE,10425,6841,2046,5317,10.65,22.48,10.36,27.74,13.18,1,6962,2772,3.2,FEANTSA_REPORTING,FLASH,2024-05-25
2011,BE,PT22,POINT_IN_TIME,51688,42653,6771,19215,6.53,32.74,26.77,51.86,15.74,1,23308,11075,12.26,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-10-06
2012,FI,ES916,ADMIN_REGISTER,81542,45443,32638,16401,20.84,46.81,45.74,13.08,37.74,0,86124,7645,4.16,CITY_HOMELESSNESS_CENSUS,SECOND,2025-01-06
2013,LV,DE330,SURVEY_ESTIMATE,8245,5296,2741,1231,8.15,46.91,19.15,57.52,7.35,0,9217,7931,9.01,SURVEY_ESTIMATE,BENCHMARK,2025-11-25
2014,RO,LU762,SERVICE_USE_ADMIN,36760,20042,12481,14666,19.79,16.63,52.11,61.59,29.11,0,31406,18433,13.23,FEANTSA_REPORTING,FLASH,2025-01-25
2015,BG,BE281,MODELLED_ESTIMATE,59713,44868,9454,29994,5.43,19.42,45.81,51.27,25.01,0,41800,12991,11.99,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-02-10
2016,FR,FI898,POINT_IN_TIME,32823,22700,6553,7226,22.77,16.19,13.58,28.21,50.39,0,37336,11152,8.68,CITY_HOMELESSNESS_CENSUS,SECOND,2024-01-26
2017,LT,LV377,ADMIN_REGISTER,21529,17195,3888,2808,17.89,18.4,16.89,12.07,51.26,0,20107,5187,15.98,SURVEY_ESTIMATE,BENCHMARK,2025-07-06
2018,SK,NL849,SURVEY_ESTIMATE,61154,50486,9043,9217,15.85,35.2,35.05,52.08,22.74,1,38885,10949,6.04,FEANTSA_REPORTING,FLASH,2025-10-03
2019,HR,AT47,SERVICE_USE_ADMIN,3802,3265,326,1649,22.08,14.14,20.2,55.64,47.57,1,1786,2821,10.18,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-02-06
2020,DE,CY19,MODELLED_ESTIMATE,54160,34064,11104,18789,22.62,38.05,18.39,38.08,48.48,1,32814,13885,17.86,CITY_HOMELESSNESS_CENSUS,SECOND,2025-12-17
2021,LU,AT3,POINT_IN_TIME,8505,5555,2980,852,25.51,42.5,11.3,14.56,44.5,1,3368,17627,4.12,SURVEY_ESTIMATE,BENCHMARK,2024-10-16
2022,SI,AT5,ADMIN_REGISTER,71040,55825,9199,11787,13.79,12.89,37.29,35.22,21.01,1,47331,10353,19.38,FEANTSA_REPORTING,FLASH,2024-08-30
2023,CY,ES121,SURVEY_ESTIMATE,37918,19260,13357,18569,14.42,14.4,11.46,60.77,43.41,0,40253,8082,12.7,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-12-06
2024,GR,GR5,SERVICE_USE_ADMIN,21087,14694,4373,8172,14.92,39.97,23.36,24.87,14.73,0,23649,360,1.96,CITY_HOMELESSNESS_CENSUS,SECOND,2026-01-12
2025,MT,BE505,MODELLED_ESTIMATE,9644,6227,2649,5222,9.35,28.29,22.0,14.78,30.05,0,4842,6624,10.33,SURVEY_ESTIMATE,BENCHMARK,2024-12-12
2006,ES,CY531,POINT_IN_TIME,7660,4159,2061,3082,26.29,18.35,37.98,17.04,10.03,1,4501,21893,17.92,FEANTSA_REPORTING,FLASH,2024-09-27
2007,CZ,IT454,ADMIN_REGISTER,32603,15580,12035,8940,27.75,23.81,52.02,13.26,37.56,0,28468,12824,13.39,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-12-19
2008,HU,FR8,SURVEY_ESTIMATE,52349,31998,18025,24401,16.84,16.48,15.33,21.17,28.52,0,30310,14323,17.21,CITY_HOMELESSNESS_CENSUS,SECOND,2025-09-12
2009,NL,NL6,SERVICE_USE_ADMIN,69480,41545,27405,37449,6.9,23.89,20.47,17.39,50.03,1,33998,3842,13.73,SURVEY_ESTIMATE,BENCHMARK,2024-01-16
2010,SE,RO893,MODELLED_ESTIMATE,48719,26545,12317,6555,17.36,16.89,54.48,13.74,18.65,1,27468,6666,16.09,FEANTSA_REPORTING,FLASH,2025-01-26
2011,DK,AT149,POINT_IN_TIME,48682,29959,17312,19947,24.87,22.05,18.95,44.73,11.81,1,19700,798,4.99,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-10-05
2012,IE,PL4,ADMIN_REGISTER,46916,22713,14712,22560,13.85,26.15,55.52,49.79,43.46,0,35532,6172,7.15,CITY_HOMELESSNESS_CENSUS,SECOND,2024-05-10
2013,PL,RO40,SURVEY_ESTIMATE,24531,17308,4506,9149,16.06,25.1,57.73,50.92,16.99,1,22578,11287,8.4,SURVEY_ESTIMATE,BENCHMARK,2025-04-13
2014,AT,SI163,SERVICE_USE_ADMIN,13255,10045,3312,5392,24.05,47.22,45.01,44.14,39.95,1,15025,6735,1.43,FEANTSA_REPORTING,FLASH,2024-06-26
2015,EE,AT463,MODELLED_ESTIMATE,51620,38864,9012,14891,5.02,44.73,48.8,59.72,20.61,0,27375,1307,21.8,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-10-27
2016,IT,DK531,POINT_IN_TIME,66346,40849,24155,9776,7.45,41.26,38.5,22.37,50.52,0,58586,18138,17.02,CITY_HOMELESSNESS_CENSUS,SECOND,2025-08-15
2017,PT,LU955,ADMIN_REGISTER,51196,31238,15582,8963,20.32,36.1,14.78,15.64,7.1,1,55059,437,4.46,SURVEY_ESTIMATE,BENCHMARK,2024-03-11
2018,BE,HU2,SURVEY_ESTIMATE,59899,35817,17946,8635,25.26,39.41,47.16,38.75,13.68,1,23188,6610,17.68,FEANTSA_REPORTING,FLASH,2025-04-12
2019,FI,RO30,SERVICE_USE_ADMIN,60624,34942,23497,16399,8.32,17.95,24.42,38.11,32.12,0,65325,21289,11.75,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-05-22
2020,LV,RO2,MODELLED_ESTIMATE,82521,39045,30857,35781,17.34,19.26,57.17,19.54,49.6,1,32570,17204,8.99,CITY_HOMELESSNESS_CENSUS,SECOND,2024-08-04
2021,RO,NL33,POINT_IN_TIME,66620,54616,11600,24713,5.95,13.04,45.51,39.25,29.83,0,42746,7300,16.28,SURVEY_ESTIMATE,BENCHMARK,2025-10-30
2022,BG,LU1,ADMIN_REGISTER,16436,9716,6961,2439,14.94,22.92,52.45,54.79,48.78,1,14526,1662,1.02,FEANTSA_REPORTING,FLASH,2024-06-24
2023,FR,HR32,SURVEY_ESTIMATE,30826,24499,4422,7091,18.05,46.65,36.02,27.68,18.23,1,12102,15897,18.04,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-08-27
2024,LT,IT76,SERVICE_USE_ADMIN,45166,29885,12369,24072,15.44,32.19,50.44,39.03,40.07,0,28316,1596,4.27,CITY_HOMELESSNESS_CENSUS,SECOND,2025-08-05
2025,SK,PT671,MODELLED_ESTIMATE,50059,25441,17400,19418,12.83,13.9,56.72,19.95,43.29,1,55615,15649,3.68,SURVEY_ESTIMATE,BENCHMARK,2024-11-09
2006,HR,AT58,POINT_IN_TIME,63385,36050,24975,12405,24.16,38.35,36.99,29.69,13.71,0,68433,6531,6.77,FEANTSA_REPORTING,FLASH,2025-02-03
2007,DE,GR254,ADMIN_REGISTER,4067,2579,1529,910,11.45,16.67,28.11,36.06,20.94,0,3324,269,2.23,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-02-11
2008,LU,DE819,SURVEY_ESTIMATE,30796,24427,6057,4707,8.31,17.49,22.9,57.07,27.34,1,32129,22641,14.47,CITY_HOMELESSNESS_CENSUS,SECOND,2026-01-27
2009,SI,DK51,SERVICE_USE_ADMIN,26388,22550,3769,4813,10.27,37.83,40.76,45.82,27.19,1,26377,15693,15.5,SURVEY_ESTIMATE,BENCHMARK,2024-07-14
2010,CY,LU59,MODELLED_ESTIMATE,32027,16070,15209,9834,15.83,45.87,39.58,20.09,36.34,0,33189,21357,17.96,FEANTSA_REPORTING,FLASH,2024-12-01
2011,GR,MT232,POINT_IN_TIME,82242,65155,10808,31664,20.3,17.96,37.03,20.37,13.99,1,66571,4931,12.82,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-09-28
2012,MT,ES2,ADMIN_REGISTER,18915,13587,4461,4614,13.93,17.56,43.06,39.38,16.17,0,15444,12760,3.16,CITY_HOMELESSNESS_CENSUS,SECOND,2025-02-19
2013,ES,LV66,SURVEY_ESTIMATE,47176,22694,15404,17849,19.06,14.67,57.58,35.69,41.51,0,44359,8187,21.43,SURVEY_ESTIMATE,BENCHMARK,2024-10-13
2014,CZ,PT17,SERVICE_USE_ADMIN,85259,62173,23986,32708,6.88,40.38,24.48,54.09,31.83,1,92919,7766,14.17,FEANTSA_REPORTING,FLASH,2024-01-15
2015,HU,EE601,MODELLED_ESTIMATE,37376,22808,12336,11149,8.98,17.39,19.59,36.66,6.98,0,25003,15695,9.52,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-04-28
2016,NL,AT83,POINT_IN_TIME,5173,2400,2407,1454,18.93,30.94,52.58,41.16,41.97,0,3139,6864,9.05,CITY_HOMELESSNESS_CENSUS,SECOND,2026-01-20
2017,SE,SE3,ADMIN_REGISTER,18919,15759,3005,5439,8.56,35.06,14.6,55.13,40.97,0,13124,10715,9.04,SURVEY_ESTIMATE,BENCHMARK,2025-11-22
2018,DK,FI207,SURVEY_ESTIMATE,49926,30840,18268,22850,20.25,30.77,39.64,42.0,36.94,1,38339,13441,6.3,FEANTSA_REPORTING,FLASH,2024-06-29
2019,IE,LT5,SERVICE_USE_ADMIN,42017,27922,10001,11522,14.3,12.56,24.72,52.36,36.53,1,21337,13692,13.58,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-02-02
2020,PL,CZ4,MODELLED_ESTIMATE,16620,8070,8300,7822,27.52,47.92,28.85,58.7,49.13,1,18181,5598,6.98,CITY_HOMELESSNESS_CENSUS,SECOND,2024-10-31
2021,AT,MT109,POINT_IN_TIME,37727,27758,9374,16006,13.35,31.68,41.81,41.14,30.75,0,13729,1170,9.72,SURVEY_ESTIMATE,BENCHMARK,2025-08-07
2022,EE,SK9,ADMIN_REGISTER,56604,49165,5807,27660,19.7,17.07,49.61,47.66,17.97,1,26145,4759,11.47,FEANTSA_REPORTING,FLASH,2025-05-05
2023,IT,SE90,SURVEY_ESTIMATE,78479,61615,10878,40672,7.96,37.91,32.67,33.9,29.6,0,45623,17572,3.5,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-02-19
2024,PT,SI88,SERVICE_USE_ADMIN,23717,18603,2849,7230,17.68,35.57,40.61,37.79,41.22,1,15228,20749,2.62,CITY_HOMELESSNESS_CENSUS,SECOND,2024-08-22
2025,BE,GR828,MODELLED_ESTIMATE,45854,28595,13941,13827,14.71,15.58,27.53,51.96,16.47,1,47407,1671,9.15,SURVEY_ESTIMATE,BENCHMARK,2026-02-20
2006,FI,CY5,POINT_IN_TIME,52461,39415,8160,9573,16.62,39.59,55.18,55.0,21.72,1,24129,3991,2.26,FEANTSA_REPORTING,FLASH,2025-07-13
2007,LV,SK4,ADMIN_REGISTER,66977,48339,16982,8649,7.84,36.75,32.93,25.21,29.99,0,68593,3523,5.45,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-11-03
2008,RO,IE89,SURVEY_ESTIMATE,18015,11057,6740,9562,21.3,12.04,32.98,48.77,37.37,1,12323,9912,2.97,CITY_HOMELESSNESS_CENSUS,SECOND,2024-09-16
2009,BG,NL970,SERVICE_USE_ADMIN,47813,35959,12165,18200,19.0,16.14,35.99,59.95,14.66,1,18536,2133,4.53,SURVEY_ESTIMATE,BENCHMARK,2024-02-11
2010,FR,SK45,MODELLED_ESTIMATE,36938,17233,15521,19222,27.61,17.56,38.72,15.25,10.57,1,15354,9281,18.76,FEANTSA_REPORTING,FLASH,2025-04-20
2011,LT,NL8,POINT_IN_TIME,53193,38330,8641,15990,9.15,25.92,20.06,27.42,39.42,0,26813,10534,19.82,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-01-03
2012,SK,FR22,ADMIN_REGISTER,67594,47179,12770,7979,7.61,45.25,16.14,55.35,11.45,1,33186,2277,8.41,CITY_HOMELESSNESS_CENSUS,SECOND,2025-04-03
2013,HR,BG3,SURVEY_ESTIMATE,68927,36559,33229,12010,7.44,13.01,38.19,19.25,17.64,0,48769,14314,19.18,SURVEY_ESTIMATE,BENCHMARK,2026-02-03
2014,DE,BG96,SERVICE_USE_ADMIN,6733,4448,2031,2194,15.49,28.92,27.59,46.46,36.48,1,4703,8890,9.38,FEANTSA_REPORTING,FLASH,2024-06-07
2015,LU,HU465,MODELLED_ESTIMATE,857,543,298,292,13.1,42.13,51.81,15.09,18.22,1,420,8166,17.63,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-10-23
2016,SI,HR29,POINT_IN_TIME,25824,22658,1933,3865,17.09,43.27,33.54,28.3,47.34,1,28377,1249,14.55,CITY_HOMELESSNESS_CENSUS,SECOND,2026-01-20
2017,CY,BE7,ADMIN_REGISTER,17670,14687,1832,2507,22.33,24.22,25.28,18.66,33.6,0,9232,7648,5.78,SURVEY_ESTIMATE,BENCHMARK,2025-01-13
2018,GR,BE87,SURVEY_ESTIMATE,16200,13528,2303,8127,16.68,29.51,48.08,41.96,9.3,0,12999,2980,6.11,FEANTSA_REPORTING,FLASH,2024-12-08
2019,MT,HR81,SERVICE_USE_ADMIN,63943,39602,14616,17637,20.82,20.76,10.67,43.38,29.32,0,39723,13609,11.42,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-12-19
2020,ES,AT816,MODELLED_ESTIMATE,63859,40226,17703,27347,13.64,43.78,23.01,18.09,26.32,0,58773,14094,9.75,CITY_HOMELESSNESS_CENSUS,SECOND,2024-12-19
2021,CZ,MT937,POINT_IN_TIME,36417,29655,3873,19490,16.12,23.43,54.07,12.43,45.47,0,29720,12210,9.42,SURVEY_ESTIMATE,BENCHMARK,2026-01-28
2022,HU,AT431,ADMIN_REGISTER,5905,3888,1192,1321,18.17,21.97,40.82,58.52,47.09,0,4259,16483,13.54,FEANTSA_REPORTING,FLASH,2025-07-25
2023,NL,GR848,SURVEY_ESTIMATE,32735,21743,7543,6392,16.68,34.26,50.39,27.57,36.61,0,17708,8280,15.95,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-11-22
2024,SE,SK69,SERVICE_USE_ADMIN,76667,38373,21534,29436,24.8,29.52,25.81,27.75,49.58,0,60085,14511,20.76,CITY_HOMELESSNESS_CENSUS,SECOND,2024-10-17
2025,DK,HU326,MODELLED_ESTIMATE,17211,10141,6898,1815,27.42,35.61,36.39,36.0,20.09,0,17940,9010,5.25,SURVEY_ESTIMATE,BENCHMARK,2024-04-16
2006,IE,SE619,POINT_IN_TIME,42980,33134,7626,7547,26.21,25.94,53.41,19.1,14.82,0,26356,15227,19.31,FEANTSA_REPORTING,FLASH,2024-10-19
2007,PL,HR8,ADMIN_REGISTER,70307,56121,8073,15521,15.51,27.29,22.46,17.33,24.17,0,55576,22969,18.66,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-07-10
2008,AT,PL42,SURVEY_ESTIMATE,9223,5867,3510,1148,20.39,22.01,27.28,43.69,16.87,1,10360,7570,20.79,CITY_HOMELESSNESS_CENSUS,SECOND,2024-05-24
2009,EE,BG365,SERVICE_USE_ADMIN,38608,19366,14482,12423,17.03,36.12,38.41,24.27,28.86,0,38242,10579,4.92,SURVEY_ESTIMATE,BENCHMARK,2026-01-05
2010,IT,CZ5,MODELLED_ESTIMATE,50072,29613,16691,20698,14.46,40.05,18.53,56.11,22.31,0,17905,4149,5.58,FEANTSA_REPORTING,FLASH,2025-06-18
2011,PT,LV533,POINT_IN_TIME,44821,31065,12658,22367,6.1,13.07,42.84,58.4,15.83,1,42207,7831,18.18,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-07-02
2012,BE,IT885,ADMIN_REGISTER,71943,41738,18359,36884,23.19,33.84,16.66,22.28,37.24,0,67888,1792,1.26,CITY_HOMELESSNESS_CENSUS,SECOND,2025-09-19
2013,FI,PT359,SURVEY_ESTIMATE,68106,33249,28241,9676,19.0,37.26,25.05,19.59,18.27,0,69748,5580,4.72,SURVEY_ESTIMATE,BENCHMARK,2025-01-27
2014,LV,HR19,SERVICE_USE_ADMIN,84958,58084,20688,39809,12.14,37.57,57.62,47.87,48.13,0,80376,8104,13.36,FEANTSA_REPORTING,FLASH,2024-01-28
2015,RO,CZ1,MODELLED_ESTIMATE,22336,11293,9289,5209,19.43,38.09,50.21,47.36,43.87,1,8171,4303,1.34,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-12-17
