demo_migflow_move_year,demo_migflow_origin_geoid,demo_migflow_destination_geoid,demo_migflow_move_type_code,demo_migflow_age_at_move,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_housing_tenure_before_move,demo_migflow_housing_tenure_after_move,demo_migflow_distance_miles_estimate,demo_migflow_commute_change_minutes,demo_migflow_income_bracket_before_move,demo_migflow_income_bracket_after_move,demo_migflow_education_level,demo_migflow_citizenship_status,demo_migflow_foreign_born_indicator,demo_migflow_interstate_flow_count,demo_migflow_intrastate_flow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2025,24117,09117,INTERSTATE,43,4,JOB,OTHER,OWN,1413.7,72,100_150K,150K_PLUS,SOME_COLLEGE,NONCITIZEN,0,89,114,2.0689,W2
2023,24118,09118,INTERNATIONAL_OUT,67,2,JOB,RENT,OWN,416.8,-15,LT25K,50_75K,HS,CITIZEN,0,79,141,2.7214,W3
2018,24119,09119,INTRASTATE,13,4,FAMILY,OTHER,RENT,1091.9,17,25_50K,100_150K,HS,NONCITIZEN,1,87,115,2.5466,W3
2016,24120,09120,INTERSTATE,35,3,RETIREMENT,OTHER,OTHER,2575.2,10,50_75K,75_100K,BACH,NONCITIZEN,0,78,118,3.0707,W1
2018,24121,09121,INTERNATIONAL_IN,50,7,JOB,OTHER,OWN,3058.6,-2,25_50K,100_150K,LT_HS,NONCITIZEN,0,72,111,0.3546,W1
2018,24122,09122,INTERSTATE,5,6,OTHER,OWN,OTHER,3147.5,-10,25_50K,75_100K,ASSOC,NATURALIZED,1,93,115,2.1965,W2
2021,24123,09123,INTRASTATE,16,5,SCHOOL,OTHER,OWN,2045.3,-45,150K_PLUS,25_50K,HS,CITIZEN,1,82,137,0.8237,W1
2018,24124,09124,INTERSTATE,81,7,HEALTH,OTHER,OTHER,1531.0,-10,150K_PLUS,25_50K,ASSOC,CITIZEN,1,73,137,3.4094,W1
2017,24125,09125,INTERNATIONAL_IN,71,7,JOB,OWN,OWN,519.0,67,LT25K,LT25K,GRAD,NONCITIZEN,0,84,110,1.5501,W4
2024,24126,09126,INTERSTATE,50,2,HOUSING_COST,OTHER,RENT,328.5,109,100_150K,100_150K,LT_HS,CITIZEN,0,91,117,2.2587,W1
2021,24127,09127,INTERNATIONAL_IN,51,4,HEALTH,RENT,RENT,1659.4,-50,75_100K,LT25K,BACH,NONCITIZEN,1,80,131,1.3602,W5
2020,24128,09128,INTERSTATE,11,6,FAMILY,OWN,OTHER,2329.0,7,75_100K,150K_PLUS,ASSOC,NONCITIZEN,0,90,122,0.9266,W3
2018,24129,09129,INTERNATIONAL_IN,80,4,MILITARY,OTHER,OWN,1036.9,60,75_100K,LT25K,GRAD,NONCITIZEN,0,101,137,2.47,W1
2022,24130,09130,INTERNATIONAL_IN,0,5,RETIREMENT,OWN,OWN,2159.1,119,100_150K,75_100K,BACH,NONCITIZEN,0,92,109,3.2996,W2
2022,24131,09131,INTERNATIONAL_IN,10,3,MILITARY,OTHER,OTHER,1826.8,77,150K_PLUS,75_100K,ASSOC,NATURALIZED,1,98,130,0.3963,W4
2019,24132,09132,INTERNATIONAL_OUT,15,2,HOUSING_COST,OTHER,OWN,3010.4,11,100_150K,LT25K,LT_HS,NONCITIZEN,0,88,122,2.9233,W4
2025,24133,09133,INTERNATIONAL_IN,8,4,SCHOOL,OWN,RENT,671.0,103,100_150K,150K_PLUS,HS,CITIZEN,0,77,106,1.3273,W3
2017,24134,09134,INTRASTATE,7,7,MILITARY,RENT,OWN,1891.6,-16,50_75K,75_100K,SOME_COLLEGE,NATURALIZED,1,86,114,0.599,W3
2017,24135,09135,INTERNATIONAL_IN,24,2,HOUSING_COST,OWN,RENT,1324.4,-55,25_50K,150K_PLUS,BACH,CITIZEN,0,92,131,2.5538,W2
2023,24136,09136,INTERNATIONAL_OUT,73,6,MILITARY,RENT,OTHER,837.4,-55,100_150K,25_50K,HS,NATURALIZED,1,89,123,0.4721,W2
2019,24137,09137,INTERNATIONAL_OUT,39,1,JOB,RENT,OWN,1143.7,30,100_150K,25_50K,ASSOC,NONCITIZEN,1,84,118,2.6015,W2
2022,24138,09138,INTRASTATE,66,7,FAMILY,OWN,OTHER,942.9,12,50_75K,100_150K,GRAD,NATURALIZED,0,76,134,1.6381,W4
2018,24139,09139,INTERNATIONAL_IN,22,4,OTHER,OTHER,RENT,1688.7,3,25_50K,25_50K,GRAD,CITIZEN,0,80,131,0.7436,W4
2024,24140,09140,INTERNATIONAL_OUT,61,3,JOB,RENT,OTHER,1786.0,-23,150K_PLUS,150K_PLUS,HS,NATURALIZED,0,77,128,0.7187,W2
2025,24141,09141,INTERNATIONAL_OUT,22,6,FAMILY,OWN,OTHER,2769.8,17,150K_PLUS,LT25K,SOME_COLLEGE,NATURALIZED,0,92,141,2.6691,W1
2024,24142,09142,INTERSTATE,43,5,SCHOOL,OTHER,OWN,2500.3,2,75_100K,50_75K,BACH,NONCITIZEN,0,75,122,2.9333,W1
2022,24143,09143,INTERSTATE,55,4,HOUSING_COST,OTHER,OTHER,968.4,50,LT25K,75_100K,BACH,NONCITIZEN,0,93,121,2.4626,W2
2022,24144,09144,INTRASTATE,67,1,MILITARY,OTHER,OTHER,2980.3,10,100_150K,LT25K,HS,NATURALIZED,1,77,107,2.5788,W2
2016,24145,09145,INTERSTATE,22,5,FAMILY,OWN,OWN,2778.8,-41,100_150K,75_100K,LT_HS,NONCITIZEN,0,87,145,2.9989,W4
2025,24146,09146,INTERNATIONAL_IN,8,3,HOUSING_COST,OWN,OTHER,2002.9,16,LT25K,100_150K,ASSOC,NONCITIZEN,0,78,118,1.6142,W1
2023,24147,09147,INTERSTATE,3,2,HEALTH,OTHER,RENT,60.1,3,100_150K,LT25K,HS,NATURALIZED,1,83,127,0.7534,W3
2017,24148,09148,INTERNATIONAL_OUT,33,2,MILITARY,OTHER,OWN,669.6,-24,150K_PLUS,LT25K,LT_HS,CITIZEN,0,83,124,1.445,W3
2023,24149,09149,INTRASTATE,81,4,OTHER,OTHER,RENT,2525.9,47,100_150K,LT25K,BACH,NONCITIZEN,1,80,117,3.4316,W5
2017,24150,09150,INTERSTATE,33,5,HEALTH,OTHER,OWN,1452.3,103,100_150K,100_150K,ASSOC,NATURALIZED,0,72,149,1.68,W3
2016,24151,09151,INTRASTATE,41,1,HEALTH,OWN,OTHER,403.5,-51,LT25K,LT25K,BACH,NATURALIZED,1,74,112,3.2488,W1
2023,24152,09152,INTERNATIONAL_IN,2,1,OTHER,OTHER,RENT,1306.7,101,150K_PLUS,75_100K,SOME_COLLEGE,NATURALIZED,0,73,114,2.519,W4
2019,24153,09153,INTERNATIONAL_IN,82,3,FAMILY,RENT,RENT,678.5,-16,50_75K,50_75K,GRAD,CITIZEN,0,83,95,2.6346,W1
2025,24154,09154,INTERSTATE,33,6,JOB,RENT,RENT,2856.3,2,50_75K,LT25K,LT_HS,CITIZEN,0,74,113,0.8277,W1
2021,24155,09155,INTERSTATE,89,5,FAMILY,OWN,OTHER,2845.7,-48,LT25K,100_150K,SOME_COLLEGE,CITIZEN,1,84,111,1.4168,W3
2025,24156,09156,INTERSTATE,42,5,FAMILY,RENT,RENT,1238.9,-36,50_75K,100_150K,SOME_COLLEGE,NONCITIZEN,1,83,129,2.6169,W2
2025,24157,09157,INTERNATIONAL_OUT,66,2,RETIREMENT,RENT,RENT,440.1,66,75_100K,LT25K,SOME_COLLEGE,NATURALIZED,1,99,118,2.3634,W5
2016,24158,09158,INTERNATIONAL_IN,36,7,MILITARY,RENT,OTHER,1148.6,-17,75_100K,100_150K,LT_HS,NATURALIZED,1,88,110,3.0466,W3
2024,24159,09159,INTERNATIONAL_OUT,11,3,MILITARY,OWN,OTHER,412.4,13,150K_PLUS,25_50K,ASSOC,CITIZEN,1,84,128,0.893,W3
2022,24160,09160,INTERSTATE,86,3,HEALTH,RENT,OTHER,973.3,55,LT25K,150K_PLUS,BACH,NONCITIZEN,0,89,119,2.6694,W3
2020,24161,09161,INTERNATIONAL_IN,80,6,SCHOOL,OTHER,RENT,2467.9,91,25_50K,100_150K,ASSOC,NONCITIZEN,1,98,112,0.3302,W5
2021,24162,09162,INTERNATIONAL_OUT,15,3,MILITARY,RENT,RENT,934.6,8,150K_PLUS,50_75K,GRAD,NATURALIZED,0,92,125,1.1893,W4
2018,24163,09163,INTERNATIONAL_OUT,61,5,JOB,RENT,RENT,1741.7,-14,100_150K,25_50K,ASSOC,CITIZEN,1,73,116,2.2806,W3
2024,24164,09164,INTRASTATE,16,7,JOB,RENT,OWN,380.8,30,25_50K,75_100K,ASSOC,NATURALIZED,0,78,124,3.4341,W4
2017,24165,09165,INTERNATIONAL_OUT,14,2,HOUSING_COST,OTHER,RENT,1112.7,-11,100_150K,25_50K,BACH,CITIZEN,1,81,122,3.4649,W4
2025,24166,09166,INTERSTATE,25,3,FAMILY,OWN,RENT,127.3,55,150K_PLUS,50_75K,BACH,CITIZEN,0,81,118,1.6492,W1
2016,24167,09167,INTERSTATE,44,2,FAMILY,OWN,OWN,1754.4,103,50_75K,150K_PLUS,LT_HS,NATURALIZED,0,75,117,2.7234,W2
2016,24168,09168,INTERNATIONAL_OUT,1,6,MILITARY,RENT,OWN,1112.7,-28,50_75K,25_50K,GRAD,CITIZEN,1,91,100,2.1816,W5
2025,24169,09169,INTRASTATE,16,3,FAMILY,OTHER,RENT,2790.5,31,75_100K,LT25K,HS,CITIZEN,0,86,128,2.54,W2
2017,24170,09170,INTRASTATE,64,5,JOB,RENT,OWN,1256.5,43,25_50K,100_150K,BACH,CITIZEN,1,89,128,2.6154,W4
2021,24171,09171,INTRASTATE,29,2,RETIREMENT,OWN,RENT,1785.1,70,LT25K,LT25K,BACH,CITIZEN,0,93,129,2.0062,W4
2021,24172,09172,INTERNATIONAL_OUT,67,4,HOUSING_COST,OWN,OTHER,3125.3,98,100_150K,LT25K,GRAD,NONCITIZEN,0,92,120,2.886,W5
2024,24173,09173,INTERNATIONAL_OUT,43,7,FAMILY,OTHER,OTHER,2056.8,-1,50_75K,LT25K,HS,CITIZEN,1,82,129,2.1288,W2
2025,24174,09174,INTRASTATE,59,6,RETIREMENT,OTHER,OTHER,1601.8,-32,150K_PLUS,25_50K,BACH,CITIZEN,0,99,122,0.532,W1
2019,24175,09175,INTERNATIONAL_OUT,0,3,MILITARY,OWN,OTHER,314.5,111,100_150K,75_100K,ASSOC,CITIZEN,0,70,117,3.4644,W2
2023,24176,09176,INTERNATIONAL_IN,18,5,OTHER,OWN,OWN,2627.2,112,LT25K,150K_PLUS,GRAD,NATURALIZED,1,95,120,1.2027,W3
2019,24177,09177,INTERSTATE,32,2,SCHOOL,OWN,RENT,2055.8,55,100_150K,100_150K,BACH,NONCITIZEN,1,73,110,3.3818,W2
2018,24178,09178,INTERNATIONAL_OUT,82,1,JOB,RENT,OWN,347.7,-19,75_100K,25_50K,LT_HS,CITIZEN,1,76,113,1.1656,W4
2019,24179,09179,INTERNATIONAL_IN,35,5,SCHOOL,OWN,OTHER,786.5,88,LT25K,150K_PLUS,BACH,CITIZEN,1,96,116,3.0154,W5
2016,24180,09180,INTERNATIONAL_OUT,76,5,OTHER,OWN,OTHER,1720.7,-29,LT25K,LT25K,HS,NATURALIZED,0,97,130,2.4756,W3
2024,24181,09181,INTERNATIONAL_IN,77,1,JOB,OTHER,RENT,144.7,95,100_150K,50_75K,ASSOC,NONCITIZEN,1,80,119,1.3777,W4
2020,24182,09182,INTRASTATE,23,1,HOUSING_COST,OWN,OWN,2298.7,114,100_150K,50_75K,HS,NONCITIZEN,1,72,114,3.2954,W2
2022,24183,09183,INTERSTATE,82,7,OTHER,OWN,OTHER,729.3,38,50_75K,LT25K,GRAD,NONCITIZEN,1,71,129,2.1244,W5
2018,24184,09184,INTERNATIONAL_OUT,24,4,MILITARY,OTHER,OWN,1567.3,59,100_150K,75_100K,BACH,CITIZEN,0,85,115,2.9382,W3
2020,24185,09185,INTERNATIONAL_IN,10,4,SCHOOL,OWN,RENT,773.6,-14,LT25K,150K_PLUS,BACH,NONCITIZEN,1,100,113,2.8299,W2
2025,24186,09186,INTERNATIONAL_IN,8,4,HOUSING_COST,OTHER,RENT,1565.7,-44,150K_PLUS,100_150K,LT_HS,NATURALIZED,0,73,114,0.3531,W3
2019,24187,09187,INTRASTATE,5,5,HEALTH,OTHER,OWN,607.4,-32,100_150K,150K_PLUS,ASSOC,NATURALIZED,1,74,116,1.0872,W1
2022,24188,09188,INTERSTATE,57,7,HEALTH,OTHER,RENT,1900.7,-13,150K_PLUS,25_50K,BACH,CITIZEN,0,71,113,1.7583,W1
2020,24189,09189,INTERSTATE,28,5,HOUSING_COST,OTHER,OWN,2913.3,69,150K_PLUS,75_100K,LT_HS,CITIZEN,0,84,126,3.279,W5
2017,24190,09190,INTERSTATE,72,5,HOUSING_COST,OTHER,OWN,2583.6,-28,50_75K,50_75K,LT_HS,CITIZEN,0,84,118,0.4061,W1
2018,24191,09191,INTERNATIONAL_IN,86,4,SCHOOL,OTHER,OWN,773.2,67,25_50K,LT25K,HS,CITIZEN,1,82,118,0.8126,W4
2023,24192,09192,INTERNATIONAL_OUT,78,2,SCHOOL,OTHER,OTHER,1594.2,7,150K_PLUS,25_50K,ASSOC,NATURALIZED,1,70,121,2.2609,W2
2018,24193,09193,INTERNATIONAL_OUT,10,7,OTHER,OWN,OTHER,1354.2,-22,75_100K,75_100K,SOME_COLLEGE,CITIZEN,1,70,103,2.3539,W3
2022,24194,09194,INTRASTATE,22,5,SCHOOL,RENT,OWN,3089.5,72,150K_PLUS,150K_PLUS,GRAD,CITIZEN,0,92,132,0.7411,W3
2020,24195,09195,INTERSTATE,25,5,HEALTH,OWN,RENT,2556.3,58,LT25K,75_100K,LT_HS,CITIZEN,1,80,130,3.3294,W1
2022,24196,09196,INTERNATIONAL_OUT,0,5,HEALTH,OTHER,RENT,344.2,7,50_75K,75_100K,SOME_COLLEGE,CITIZEN,0,85,113,0.7836,W3
2025,24197,09197,INTERNATIONAL_IN,80,4,FAMILY,OTHER,OTHER,539.8,-9,75_100K,150K_PLUS,HS,NATURALIZED,1,76,145,0.8017,W3
2024,24198,09198,INTERNATIONAL_IN,46,3,OTHER,OWN,OWN,2246.6,119,100_150K,25_50K,LT_HS,NONCITIZEN,1,70,108,2.2973,W2
2022,24199,09199,INTERSTATE,40,4,HOUSING_COST,RENT,OTHER,512.0,96,150K_PLUS,100_150K,GRAD,CITIZEN,1,84,136,1.5908,W5
2021,24200,09200,INTRASTATE,22,3,MILITARY,OWN,OWN,3041.5,104,100_150K,150K_PLUS,ASSOC,NATURALIZED,1,71,106,0.2858,W3
2016,25001,10001,INTRASTATE,4,4,FAMILY,OWN,RENT,3177.4,75,25_50K,25_50K,SOME_COLLEGE,NONCITIZEN,1,87,121,3.2377,W1
2019,25002,10002,INTERSTATE,49,7,JOB,OWN,RENT,2490.9,87,100_150K,150K_PLUS,ASSOC,NATURALIZED,0,87,112,0.448,W1
2023,25003,10003,INTERNATIONAL_IN,8,2,OTHER,RENT,OTHER,86.2,108,75_100K,LT25K,SOME_COLLEGE,NONCITIZEN,0,83,129,0.7158,W5
2016,25004,10004,INTRASTATE,3,2,HEALTH,OTHER,RENT,1545.0,9,50_75K,25_50K,HS,NATURALIZED,1,73,128,3.1604,W3
2021,25005,10005,INTERNATIONAL_IN,70,5,SCHOOL,RENT,OWN,1299.8,-25,25_50K,75_100K,LT_HS,CITIZEN,0,63,138,1.1085,W3
2017,25006,10006,INTERNATIONAL_IN,64,4,MILITARY,OWN,RENT,2558.6,-29,75_100K,100_150K,LT_HS,NONCITIZEN,1,80,104,2.8983,W3
2024,25007,10007,INTERNATIONAL_OUT,79,3,OTHER,OWN,RENT,918.8,-56,50_75K,100_150K,HS,NATURALIZED,1,83,114,0.7634,W5
2023,25008,10008,INTRASTATE,56,3,RETIREMENT,RENT,OTHER,1235.9,43,75_100K,LT25K,GRAD,CITIZEN,1,69,129,0.359,W1
2024,25009,10009,INTERNATIONAL_IN,24,2,JOB,RENT,OWN,299.7,87,100_150K,LT25K,GRAD,CITIZEN,1,75,112,0.9746,W3
2024,25010,10010,INTERNATIONAL_OUT,57,5,HOUSING_COST,OTHER,OTHER,1096.8,7,75_100K,50_75K,BACH,NONCITIZEN,0,92,129,2.6487,W3
2017,25011,10011,INTERNATIONAL_IN,5,7,HEALTH,OTHER,OTHER,3116.3,89,25_50K,50_75K,SOME_COLLEGE,NATURALIZED,0,93,128,2.3866,W4
2017,25012,10012,INTERSTATE,13,3,HEALTH,RENT,RENT,3014.9,98,75_100K,50_75K,GRAD,CITIZEN,0,87,104,1.225,W2
2024,25013,10013,INTRASTATE,62,4,HOUSING_COST,OTHER,OWN,2401.0,108,LT25K,25_50K,GRAD,NATURALIZED,0,104,132,2.2905,W5
2017,25014,10014,INTERNATIONAL_IN,74,5,OTHER,OWN,OWN,2903.3,-56,100_150K,100_150K,SOME_COLLEGE,CITIZEN,0,85,124,2.3944,W2
2019,25015,10015,INTRASTATE,64,6,OTHER,RENT,OTHER,676.1,-51,75_100K,LT25K,BACH,CITIZEN,1,98,119,2.0635,W5
2017,25016,10016,INTERNATIONAL_OUT,51,4,MILITARY,OTHER,OTHER,1990.1,53,50_75K,50_75K,HS,CITIZEN,1,86,135,3.2872,W2
2016,25017,10017,INTRASTATE,64,4,FAMILY,OWN,RENT,1600.2,104,100_150K,LT25K,ASSOC,NONCITIZEN,0,77,137,2.8189,W4
2025,25018,10018,INTERNATIONAL_IN,7,2,HEALTH,RENT,OWN,1352.9,-5,150K_PLUS,50_75K,ASSOC,NATURALIZED,0,79,115,2.8927,W2
2022,25019,10019,INTRASTATE,7,7,SCHOOL,OTHER,OWN,1039.8,25,50_75K,25_50K,HS,NONCITIZEN,1,80,112,1.6055,W3
2020,25020,10020,INTERSTATE,13,4,HEALTH,OWN,RENT,2772.3,91,25_50K,150K_PLUS,ASSOC,NONCITIZEN,1,91,114,2.4569,W2
2018,25021,10021,INTERSTATE,23,1,MILITARY,RENT,OTHER,1550.7,39,150K_PLUS,25_50K,HS,NONCITIZEN,1,93,125,0.8051,W2
2023,25022,10022,INTERNATIONAL_OUT,63,5,SCHOOL,OTHER,OWN,2317.0,83,150K_PLUS,75_100K,SOME_COLLEGE,NONCITIZEN,0,79,111,1.1767,W1
2020,25023,10023,INTERNATIONAL_IN,24,1,HEALTH,OWN,RENT,2259.2,-59,150K_PLUS,LT25K,SOME_COLLEGE,NONCITIZEN,1,80,110,1.858,W5
2016,25024,10024,INTRASTATE,5,7,JOB,OWN,OTHER,435.9,82,LT25K,150K_PLUS,BACH,CITIZEN,0,86,128,2.8936,W2
2024,25025,10025,INTERNATIONAL_OUT,0,4,MILITARY,OWN,RENT,157.1,108,75_100K,150K_PLUS,GRAD,CITIZEN,1,88,125,1.3119,W3
2020,25026,10026,INTERNATIONAL_OUT,86,4,JOB,OWN,OWN,2688.0,2,100_150K,75_100K,HS,CITIZEN,1,75,130,1.6514,W3
2018,25027,10027,INTERNATIONAL_IN,32,2,JOB,RENT,OTHER,1569.3,116,75_100K,150K_PLUS,GRAD,NONCITIZEN,0,84,132,3.3592,W5
2021,25028,10028,INTRASTATE,13,2,OTHER,OWN,RENT,2592.4,93,75_100K,25_50K,ASSOC,CITIZEN,1,74,123,1.1375,W4
2023,25029,10029,INTERNATIONAL_OUT,62,6,RETIREMENT,RENT,RENT,951.0,33,100_150K,150K_PLUS,HS,CITIZEN,1,86,120,2.2396,W5
2017,25030,10030,INTERNATIONAL_OUT,55,2,RETIREMENT,RENT,RENT,2757.9,5,150K_PLUS,25_50K,LT_HS,CITIZEN,1,100,125,0.5318,W3
2018,25031,10031,INTERNATIONAL_IN,61,6,HOUSING_COST,OTHER,OWN,2658.7,57,150K_PLUS,150K_PLUS,BACH,NONCITIZEN,0,83,124,1.5585,W4
2022,25032,10032,INTERNATIONAL_IN,27,7,OTHER,RENT,OWN,1221.7,-32,LT25K,150K_PLUS,LT_HS,NATURALIZED,0,69,106,1.2893,W4
2017,25033,10033,INTERNATIONAL_OUT,28,7,HEALTH,OWN,OWN,1317.7,-21,LT25K,LT25K,BACH,NATURALIZED,1,65,117,0.2431,W1
2020,25034,10034,INTRASTATE,22,2,HOUSING_COST,RENT,RENT,1123.2,-50,25_50K,75_100K,BACH,CITIZEN,0,89,114,2.1312,W2
2024,25035,10035,INTERNATIONAL_OUT,43,6,HOUSING_COST,RENT,OWN,111.9,119,100_150K,150K_PLUS,BACH,NONCITIZEN,1,66,119,1.2937,W1
2022,25036,10036,INTERSTATE,37,3,OTHER,OTHER,RENT,2200.7,65,100_150K,150K_PLUS,LT_HS,NATURALIZED,0,90,123,1.0305,W2
2018,25037,10037,INTERNATIONAL_IN,48,2,MILITARY,RENT,RENT,873.1,26,50_75K,75_100K,BACH,CITIZEN,0,96,120,3.1456,W1
2017,25038,10038,INTERSTATE,42,4,SCHOOL,OTHER,RENT,2828.9,29,50_75K,75_100K,HS,NONCITIZEN,0,82,126,0.9577,W4
2025,25039,10039,INTRASTATE,9,6,HOUSING_COST,RENT,OTHER,2871.7,18,50_75K,LT25K,HS,NATURALIZED,1,76,145,1.5381,W2
2024,25040,10040,INTERNATIONAL_IN,26,4,FAMILY,OTHER,RENT,2312.4,42,LT25K,LT25K,LT_HS,NATURALIZED,0,78,125,3.3331,W3
2024,25041,10041,INTRASTATE,7,6,JOB,RENT,OWN,581.4,20,25_50K,LT25K,SOME_COLLEGE,NONCITIZEN,0,91,115,0.465,W4
2024,25042,10042,INTERSTATE,67,5,MILITARY,OWN,RENT,286.2,38,25_50K,100_150K,SOME_COLLEGE,NATURALIZED,0,76,116,3.2968,W5
2025,25043,10043,INTRASTATE,84,6,SCHOOL,RENT,OWN,2612.7,39,150K_PLUS,150K_PLUS,LT_HS,CITIZEN,1,85,119,1.4877,W4
2018,25044,10044,INTERNATIONAL_IN,84,1,HEALTH,OTHER,OTHER,2857.9,70,75_100K,25_50K,BACH,CITIZEN,1,86,135,2.8101,W3
2016,25045,10045,INTERSTATE,29,6,RETIREMENT,OTHER,OTHER,1126.8,-50,25_50K,100_150K,BACH,NONCITIZEN,1,80,134,1.3745,W1
2024,25046,10046,INTERNATIONAL_IN,12,6,JOB,OWN,RENT,1129.8,-33,50_75K,100_150K,BACH,NONCITIZEN,1,89,133,1.5713,W2
2022,25047,10047,INTERSTATE,57,3,HOUSING_COST,OWN,OWN,1249.2,-13,100_150K,25_50K,LT_HS,CITIZEN,0,88,138,1.6447,W1
2017,25048,10048,INTERNATIONAL_OUT,2,3,RETIREMENT,OTHER,OTHER,2648.5,-33,75_100K,150K_PLUS,BACH,NONCITIZEN,1,80,114,3.3245,W1
2021,25049,10049,INTRASTATE,83,7,RETIREMENT,OWN,OTHER,2262.8,-15,150K_PLUS,50_75K,HS,NATURALIZED,1,83,106,2.0158,W2
2024,25050,10050,INTRASTATE,4,5,RETIREMENT,RENT,OTHER,390.8,-6,LT25K,50_75K,BACH,NATURALIZED,1,96,118,0.9157,W1
2023,25051,10051,INTERNATIONAL_IN,21,5,OTHER,RENT,OWN,2031.2,22,25_50K,50_75K,LT_HS,NATURALIZED,1,99,126,2.218,W3
2021,25052,10052,INTERNATIONAL_OUT,57,2,MILITARY,OWN,RENT,31.8,58,150K_PLUS,LT25K,BACH,NATURALIZED,1,72,127,3.1353,W5
2021,25053,10053,INTERNATIONAL_IN,65,5,OTHER,RENT,RENT,2273.4,-59,100_150K,LT25K,HS,NONCITIZEN,1,79,127,0.9075,W2
2023,25054,10054,INTERNATIONAL_IN,88,3,JOB,RENT,OTHER,2446.9,83,50_75K,75_100K,GRAD,NATURALIZED,0,93,100,1.3139,W1
2024,25055,10055,INTERSTATE,39,1,SCHOOL,OWN,RENT,2607.9,-50,LT25K,75_100K,LT_HS,NONCITIZEN,1,83,112,2.0858,W2
2023,25056,10056,INTERNATIONAL_OUT,87,6,JOB,OTHER,OTHER,2002.2,-58,LT25K,100_150K,SOME_COLLEGE,CITIZEN,0,71,116,3.458,W1
2016,25057,10057,INTERSTATE,4,1,OTHER,RENT,OWN,578.3,-19,25_50K,75_100K,LT_HS,NATURALIZED,0,87,122,1.7357,W3
2017,25058,10058,INTERNATIONAL_IN,15,3,FAMILY,OWN,RENT,2540.1,96,100_150K,LT25K,ASSOC,NONCITIZEN,1,88,104,2.1284,W4
2021,25059,10059,INTERSTATE,14,2,HOUSING_COST,OTHER,OWN,2879.4,31,50_75K,100_150K,SOME_COLLEGE,CITIZEN,0,76,127,0.6465,W5
2023,25060,10060,INTERSTATE,76,1,MILITARY,RENT,RENT,2028.3,98,50_75K,75_100K,SOME_COLLEGE,NATURALIZED,0,89,105,2.7019,W5
2019,25061,10061,INTRASTATE,74,6,OTHER,RENT,OWN,880.7,16,50_75K,75_100K,LT_HS,NATURALIZED,0,71,106,0.9256,W2
2019,25062,10062,INTERNATIONAL_OUT,79,6,SCHOOL,OWN,OWN,574.4,92,50_75K,50_75K,ASSOC,NATURALIZED,0,86,113,1.2821,W5
2017,25063,10063,INTRASTATE,17,1,MILITARY,RENT,RENT,741.1,59,25_50K,LT25K,SOME_COLLEGE,NONCITIZEN,1,79,122,2.5416,W1
2025,25064,10064,INTERNATIONAL_OUT,88,2,SCHOOL,OTHER,OTHER,54.6,73,150K_PLUS,100_150K,GRAD,NONCITIZEN,0,91,127,2.5518,W3
2016,25065,10065,INTRASTATE,46,1,HOUSING_COST,OWN,OTHER,33.0,55,150K_PLUS,25_50K,BACH,CITIZEN,1,92,130,1.252,W3
2025,25066,10066,INTERNATIONAL_IN,3,4,HEALTH,OWN,OWN,950.9,6,150K_PLUS,150K_PLUS,ASSOC,NATURALIZED,1,81,111,3.006,W2
2024,25067,10067,INTRASTATE,52,7,FAMILY,OWN,OWN,2953.5,89,25_50K,75_100K,ASSOC,CITIZEN,0,91,133,2.8225,W1
2022,25068,10068,INTERNATIONAL_OUT,57,3,RETIREMENT,OWN,OTHER,1988.4,-20,100_150K,LT25K,GRAD,NONCITIZEN,0,70,109,2.2321,W5
2024,25069,10069,INTERNATIONAL_OUT,84,1,HOUSING_COST,OTHER,RENT,1235.8,120,75_100K,100_150K,GRAD,NATURALIZED,0,82,142,0.7897,W1
2017,25070,10070,INTERNATIONAL_OUT,74,1,OTHER,OTHER,RENT,35.2,-22,25_50K,150K_PLUS,LT_HS,CITIZEN,0,87,128,3.1861,W5
2025,25071,10071,INTRASTATE,57,2,RETIREMENT,OTHER,OWN,3167.0,-6,50_75K,LT25K,LT_HS,NATURALIZED,1,76,127,1.9405,W1
2020,25072,10072,INTERSTATE,58,1,HOUSING_COST,OTHER,RENT,1459.0,97,150K_PLUS,LT25K,LT_HS,NONCITIZEN,0,83,129,1.4421,W5
2017,25073,10073,INTRASTATE,33,2,JOB,OTHER,OWN,3172.8,10,150K_PLUS,100_150K,ASSOC,CITIZEN,0,84,121,3.26,W5
2025,25074,10074,INTERSTATE,29,3,OTHER,OTHER,RENT,2304.6,69,100_150K,50_75K,HS,NATURALIZED,1,79,110,3.4064,W3
2022,25075,10075,INTRASTATE,53,4,MILITARY,OWN,OWN,164.4,-53,50_75K,150K_PLUS,LT_HS,NATURALIZED,1,85,114,2.5667,W4
2024,25076,10076,INTERNATIONAL_IN,67,5,FAMILY,OWN,RENT,2749.0,53,25_50K,50_75K,HS,NATURALIZED,1,86,127,2.8115,W4
2018,25077,10077,INTERNATIONAL_IN,77,3,OTHER,OWN,OWN,1697.5,2,150K_PLUS,75_100K,SOME_COLLEGE,CITIZEN,1,74,130,1.0143,W2
2016,25078,10078,INTRASTATE,74,1,MILITARY,OTHER,OTHER,1449.0,36,100_150K,50_75K,BACH,NONCITIZEN,0,79,132,1.054,W4
