health_mch_birth_cohort_year,health_mch_prenatal_visit_adequacy_index,health_mch_maternal_mortality_ratio,health_mch_severe_maternal_morbidity_rate,health_mch_preterm_birth_rate,health_mch_low_birthweight_rate,health_mch_breastfeeding_initiation_rate,health_mch_breastfeeding_6mo_rate,health_mch_postpartum_care_rate,health_mch_infant_sleep_safe_rate,health_mch_immunization_series_completion,health_mch_well_child_visit_rate,health_mch_teen_birth_rate,health_mch_fertility_rate_age_specific,health_mch_nicu_admission_rate,health_mch_postnatal_depression_screen_rate,health_mch_substance_exposure_flag_rate,health_mch_doula_support_rate,health_mch_medicaid_eligibility_category,health_mch_home_visiting_program_uptake
2008,5.53,43.82,60.33,10.54,8.6,90.92,58.1,41.91,80.3,62.74,88.03,37.02,124.45,4.0,59.31,6.27,15.42,EXPANSION,44.16
2006,3.32,36.13,186.81,5.2,8.6,77.42,44.3,40.22,63.98,83.66,70.31,4.15,19.29,7.35,63.6,2.12,9.24,CHILD,29.89
2013,9.27,23.47,114.98,12.41,9.57,75.63,26.77,79.4,42.49,41.22,49.88,43.31,56.67,3.76,53.6,9.82,24.59,EXPANSION,34.51
2009,1.16,18.85,155.67,13.97,5.21,72.61,50.48,68.76,57.46,66.53,55.26,21.17,31.06,17.79,66.42,12.07,3.66,CHILD,33.21
2019,7.95,20.9,218.5,5.38,9.03,73.5,46.28,40.88,67.81,81.22,94.92,17.31,44.77,16.99,48.47,3.74,12.42,POSTPARTUM,11.14
2015,6.82,38.16,234.63,8.54,9.7,55.33,18.97,66.35,74.97,69.68,48.03,40.96,59.61,5.59,76.5,15.5,9.2,CHILD,12.17
2014,8.13,8.78,88.93,9.63,10.51,55.02,39.41,85.78,65.61,91.74,77.16,35.0,130.25,4.25,85.13,8.18,6.65,CHILD,3.55
2014,2.44,38.13,231.32,14.17,10.26,64.05,17.74,70.01,61.13,57.45,91.71,31.84,53.04,16.47,63.75,7.62,0.27,EXPANSION,17.66
2008,3.11,6.83,148.04,15.8,13.22,76.01,64.78,46.08,83.9,82.25,72.63,38.89,76.52,17.6,33.17,5.03,5.13,FAMILY,43.08
2018,0.62,17.08,158.16,6.16,5.84,62.31,38.67,87.12,73.3,50.69,51.76,38.96,56.63,4.3,45.93,3.15,7.92,EXPANSION,35.43
2021,9.06,25.86,87.7,9.37,10.65,55.95,37.4,46.83,71.26,88.87,58.82,9.16,112.04,2.89,21.29,11.68,1.3,EXPANSION,1.33
2019,3.32,20.65,254.19,15.41,9.05,84.77,19.96,82.39,51.23,43.14,57.05,26.95,50.78,17.7,29.21,8.68,2.05,OTHER,10.43
2017,7.08,14.48,259.97,6.68,12.25,61.1,37.18,55.38,83.45,39.32,77.88,22.13,26.13,10.63,70.89,16.22,17.25,PREGNANCY,29.03
2014,4.82,20.52,89.43,10.08,4.63,74.36,47.19,82.72,94.15,38.77,63.2,6.66,133.03,6.44,32.07,6.51,13.44,PREGNANCY,50.71
2008,3.43,24.46,215.25,6.84,12.14,57.22,16.39,82.66,72.44,66.08,46.83,35.33,41.99,4.35,61.75,7.92,16.87,OTHER,43.28
2012,3.73,16.77,79.32,12.28,12.79,86.42,19.78,52.13,51.29,68.91,82.61,19.16,46.5,4.77,67.68,14.26,21.89,POSTPARTUM,39.31
2019,3.93,40.59,147.46,6.92,10.27,73.78,18.09,44.86,69.21,53.08,85.05,24.47,81.9,11.29,59.35,7.63,14.68,FAMILY,31.26
2022,0.97,23.56,88.03,7.34,7.76,50.06,34.87,54.0,44.6,57.99,68.47,39.86,27.0,15.27,29.48,0.22,18.61,OTHER,36.04
2011,6.43,44.86,101.08,10.23,8.54,87.87,51.16,61.33,82.64,70.83,78.13,42.25,98.72,9.98,67.94,4.42,27.04,PREGNANCY,29.1
2023,0.25,34.44,170.22,12.1,9.94,52.44,35.35,46.82,88.8,87.15,68.93,32.47,115.4,3.07,58.48,8.1,19.53,EXPANSION,14.3
2005,9.72,21.23,171.79,6.47,13.0,81.36,23.56,84.59,41.74,76.26,56.54,34.49,53.83,16.86,64.62,1.15,3.92,FAMILY,36.59
2011,0.14,14.03,153.04,8.83,6.76,74.63,22.46,46.18,57.07,68.46,83.31,17.49,54.41,10.84,80.2,9.17,11.43,FAMILY,33.56
2006,5.86,8.14,168.38,12.94,10.71,86.82,34.97,66.64,92.66,62.77,75.55,26.5,51.23,12.05,25.29,8.0,19.64,EXPANSION,27.62
2011,7.19,33.93,239.01,12.16,10.55,66.3,49.18,60.08,75.81,73.23,60.44,18.24,126.0,15.17,62.33,8.65,26.21,FAMILY,43.39
2005,6.9,16.91,246.14,13.97,8.24,79.47,16.56,42.33,68.52,35.76,87.55,9.57,25.83,4.46,65.0,16.43,27.43,POSTPARTUM,10.46
2023,6.56,19.12,202.34,11.41,6.27,76.63,37.61,52.04,62.97,35.04,68.29,15.52,26.57,10.87,66.15,5.7,5.21,CHILD,22.62
2018,9.84,20.12,70.26,9.22,13.12,58.55,35.55,91.54,57.22,50.68,60.9,27.46,10.24,10.49,82.96,14.1,21.38,OTHER,28.98
2010,2.45,32.08,186.28,14.58,8.68,52.04,48.68,90.54,71.9,74.57,75.7,24.19,99.0,17.14,37.04,2.39,10.17,POSTPARTUM,8.34
2021,1.13,28.41,123.65,11.84,6.02,87.92,64.21,53.38,69.93,86.81,64.22,40.08,7.95,10.92,62.53,9.89,18.63,OTHER,0.04
2011,5.47,28.32,235.48,15.97,10.26,56.33,46.66,39.26,81.66,70.44,81.87,13.64,84.92,11.64,66.62,6.88,27.42,POSTPARTUM,22.17
2007,6.86,5.86,97.71,14.73,8.22,80.32,58.76,88.29,69.56,46.88,82.01,18.58,131.26,11.64,49.79,5.17,1.9,OTHER,51.51
2023,1.39,31.13,172.83,11.26,5.95,50.74,53.9,89.27,82.85,73.38,47.09,34.32,84.78,7.48,45.33,12.58,2.96,OTHER,21.67
2017,3.84,38.03,201.55,13.65,10.85,59.01,35.57,81.38,45.75,65.64,57.15,39.99,38.06,14.73,31.92,10.21,22.52,FAMILY,31.68
2007,0.09,42.53,153.06,12.26,8.07,50.8,64.82,90.75,45.33,80.74,68.88,24.02,63.78,9.51,62.93,10.02,20.29,POSTPARTUM,31.92
2021,4.57,7.21,212.08,13.49,7.79,71.25,58.94,39.28,47.32,74.67,62.32,34.83,101.35,9.16,53.57,9.15,20.55,OTHER,52.63
2012,8.8,17.98,198.74,13.42,9.15,50.73,64.35,86.02,60.54,60.72,59.16,30.88,25.13,3.04,57.68,11.87,10.32,EXPANSION,48.98
2017,1.52,8.63,98.11,10.92,5.63,63.61,19.81,35.6,89.15,59.29,48.14,17.65,69.93,15.14,72.48,6.52,19.84,PREGNANCY,47.64
2017,6.22,36.48,240.54,10.02,8.46,84.69,25.75,48.25,78.98,84.94,69.89,37.95,28.86,7.14,49.18,0.85,19.53,POSTPARTUM,48.34
2014,1.97,38.19,52.71,14.88,12.32,78.67,57.42,38.55,56.47,53.71,63.75,26.3,52.67,5.42,28.01,10.24,29.2,OTHER,48.6
2009,1.34,7.07,64.62,12.7,10.77,81.18,58.54,59.97,79.35,41.74,69.84,30.99,96.78,2.02,85.62,0.73,28.0,EXPANSION,50.83
2005,6.32,43.75,156.25,12.41,6.47,70.97,63.76,42.45,83.16,49.36,76.29,39.09,107.54,3.05,32.33,13.26,17.48,OTHER,37.59
2025,8.13,23.18,226.86,7.06,9.95,59.97,47.53,75.35,46.26,81.36,65.88,28.22,90.31,14.71,63.47,13.19,29.21,POSTPARTUM,30.42
2008,6.24,10.03,62.72,8.6,13.47,61.33,51.92,69.19,42.42,50.14,69.34,23.73,14.7,15.77,38.58,7.68,24.24,EXPANSION,51.44
2021,6.75,40.5,83.6,8.96,12.06,67.35,51.76,60.73,44.59,72.68,93.96,23.96,14.53,5.94,79.29,14.54,28.05,FAMILY,51.68
2019,6.57,7.93,215.97,9.69,5.39,67.21,55.03,66.5,43.73,81.67,53.83,12.98,106.0,10.18,68.26,1.61,7.89,EXPANSION,24.86
2014,0.05,38.8,160.53,10.84,10.39,83.11,55.75,79.93,80.6,88.19,61.07,29.95,60.54,5.92,21.32,6.5,2.54,PREGNANCY,27.2
2023,8.96,35.04,84.84,13.44,5.24,60.53,30.77,67.93,52.6,55.47,71.71,39.2,37.9,13.5,38.86,15.38,4.0,OTHER,19.03
2022,7.37,31.02,129.1,10.11,8.22,81.93,62.33,53.64,86.34,58.93,92.35,4.35,131.55,3.75,78.71,15.98,17.42,FAMILY,52.69
2024,1.26,40.78,211.22,8.76,11.09,56.33,37.82,90.68,43.97,46.81,71.72,24.58,73.82,3.66,50.17,13.45,13.52,FAMILY,28.53
2012,0.21,42.19,47.17,13.31,12.78,91.15,19.66,54.87,43.27,85.11,54.35,25.7,32.64,14.62,24.22,9.02,1.24,PREGNANCY,5.45
2016,0.05,44.25,200.11,11.62,7.09,64.0,28.8,83.77,50.4,69.68,83.09,9.14,38.6,11.8,85.85,15.12,24.98,OTHER,16.98
2009,9.11,15.54,152.86,14.25,7.58,53.64,22.03,35.24,65.88,72.02,86.41,22.61,26.51,3.15,47.03,9.62,10.51,EXPANSION,42.55
2009,6.07,12.56,163.49,10.51,12.53,87.13,55.96,91.0,87.49,52.43,57.39,2.22,99.69,2.07,75.93,13.15,16.13,POSTPARTUM,39.74
2009,1.95,42.32,46.22,7.42,10.69,65.93,32.07,41.86,59.19,65.58,74.58,11.86,95.66,6.64,30.31,6.36,21.83,POSTPARTUM,33.02
2010,7.83,33.58,158.07,15.28,11.17,53.07,38.53,53.99,86.62,64.69,76.55,21.34,77.33,14.07,53.47,8.77,5.55,CHILD,16.25
2021,8.52,33.65,151.53,12.89,10.94,79.86,63.79,84.31,80.77,77.26,77.31,19.06,89.33,14.45,37.13,16.76,2.34,CHILD,45.92
2012,3.83,23.25,111.8,6.27,10.2,84.9,57.87,36.2,80.63,77.78,82.56,8.48,116.81,5.13,46.64,14.03,17.55,PREGNANCY,30.86
2014,8.05,31.33,155.98,8.71,8.6,82.33,60.61,55.4,46.06,70.35,57.51,44.12,13.68,10.83,69.77,12.5,22.55,CHILD,3.12
2005,6.14,34.97,160.92,15.3,11.85,73.88,64.85,51.22,83.19,38.82,60.88,13.48,136.71,10.8,55.69,12.67,10.7,POSTPARTUM,51.07
2009,0.63,5.71,64.37,6.59,8.12,78.26,39.67,71.17,62.48,54.87,83.61,16.51,24.86,2.9,63.21,6.58,26.47,PREGNANCY,29.37
2015,7.31,35.81,89.04,11.63,4.5,69.09,22.74,67.92,81.0,36.16,68.62,13.53,99.68,4.19,82.61,7.74,23.58,EXPANSION,49.59
2019,8.6,15.93,225.88,6.83,9.95,58.7,32.07,66.62,52.83,87.94,51.34,14.01,27.89,13.99,80.52,4.37,9.17,OTHER,27.85
2019,1.02,7.9,62.29,13.49,10.92,84.89,55.77,54.84,64.78,51.83,51.27,33.58,83.64,6.75,73.64,13.43,6.45,OTHER,0.34
2018,0.01,28.83,195.3,8.13,13.39,83.28,21.46,40.88,86.06,76.43,48.72,13.2,15.82,4.59,28.28,9.83,23.96,FAMILY,27.12
2018,6.53,17.99,48.84,7.76,8.74,80.2,48.43,88.59,43.46,47.11,88.06,16.25,75.32,15.95,89.62,7.43,16.16,POSTPARTUM,17.47
2010,0.21,12.08,162.44,15.57,7.08,91.54,42.83,71.32,75.23,53.6,51.15,41.75,65.07,7.82,69.3,12.65,4.79,EXPANSION,27.93
2025,2.51,31.85,52.06,8.03,9.43,70.29,38.58,36.32,41.32,82.88,85.73,37.91,67.66,8.45,56.72,5.87,11.57,EXPANSION,27.7
2006,8.2,23.68,191.24,11.73,5.25,70.81,62.96,43.1,67.61,48.89,69.29,36.5,19.43,5.57,21.92,3.27,15.38,OTHER,29.03
2006,0.9,15.63,62.43,8.09,13.28,73.23,20.19,90.58,85.38,71.64,63.49,9.83,130.88,13.93,40.07,5.58,13.82,PREGNANCY,22.75
2006,6.7,12.47,87.16,9.85,7.81,73.38,52.36,64.8,75.42,43.99,88.26,36.1,84.32,2.24,21.89,14.82,24.63,CHILD,25.34
2023,9.7,31.56,168.39,9.18,5.4,63.9,57.87,56.97,57.29,38.04,44.71,4.65,16.73,2.22,53.2,6.09,1.95,FAMILY,28.71
2023,8.97,28.74,48.61,5.68,9.33,63.12,33.92,68.43,90.48,51.59,93.37,12.07,107.66,3.45,24.78,2.66,0.28,CHILD,2.73
2013,2.19,13.61,135.19,15.08,12.84,63.83,40.99,84.6,53.66,83.4,89.45,4.35,120.21,13.89,32.31,17.92,22.17,FAMILY,0.15
2019,5.4,9.09,150.08,7.65,11.63,73.8,48.4,39.22,81.15,73.05,48.96,22.01,112.19,7.94,64.06,3.38,20.38,CHILD,1.89
2021,4.97,9.29,140.66,10.28,8.77,77.71,51.09,37.75,40.29,87.58,41.52,29.63,27.16,13.0,54.83,14.0,23.76,CHILD,18.17
2019,9.74,39.16,191.09,6.35,9.14,75.49,58.38,56.89,81.87,45.27,82.65,16.99,30.91,9.9,80.97,6.67,13.38,PREGNANCY,42.14
2014,4.77,41.63,256.08,13.77,11.95,84.59,50.67,77.12,59.1,70.59,65.86,41.68,115.39,10.0,39.69,14.01,28.37,POSTPARTUM,25.54
2007,1.77,41.8,67.2,14.84,5.39,89.74,50.67,42.9,61.39,45.71,87.97,2.3,87.31,10.77,74.08,6.33,5.65,FAMILY,29.82
2005,3.04,23.52,194.97,10.67,10.87,88.68,49.84,58.76,92.79,37.53,81.56,7.19,72.34,7.22,68.87,16.42,24.39,CHILD,7.01
2005,5.0,14.87,52.22,13.17,13.41,62.67,21.4,63.57,75.06,85.75,43.72,36.95,134.03,9.42,23.44,5.67,29.06,CHILD,13.89
2008,0.7,32.02,190.63,8.24,7.21,84.22,29.38,81.27,55.05,83.59,64.96,29.64,74.28,2.12,48.72,12.89,0.2,POSTPARTUM,30.15
2021,0.19,39.64,149.05,11.98,10.66,87.01,36.26,37.06,94.32,63.03,76.02,19.74,96.5,17.34,24.28,12.99,8.87,POSTPARTUM,37.6
2018,3.2,21.21,50.43,10.66,4.55,66.33,18.41,60.55,88.54,60.88,62.48,39.23,134.83,16.53,79.05,3.6,5.42,POSTPARTUM,52.18
2020,0.89,10.34,245.58,10.21,5.13,86.36,41.88,62.0,68.4,74.34,47.81,33.32,108.61,13.4,55.86,9.79,18.61,PREGNANCY,21.98
2023,5.55,18.11,161.24,9.14,4.55,76.47,60.43,77.42,70.32,79.72,46.1,42.29,99.7,11.42,66.66,5.11,14.24,CHILD,32.68
2016,1.95,28.69,67.44,15.02,8.55,66.56,52.08,60.09,65.54,68.94,85.71,8.03,101.41,9.62,36.32,17.31,20.63,EXPANSION,0.86
2017,9.6,24.0,240.65,14.77,10.75,60.65,42.44,58.42,71.6,69.61,94.57,38.59,84.79,16.93,31.14,14.61,12.02,OTHER,41.99
2015,1.58,36.43,229.65,11.31,11.62,57.09,43.43,91.18,50.11,75.16,88.99,14.33,138.44,15.84,57.36,14.13,8.85,OTHER,11.02
2021,7.85,34.83,104.41,13.5,13.05,68.08,51.89,45.82,84.77,46.37,84.24,37.11,15.15,6.32,35.44,8.95,2.99,FAMILY,47.02
2005,6.01,13.47,66.38,10.29,9.17,52.47,20.67,52.15,84.59,39.79,41.3,28.23,127.36,17.29,37.24,5.86,10.06,OTHER,43.74
2023,8.11,22.52,171.23,5.66,10.14,60.02,28.41,57.03,89.77,71.51,58.97,3.27,32.95,14.65,83.08,17.05,11.43,EXPANSION,52.66
2012,2.37,25.48,241.83,9.13,4.61,51.15,21.66,49.23,94.17,47.86,89.02,38.58,136.26,12.87,34.08,1.69,23.25,FAMILY,20.94
2011,7.87,29.3,76.17,8.35,9.19,74.76,18.1,35.08,54.42,91.35,78.42,44.66,123.18,8.57,54.49,10.55,4.96,POSTPARTUM,35.67
2008,8.46,36.15,194.1,14.93,10.57,69.62,35.05,50.31,55.56,70.31,72.44,17.01,114.1,16.13,24.04,10.44,3.23,POSTPARTUM,3.89
2023,4.35,39.42,252.43,11.64,6.89,73.96,56.36,60.62,48.03,45.69,55.08,7.2,58.65,10.95,56.75,9.26,13.53,CHILD,10.81
2025,1.67,8.73,190.95,13.54,10.62,52.32,51.21,41.69,80.5,75.16,40.13,19.58,45.88,13.99,48.71,8.97,15.69,POSTPARTUM,27.97
2016,0.12,12.98,152.58,8.08,12.06,82.21,32.87,56.21,63.34,73.86,76.59,21.38,31.9,3.15,20.3,6.93,15.25,OTHER,10.05
2008,6.51,7.57,123.07,8.76,10.39,87.31,44.37,64.08,82.45,56.52,64.93,9.79,63.72,13.06,65.86,5.39,13.26,PREGNANCY,22.34
2020,8.79,32.05,211.51,10.18,6.24,57.78,54.34,52.75,62.35,77.71,49.43,15.08,135.7,10.95,37.84,17.8,22.13,EXPANSION,13.16
2008,5.79,40.08,255.76,15.73,8.68,55.53,42.44,60.06,74.05,90.67,86.43,20.63,47.05,13.96,30.94,2.7,23.5,OTHER,4.35
2021,8.49,18.46,204.17,9.86,12.0,76.94,63.42,62.96,61.53,50.45,58.3,22.52,113.32,14.63,54.51,5.12,15.82,EXPANSION,1.93
2005,0.23,11.31,101.17,5.0,7.96,67.44,47.79,39.98,64.36,57.37,63.6,18.79,41.41,9.42,22.02,7.9,20.79,FAMILY,27.99
2016,0.05,40.67,222.09,9.9,5.85,76.86,42.51,41.61,80.46,90.44,71.7,41.11,22.21,8.39,43.42,10.65,27.67,PREGNANCY,21.96
2005,2.42,25.21,177.19,14.91,13.52,58.73,38.46,89.55,44.37,45.34,94.59,39.44,23.24,16.76,71.65,16.88,14.47,POSTPARTUM,37.78
2023,3.25,26.0,105.04,7.97,5.1,86.48,62.84,63.24,94.04,71.03,46.66,22.42,113.62,16.37,27.36,9.76,17.51,EXPANSION,43.32
2019,7.56,32.74,102.45,7.58,8.41,87.87,42.81,84.44,42.11,35.78,55.63,17.95,95.81,13.72,45.71,1.03,4.28,OTHER,9.3
2023,6.18,17.19,168.54,9.57,5.59,73.11,64.86,44.3,83.06,72.32,68.09,23.06,139.09,16.17,21.79,2.35,7.61,POSTPARTUM,21.82
2011,2.4,22.9,232.25,7.34,8.4,86.44,61.45,64.31,94.63,85.5,52.5,28.69,55.59,16.29,28.35,15.77,10.36,PREGNANCY,33.03
2015,7.88,21.33,194.76,13.74,13.77,90.08,40.46,61.05,72.73,84.26,77.75,24.56,66.74,16.89,27.33,9.61,1.16,CHILD,45.2
2024,0.09,41.46,223.52,6.28,6.47,86.96,44.57,48.9,90.87,58.52,47.94,11.94,115.04,10.92,65.29,7.69,19.76,OTHER,51.89
2020,8.28,35.44,173.19,14.69,9.93,87.57,49.32,56.99,69.62,70.57,57.42,41.24,23.54,12.36,74.45,15.16,5.59,FAMILY,46.87
2011,1.71,20.96,127.42,5.61,10.02,89.64,49.36,48.89,61.46,87.7,56.19,24.8,50.93,2.98,80.09,4.09,14.86,EXPANSION,49.19
2021,6.23,32.97,71.05,7.04,12.84,83.89,23.31,86.87,72.62,70.97,81.77,25.01,60.53,2.3,59.56,14.46,12.89,FAMILY,2.81
2010,4.11,25.61,218.08,8.13,8.45,75.69,19.93,46.83,65.38,78.09,45.26,33.74,88.06,2.36,70.99,6.59,5.78,CHILD,16.83
2009,3.78,22.93,230.69,11.73,10.85,60.22,24.71,77.95,54.93,85.0,80.72,43.76,53.69,11.15,39.67,16.06,3.62,PREGNANCY,10.33
2022,6.45,16.54,103.95,12.74,11.99,80.41,26.59,41.2,72.28,57.6,71.24,9.04,122.28,16.67,50.78,1.28,5.69,EXPANSION,52.39
2018,4.16,25.88,44.64,15.58,12.17,90.06,20.9,50.15,49.07,86.62,60.41,40.72,14.71,17.33,52.28,4.56,14.37,FAMILY,35.4
2021,5.52,26.36,233.4,13.29,7.65,53.27,24.32,72.04,87.43,57.0,52.87,31.76,116.17,15.08,79.67,9.63,24.87,PREGNANCY,50.52
2007,9.8,31.95,78.72,14.1,10.01,56.34,27.25,36.0,56.0,79.91,45.21,20.65,34.18,3.54,23.15,12.83,23.03,OTHER,11.38
2024,2.17,10.17,184.67,10.52,4.54,91.77,49.36,61.78,93.41,57.48,59.3,38.99,67.14,4.47,65.95,16.26,20.47,EXPANSION,5.41
2015,0.8,41.37,217.49,11.24,10.39,65.18,35.12,67.23,73.75,60.01,47.82,18.7,43.89,8.19,77.54,12.73,27.65,PREGNANCY,43.65
2016,7.37,12.58,226.68,9.05,9.41,73.13,22.34,37.97,44.11,72.8,81.46,14.72,82.49,8.71,41.66,17.21,29.58,PREGNANCY,31.9
2013,6.39,24.36,131.6,14.76,12.42,67.02,38.46,36.03,55.35,84.59,84.13,41.25,102.93,15.02,62.07,5.25,29.52,CHILD,29.15
2020,0.66,7.53,176.64,15.61,11.52,74.72,60.84,58.74,56.22,73.72,42.58,37.92,71.92,2.16,57.72,15.45,16.31,EXPANSION,7.02
2025,5.59,11.57,40.34,6.03,9.46,55.08,64.37,79.51,82.13,77.29,52.52,16.33,22.88,15.36,37.76,14.49,6.33,FAMILY,24.44
2014,4.26,10.69,199.48,15.06,13.39,83.72,24.45,65.53,94.39,55.27,76.03,18.09,36.27,15.73,67.5,4.68,23.9,PREGNANCY,10.44
2022,2.14,27.19,162.59,10.68,13.61,67.54,29.95,57.72,76.67,36.34,51.69,33.94,8.89,2.65,46.59,8.36,22.6,OTHER,27.33
2007,8.05,20.91,155.93,14.68,12.1,86.96,49.3,39.68,43.89,90.51,51.73,10.12,21.41,6.85,54.26,1.98,0.23,POSTPARTUM,41.8
2012,2.55,42.31,224.2,7.7,5.32,54.19,28.45,40.41,75.35,37.04,70.17,44.6,47.48,17.99,45.11,9.55,20.73,PREGNANCY,6.49
2007,8.19,14.09,124.12,12.97,8.82,64.21,32.6,75.34,53.37,42.34,48.57,21.98,109.36,5.5,55.32,4.53,23.93,PREGNANCY,4.64
2014,5.83,29.77,211.29,13.79,10.21,72.13,24.08,66.8,56.42,87.07,46.11,7.4,38.4,4.93,47.15,5.47,15.66,POSTPARTUM,43.54
2023,5.19,31.9,211.74,10.8,13.33,72.06,26.85,77.61,78.78,88.04,87.81,27.34,36.95,13.44,29.38,11.64,19.68,CHILD,35.85
2008,3.23,19.54,143.83,9.87,10.51,85.36,26.24,37.89,83.81,81.36,54.49,3.51,11.38,15.59,32.69,3.73,18.01,OTHER,52.35
2019,8.96,14.37,164.24,9.69,10.26,54.75,62.67,71.66,48.08,46.13,56.47,33.09,76.45,17.42,32.13,5.63,23.97,OTHER,51.56
2012,5.77,17.79,124.2,7.65,12.99,56.29,47.37,78.2,80.93,71.79,65.63,30.68,139.31,2.07,48.51,13.58,22.38,CHILD,46.31
2013,9.19,27.24,91.26,7.91,11.01,78.32,23.74,43.93,62.05,77.76,40.92,16.13,132.56,5.66,79.79,8.32,10.07,OTHER,49.04
2013,4.22,9.81,183.28,10.94,10.23,74.0,22.68,77.15,75.82,57.24,88.94,3.74,36.11,8.81,33.06,15.76,6.48,PREGNANCY,40.41
2006,0.25,9.32,259.83,14.17,11.51,83.71,30.54,61.6,46.16,56.31,60.32,20.13,133.49,4.7,60.78,13.71,2.14,OTHER,47.49
2005,5.28,31.43,251.16,8.75,13.48,60.69,33.44,71.17,60.56,82.27,84.85,30.12,51.02,8.79,51.24,16.63,9.25,FAMILY,17.37
2012,6.89,9.22,55.75,8.41,12.67,69.03,56.84,74.47,92.12,62.49,41.41,4.72,14.37,6.76,53.56,8.64,13.77,POSTPARTUM,1.14
2020,1.27,33.28,215.53,7.13,5.89,75.07,16.49,77.66,87.38,54.13,46.6,9.5,7.35,6.11,20.45,4.94,18.67,CHILD,17.01
2012,5.8,28.43,216.68,13.18,10.78,57.45,20.05,42.99,51.4,64.49,50.33,27.93,61.44,16.51,25.65,6.96,26.63,EXPANSION,47.14
2006,0.39,28.22,70.97,14.0,13.84,58.96,23.55,43.85,69.57,38.74,50.54,17.1,106.55,8.23,54.1,9.97,12.72,EXPANSION,6.31
2025,8.49,44.69,175.83,14.48,7.28,54.37,47.86,40.66,48.1,66.26,40.08,30.8,13.94,11.53,88.76,17.52,1.95,CHILD,23.05
2006,8.13,43.39,178.63,13.32,8.64,55.8,56.46,63.17,50.48,79.31,45.63,25.73,56.49,4.3,33.2,15.88,9.79,FAMILY,13.65
2023,7.77,15.75,159.11,11.81,13.24,88.72,54.76,89.6,53.88,35.62,42.38,13.04,36.47,5.88,75.96,7.07,0.71,OTHER,10.98
2021,2.52,36.42,257.2,10.06,11.26,91.66,38.65,84.42,65.81,79.47,55.32,27.99,61.45,16.18,77.41,3.92,1.75,FAMILY,28.16
2008,1.74,21.61,157.77,7.4,7.93,74.33,23.99,88.17,45.03,90.25,89.55,9.02,114.87,11.97,22.18,11.25,1.34,POSTPARTUM,18.25
2006,7.72,6.09,155.39,5.32,12.28,56.22,59.4,71.87,64.49,88.64,56.01,16.62,91.24,9.12,35.14,15.83,12.3,PREGNANCY,38.2
2010,3.22,22.71,217.46,9.35,9.66,54.57,47.83,51.66,50.62,47.11,77.85,14.03,82.53,2.42,86.3,11.84,17.74,PREGNANCY,11.26
2025,9.21,12.46,184.99,15.66,5.94,74.01,64.58,69.62,86.69,70.19,52.17,2.88,70.01,11.87,58.07,17.39,22.84,FAMILY,48.27
2007,7.01,26.64,248.08,12.28,11.19,51.3,63.88,56.29,43.24,73.87,64.3,28.23,130.32,14.82,47.37,0.66,12.96,OTHER,32.37
2025,3.49,33.57,168.29,5.21,13.92,54.59,23.97,70.3,88.29,65.09,85.33,39.37,97.39,11.16,46.64,7.33,11.98,CHILD,20.67
2018,3.31,25.19,146.35,14.61,4.75,77.12,64.25,80.47,81.3,67.3,44.41,28.96,41.79,10.66,56.63,4.22,4.02,FAMILY,30.34
2010,1.71,40.42,240.53,6.18,5.02,54.79,25.42,48.32,57.14,67.74,64.22,11.1,66.49,17.93,88.58,6.24,27.7,POSTPARTUM,12.32
2006,7.3,9.91,128.5,8.84,5.5,70.56,19.87,36.49,65.38,38.17,78.64,17.29,36.62,2.97,49.33,7.8,7.59,POSTPARTUM,13.26
2010,0.72,44.49,95.1,13.62,6.09,75.35,58.68,82.29,77.51,78.96,48.16,36.38,134.31,12.12,75.81,15.97,19.58,OTHER,50.45
2014,9.29,44.18,135.73,6.82,6.0,65.44,21.57,74.17,44.76,82.79,53.61,13.06,103.26,14.97,70.85,8.71,21.43,CHILD,51.08
2012,2.81,6.93,252.78,9.25,8.58,67.73,17.17,65.1,64.88,58.59,49.59,14.88,103.12,8.22,55.01,5.33,1.96,PREGNANCY,11.86
2023,0.8,40.88,157.1,9.69,4.72,91.27,60.06,51.63,43.25,68.64,88.73,41.93,17.77,9.74,64.88,0.52,24.29,FAMILY,33.08
2021,3.82,16.58,152.08,5.08,13.57,52.54,19.09,86.4,46.25,84.11,52.44,42.42,27.25,2.14,65.23,2.63,25.38,OTHER,24.92
2021,3.81,31.76,155.35,9.56,10.15,73.73,54.65,72.23,55.18,79.56,66.64,28.92,55.01,11.85,85.3,17.55,5.31,OTHER,14.23
2005,0.16,18.08,65.61,15.37,12.98,62.84,44.22,77.54,93.21,74.0,62.9,18.67,101.99,8.3,64.4,12.98,16.55,PREGNANCY,26.54
2017,4.95,17.0,97.3,14.99,8.39,55.11,29.86,53.07,51.18,56.3,79.06,22.06,9.27,16.15,63.62,13.25,6.49,PREGNANCY,51.96
2009,7.38,44.85,50.41,7.74,12.19,67.69,16.08,45.58,75.64,65.65,93.83,24.71,100.7,2.51,54.44,11.46,2.86,CHILD,29.95
2008,8.95,18.71,154.13,9.62,11.13,55.12,28.45,61.6,47.39,79.75,80.49,34.95,71.21,14.95,29.78,13.65,2.13,FAMILY,18.89
2022,5.68,41.33,76.09,9.39,13.56,76.83,44.62,37.47,85.88,37.3,68.89,11.3,102.6,4.39,44.23,6.55,28.67,CHILD,10.22
