imm_legal_admission_fiscal_year,imm_legal_visa_category_code,imm_legal_country_of_chargeability,imm_legal_consulate_post_code,imm_legal_applications_received,imm_legal_applications_approved,imm_legal_applications_denied,imm_legal_processing_time_days_median,imm_legal_priority_date_backlog_months,imm_legal_adjustment_of_status_flag,imm_legal_principal_applicant_flag,imm_legal_derivative_count,imm_legal_employment_based_indicator,imm_legal_family_based_indicator,imm_legal_humanitarian_indicator,imm_legal_inadmissibility_ground_code,imm_legal_waiver_granted_flag,imm_legal_age_at_admission,imm_legal_intended_state_destination_code,imm_legal_data_extract_date
2021,H1B,DEU,INKOL,5372,4873,247,426,46,0,1,0,1,0,1,212B,1,0,CH,2025-07-02
2024,J1,JPN,INMUM,13982,18345,3723,332,81,1,0,4,1,1,1,212C,0,11,PY,2025-03-18
2012,F1,AFG,INCHN,5307,3168,1341,256,85,1,1,0,0,0,1,212A,0,23,AS,2025-03-08
2021,H4,IND,INAMD,13783,16263,2483,101,113,1,1,3,1,1,0,NONE,0,36,BR,2025-05-28
2016,L2,IND,INDEL,24416,7953,3247,302,9,0,0,4,0,1,0,212F,0,83,AN,2025-06-22
2023,O1,GBR,INHYD,13418,9456,1858,190,117,1,1,3,1,1,0,NONE,1,69,DD,2025-02-04
2025,H4,BGD,INMUM,9827,17689,685,266,113,1,0,4,0,1,1,212F,1,75,TN,2025-03-18
2021,CR1,LKA,INKOL,11299,6494,585,192,32,0,1,1,0,1,1,212D,1,84,OD,2025-10-07
2025,CR1,FRA,INLKO,22648,14699,2398,415,6,0,1,1,1,0,0,212A,0,2,MN,2025-07-04
2013,J1,LKA,INBLR,21440,11248,142,75,2,0,0,1,0,1,0,212D,0,26,ML,2025-02-24
2023,B2,CAN,INAMD,20419,790,966,14,13,0,0,1,1,0,1,212D,0,52,TN,2025-04-04
2017,E2,LKA,INBLR,12931,1863,2851,271,43,0,1,4,1,1,1,212F,1,16,PY,2025-05-24
2022,F1,IND,INMUM,9637,93,3469,490,45,1,0,0,0,1,0,212C,1,14,AP,2025-09-04
2012,L2,MMR,INAMD,8841,18064,3695,377,60,0,0,2,0,1,0,NONE,1,38,OD,2025-07-19
2014,F1,JPN,INKOL,8755,16079,717,89,35,1,1,6,0,0,0,212E,0,3,PY,2025-08-24
2016,CR1,MDV,INMUM,22425,20753,642,217,12,0,1,5,1,1,0,212A,0,16,LA,2025-11-10
2015,IR1,NPL,INKOL,22661,8020,3440,319,15,1,0,2,1,1,0,212C,1,10,CH,2025-11-16
2014,IR1,BTN,INBLR,9308,20222,2548,343,79,1,1,1,1,0,1,212E,0,11,MZ,2025-08-08
2021,H4,SGP,INCHN,7883,13293,3693,496,117,0,0,0,1,0,0,212C,1,31,UP,2025-11-28
2024,IR1,LKA,INAMD,19320,16141,369,409,4,0,0,3,1,0,0,212F,1,26,MP,2025-08-04
2016,REF,JPN,INDEL,14295,351,3650,197,115,0,1,0,1,0,1,212F,0,43,SK,2025-02-18
2022,B2,CAN,INCHN,19087,17825,3453,341,88,0,0,3,0,1,0,212C,1,42,TN,2025-10-12
2019,EB3,ARE,INDEL,15804,7532,1109,528,37,0,1,2,1,0,1,212B,1,48,DL,2025-04-28
2022,H4,JPN,INBLR,9330,4951,786,93,101,0,0,0,1,0,1,212B,1,72,UK,2025-03-23
2015,L2,DEU,INLKO,12627,12762,2786,68,49,1,0,0,1,1,0,212C,1,42,LA,2025-09-20
2012,DV,NPL,INAMD,21298,13446,1483,393,37,1,0,5,1,0,0,212B,1,2,KL,2025-03-18
2022,H4,SAU,INCHN,2564,20812,949,152,102,1,1,2,0,0,1,212A,0,28,HP,2025-07-30
2018,E1,LKA,INCHN,4019,5133,1348,159,55,1,1,0,0,0,1,NONE,1,84,JK,2025-05-02
2019,EB3,PAK,INMUM,19718,8439,521,355,62,1,0,3,0,1,1,212E,0,34,MH,2025-11-21
2014,B2,FRA,INHYD,24174,2901,2536,184,119,0,1,6,1,0,0,212F,1,47,PY,2025-03-31
2017,H4,MMR,INBLR,4616,13165,1952,493,47,0,1,0,1,0,0,212A,0,73,AS,2025-09-15
2013,H4,DEU,INKOL,2246,13576,2444,253,104,1,0,3,1,0,0,NONE,0,38,RJ,2025-06-10
2018,IR1,ARE,INBLR,17223,19269,2943,260,89,1,1,1,0,1,0,212B,0,23,GJ,2025-06-25
2019,EB2,DEU,INKOL,19909,2595,354,506,58,0,1,0,1,1,0,212E,1,19,DL,2025-10-20
2017,H4,MMR,INAMD,11395,12734,946,358,76,0,1,3,1,0,1,212A,0,14,LA,2025-03-30
2017,L1,MDV,INKOL,1359,6205,2335,518,43,0,0,6,0,1,0,212D,1,84,KA,2025-05-07
2016,F1,LKA,INLKO,914,8676,1482,19,114,0,0,2,0,0,0,212F,1,75,DD,2025-12-25
2019,L2,CAN,INDEL,12105,5761,1647,157,89,1,1,1,1,1,1,212C,0,17,SK,2025-10-13
2012,CR1,BGD,INKOL,5439,16681,3045,56,54,1,0,0,0,1,0,212F,0,59,OD,2025-10-24
2021,L1,GBR,INKOL,19797,85,535,221,54,0,1,5,1,0,0,NONE,1,40,LD,2025-09-17
2015,L1,GBR,INMUM,11766,4282,1314,378,0,0,0,3,1,0,0,NONE,1,68,PY,2025-12-05
2015,H1B,LKA,INCHN,12028,5724,2898,119,7,1,1,6,0,0,1,212D,1,74,KA,2025-09-01
2014,DV,JPN,INBLR,24649,15375,2885,258,3,1,0,5,1,1,1,212D,0,10,MP,2025-04-21
2014,O1,MMR,INBLR,3053,8614,2215,347,84,1,1,0,0,0,0,212C,1,55,WB,2025-01-24
2015,IR1,IND,INAMD,14224,12195,949,59,85,0,0,3,0,1,0,212B,1,17,MN,2025-02-19
2022,REF,AUS,INAMD,24936,12716,620,136,114,1,1,0,1,1,0,212F,1,11,MP,2025-02-06
2012,REF,AFG,INLKO,13822,6275,427,199,52,0,0,1,0,0,1,212A,1,15,DL,2025-06-30
2025,DV,AFG,INKOL,17665,7461,1725,63,57,0,0,6,1,1,1,212A,1,26,HR,2025-09-10
2022,E1,GBR,INHYD,8009,21096,2537,103,36,0,0,6,1,1,0,212A,1,16,DD,2025-01-25
2024,E1,BTN,INBLR,12030,15006,2402,204,48,1,1,1,0,0,0,212B,1,84,PY,2025-12-15
2022,J1,SGP,INAMD,19145,13370,2243,153,66,1,1,0,0,1,0,212F,1,30,BR,2025-05-05
2013,L2,PAK,INKOL,6631,14460,544,301,18,0,1,0,0,1,0,212F,1,34,NL,2025-01-31
2020,SIV,JPN,INAMD,24139,20823,2764,18,0,1,0,4,1,0,1,212C,1,26,TN,2025-08-25
2021,CR1,PAK,INLKO,16855,7980,823,339,28,0,1,0,1,0,1,212A,1,31,AN,2025-08-15
2013,SIV,USA,INDEL,10015,17841,2979,226,86,1,0,6,1,0,0,NONE,1,16,AR,2025-12-14
2016,CR1,IND,INDEL,11810,19782,3765,404,32,0,0,0,1,1,1,NONE,0,10,MP,2025-02-07
2020,EB2,USA,INAMD,14972,13685,1002,348,118,0,0,5,1,1,1,NONE,1,0,ML,2025-02-27
2020,J1,PAK,INDEL,996,6649,658,518,51,1,1,5,1,1,0,212D,1,81,HR,2025-08-24
2019,IR1,GBR,INAMD,18268,13848,2986,178,40,1,0,1,1,0,0,212D,1,48,OD,2025-06-30
2012,L2,MMR,INKOL,1614,4561,2827,474,22,0,1,5,0,1,0,212B,1,40,DD,2025-04-24
2012,SIV,MDV,INMUM,7382,7896,2058,172,4,1,1,0,1,1,0,212A,1,19,AS,2025-11-02
2020,K1,GBR,INHYD,4994,13331,3653,176,70,0,0,2,1,1,1,212D,0,70,DD,2025-05-12
2024,CR1,IND,INKOL,16107,14608,3327,518,56,0,1,0,0,0,0,NONE,1,36,RJ,2025-12-14
2022,H4,CAN,INMUM,13927,16668,2443,195,5,0,0,6,1,0,0,212D,0,15,TR,2025-06-29
2019,SIV,SAU,INMUM,10189,12400,730,126,48,0,0,4,1,0,0,212F,1,38,MZ,2025-03-19
2021,H4,BGD,INBLR,1358,9897,1832,111,21,0,1,3,0,1,0,NONE,0,44,TR,2025-08-08
2020,E2,MMR,INKOL,19420,17838,408,47,112,0,0,6,1,1,1,212A,0,63,DL,2025-05-22
2018,O1,GBR,INKOL,16820,21731,2409,327,76,0,0,1,0,0,0,212F,1,46,DN,2025-02-12
2014,K1,JPN,INAMD,22565,5117,3330,341,75,0,0,5,1,0,0,212B,0,22,LD,2025-04-28
2014,DV,NPL,INMUM,3308,18064,3074,166,3,1,1,2,1,1,1,212C,0,31,TN,2025-02-28
2013,EB2,MMR,INMUM,22555,18758,83,270,71,1,1,6,0,0,0,212C,1,48,TR,2025-03-02
2016,DV,CAN,INMUM,4861,6481,2203,536,63,0,1,3,0,1,0,212F,0,80,CH,2025-02-10
2023,SIV,JPN,INAMD,23008,7064,3734,483,36,0,0,2,1,0,0,NONE,0,18,MP,2025-10-01
2023,B2,GBR,INBLR,6747,5517,3247,358,30,0,0,1,1,0,1,212D,0,77,AN,2025-07-07
2014,DV,AFG,INKOL,20367,20953,706,216,36,1,1,5,0,0,0,212D,1,66,ML,2025-12-01
2025,SIV,PAK,INMUM,15825,13771,1961,502,44,0,1,4,1,1,0,NONE,1,38,UK,2025-07-06
2017,L2,IND,INDEL,11089,21330,2519,388,89,0,1,6,0,0,0,212A,1,59,UP,2025-08-16
2013,O1,GBR,INKOL,1489,9324,2666,487,106,0,1,6,0,1,1,212F,1,10,KA,2025-06-13
2023,B2,CAN,INAMD,22603,10446,1447,11,7,1,1,6,0,0,0,NONE,0,48,PY,2025-10-13
2014,B1,LKA,INBLR,11684,11078,133,40,39,1,0,1,1,0,0,212A,1,14,AS,2025-04-12
2016,K1,JPN,INDEL,20914,11280,787,151,96,1,1,2,1,1,0,212B,0,82,UP,2025-09-24
2023,E2,LKA,INAMD,105,18583,2954,357,108,0,0,2,1,1,1,212B,1,60,JK,2025-05-04
2022,H1B,FRA,INCHN,19758,21371,863,471,92,0,0,1,0,0,1,212F,1,42,DL,2025-06-02
2022,E2,BGD,INKOL,23211,654,3451,354,4,1,0,6,1,1,0,NONE,0,14,MN,2025-06-28
2012,REF,BGD,INCHN,155,20035,666,131,27,0,0,0,0,0,0,212B,0,78,AR,2025-03-07
2024,O1,GBR,INAMD,3251,10077,276,277,116,1,1,1,0,1,1,212D,1,78,WB,2025-04-09
2012,H4,AFG,INAMD,15234,13365,3307,363,103,1,0,5,1,1,0,212A,1,72,PB,2025-01-24
2021,K1,USA,INAMD,719,10167,1775,533,80,0,1,5,1,0,1,212C,1,4,ML,2025-11-29
2020,J1,DEU,INMUM,12713,21081,881,504,118,0,0,4,0,0,1,212C,1,82,BR,2025-09-06
2018,J1,ARE,INBLR,1016,18622,2060,159,86,0,1,1,1,1,1,212B,1,28,HR,2025-06-14
2012,SIV,MMR,INMUM,16741,1409,2389,59,108,0,1,3,0,1,0,212A,0,61,PB,2025-04-04
2023,EB2,SGP,INBLR,18572,13091,2082,155,8,1,0,5,1,0,1,212D,1,59,UP,2025-12-09
2025,REF,FRA,INHYD,11706,11342,2606,509,1,1,1,5,0,1,1,212C,0,68,DD,2025-05-04
2019,IR1,MDV,INMUM,15943,4296,1237,456,62,1,0,5,1,1,0,212D,1,21,MP,2025-10-29
2014,REF,AUS,INCHN,13139,12326,3483,225,95,1,1,0,0,1,0,212D,1,12,CG,2025-06-05
2019,DV,PAK,INBLR,16543,1269,2452,283,50,1,0,3,1,1,0,212C,0,49,MP,2025-12-15
2016,B2,PAK,INMUM,3682,17649,3565,458,115,1,0,6,0,0,1,212C,1,46,KA,2025-09-06
2012,EB3,USA,INKOL,23162,8265,2705,434,112,0,1,6,0,0,1,212B,0,28,PY,2025-09-28
2018,K1,USA,INAMD,5734,11122,158,89,30,1,1,1,0,1,0,212F,0,79,DD,2025-02-27
2016,REF,MMR,INBLR,13316,16246,3003,224,6,0,0,0,0,1,1,212A,1,16,NL,2025-07-14
2017,B1,SAU,INBLR,22933,10608,3708,533,29,0,0,5,0,0,0,NONE,0,19,AN,2025-07-20
2017,DV,MMR,INMUM,18349,462,1133,410,57,1,1,6,0,1,0,212A,1,77,MN,2025-03-13
2019,H1B,SAU,INHYD,16990,6996,2596,296,2,1,0,3,1,1,0,NONE,1,5,PB,2025-09-04
2020,E1,NPL,INMUM,24053,4695,3860,426,50,0,0,6,0,1,0,212C,1,21,LD,2025-04-08
2013,EB2,SGP,INLKO,154,11823,3597,345,114,0,0,3,0,1,0,212D,1,8,CG,2025-11-25
2020,E2,USA,INCHN,2097,7973,3032,425,55,1,1,0,1,1,1,212A,1,31,PY,2025-03-22
2023,IR1,SAU,INCHN,16579,4397,3418,213,72,1,0,6,1,0,1,212D,1,32,DL,2025-03-06
2022,B1,NPL,INBLR,17307,10619,3815,271,9,0,0,5,0,1,0,212A,1,76,NL,2025-01-05
2021,H1B,AFG,INBLR,16732,7078,1851,42,60,1,1,0,1,1,1,212F,0,69,OD,2025-10-11
2020,K1,GBR,INMUM,19672,17226,3707,379,109,1,0,2,1,1,1,212E,1,48,DD,2025-10-21
2024,E2,SAU,INCHN,8887,11914,278,494,49,1,0,5,0,0,0,212A,0,29,SK,2025-03-22
2021,DV,AFG,INCHN,15457,2959,2526,265,46,1,0,0,0,1,1,212D,1,15,AP,2025-03-28
2021,J1,AUS,INHYD,6432,1051,110,537,89,1,0,1,1,1,1,212E,1,64,TR,2025-10-20
2018,EB2,SGP,INKOL,18945,10228,3707,29,0,0,1,6,1,0,0,212B,0,81,PB,2025-10-08
2012,O1,NPL,INHYD,23030,582,3996,110,93,1,0,5,1,0,1,212F,0,85,LA,2025-07-16
2018,REF,BTN,INLKO,833,10750,2478,247,56,1,0,4,1,0,1,212C,0,13,GA,2025-09-09
2021,REF,BTN,INDEL,21426,16744,541,259,37,0,0,5,1,0,1,212B,0,55,GA,2025-03-24
2016,K1,SAU,INAMD,420,20971,1138,148,61,0,0,2,1,1,1,212B,1,36,PY,2025-01-27
2017,B1,LKA,INHYD,15958,16172,3161,457,78,1,0,0,0,1,1,212A,1,48,AS,2025-11-29
2021,E1,SGP,INLKO,536,14018,3283,313,88,1,1,4,1,1,0,212C,0,77,PY,2025-07-01
2018,DV,NPL,INMUM,23812,18700,3621,506,69,0,1,2,0,0,0,212F,1,49,DN,2025-05-15
2025,B1,AUS,INKOL,14550,16638,3666,14,81,1,0,1,0,1,0,212E,0,35,LA,2025-03-31
2016,EB3,BTN,INMUM,3246,21606,3610,75,64,1,0,5,1,0,0,212A,0,51,MN,2025-07-25
2018,L1,DEU,INAMD,9602,9328,3800,74,61,1,1,6,0,0,0,NONE,0,22,MZ,2025-01-27
2020,O1,AUS,INLKO,20721,9629,359,414,55,0,1,4,1,1,1,212A,0,65,MN,2025-02-28
2014,F1,NPL,INDEL,2311,17695,3557,524,66,1,1,6,0,0,1,212E,0,70,CG,2025-03-13
2019,EB2,DEU,INKOL,10863,21131,2419,125,16,1,0,0,1,0,0,212D,1,44,SK,2025-08-15
2013,EB3,MDV,INBLR,9198,8740,1238,37,111,0,0,0,0,1,0,212F,0,85,KA,2025-04-01
2022,SIV,ARE,INCHN,8622,10192,1756,524,7,1,0,1,1,1,0,212F,0,27,WB,2025-03-09
2018,CR1,AUS,INHYD,15058,14477,3086,489,59,1,0,2,0,0,1,212A,1,19,MH,2025-12-28
2024,F1,MMR,INLKO,13135,2959,954,213,112,1,0,4,1,1,1,NONE,0,48,AS,2025-09-17
2013,K1,SAU,INMUM,16672,14365,2306,393,39,1,0,1,0,1,1,212A,0,56,KA,2025-05-26
2025,O1,MMR,INDEL,6893,16178,2825,418,80,0,1,2,0,0,1,212E,1,81,CH,2025-03-04
2015,L1,AFG,INCHN,1155,5455,3534,376,88,0,1,3,0,0,1,212F,1,58,CG,2025-12-09
2018,O1,BGD,INHYD,17820,5412,2167,359,61,1,0,3,1,1,1,NONE,1,25,SK,2025-06-29
2014,IR1,MDV,INCHN,10491,7992,975,342,40,1,0,2,1,1,0,212C,1,18,MP,2025-04-21
2013,SIV,FRA,INHYD,9769,17637,912,295,11,1,0,0,1,0,1,212E,1,12,RJ,2025-07-10
2022,B1,PAK,INLKO,18101,19204,1151,146,92,1,1,0,1,1,0,212F,0,73,PY,2025-09-03
2021,IR1,GBR,INBLR,2741,14819,722,306,88,0,1,3,1,0,0,212A,0,61,TR,2025-10-05
2018,J1,IND,INKOL,24190,19179,2570,19,114,0,1,0,0,0,1,212F,0,13,RJ,2025-12-13
2012,H4,USA,INLKO,11914,15072,1711,434,99,0,1,6,1,1,1,NONE,1,72,WB,2025-10-24
2025,EB3,CAN,INCHN,2046,6064,3716,406,116,1,0,0,1,1,1,212E,1,10,BR,2025-12-03
2019,O1,DEU,INCHN,1475,19891,324,115,53,1,1,2,0,1,1,212C,1,66,AN,2025-05-03
2014,O1,ARE,INCHN,16428,14435,3391,491,88,1,1,5,1,1,1,212D,1,11,LA,2025-02-26
2023,B2,BTN,INKOL,24457,20254,1529,362,92,0,0,2,1,1,1,212B,1,34,TN,2025-06-09
2023,E2,FRA,INDEL,6899,21401,1549,155,10,0,0,0,1,0,1,NONE,1,38,GJ,2025-05-07
2024,H1B,JPN,INHYD,3297,17294,1073,313,59,0,0,2,1,1,1,212D,0,31,HP,2025-08-13
2013,J1,GBR,INLKO,19026,13878,1945,539,67,0,1,4,1,0,0,212C,1,13,TN,2025-04-05
2014,IR1,FRA,INLKO,1540,17592,1607,66,77,0,0,3,1,1,0,212D,0,64,AS,2025-11-07
2016,IR1,ARE,INBLR,17658,5664,2116,441,45,1,1,5,0,0,1,212A,0,26,HP,2025-01-06
2022,IR1,DEU,INCHN,19021,17144,390,27,37,1,1,4,1,1,0,212B,0,59,BR,2025-09-22
2019,H4,ARE,INAMD,24148,17773,2430,388,60,1,1,4,1,1,1,NONE,1,42,TR,2025-08-22
2021,O1,MDV,INLKO,19498,18404,15,251,16,0,1,0,1,0,0,212E,1,64,GA,2025-10-15
2018,L2,LKA,INKOL,14360,17875,3510,79,65,1,0,0,0,1,0,212F,1,54,NL,2025-01-16
2018,L1,CAN,INDEL,24238,17940,845,455,71,1,0,4,0,1,1,212C,1,80,GJ,2025-05-20
2023,J1,AFG,INLKO,17266,16722,868,82,35,0,1,4,0,0,1,212B,1,34,LA,2025-10-24
2018,SIV,SAU,INHYD,15451,5173,567,396,73,0,0,1,0,0,1,212C,0,31,DN,2025-07-14
2019,F1,PAK,INKOL,12934,1914,3688,348,6,0,1,1,1,0,0,212F,0,18,DD,2025-07-05
2012,B2,CAN,INBLR,18874,8011,2179,296,99,1,1,6,0,1,0,212D,1,38,LA,2025-05-05
2015,K1,JPN,INBLR,4845,15459,2019,337,15,0,0,3,1,0,1,212C,0,19,WB,2025-01-17
2024,K1,AUS,INHYD,1696,9487,3631,265,13,1,0,4,1,0,0,212C,0,27,CG,2025-01-26
2017,L2,CAN,INCHN,16192,5955,3319,432,79,1,1,2,1,1,1,212D,1,2,CH,2025-08-01
2020,H1B,ARE,INBLR,14356,17127,2320,12,24,0,0,5,0,1,0,212D,0,31,SK,2025-01-01
2024,J1,JPN,INDEL,16874,2349,1646,12,104,1,1,1,1,1,1,212F,0,85,MZ,2025-10-18
2013,E2,SGP,INKOL,6006,9347,3909,197,3,0,0,0,0,1,0,212B,1,57,JH,2025-09-22
2012,F1,SAU,INLKO,13978,2790,3919,154,28,0,1,4,1,1,1,NONE,0,53,GJ,2025-12-09
2024,IR1,MDV,INDEL,9771,4866,3420,411,55,1,1,2,0,1,1,212D,1,41,BR,2025-02-07
2021,DV,BTN,INCHN,11207,16671,2531,264,5,1,0,5,0,0,1,212B,1,14,UK,2025-08-21
2023,E1,IND,INDEL,2417,16296,2597,485,0,1,0,2,1,0,0,212F,1,82,GJ,2025-09-17
2025,K1,LKA,INDEL,6746,14653,356,96,38,0,1,6,1,1,1,212C,0,61,TN,2025-11-04
2013,EB2,ARE,INMUM,5240,13648,3823,16,0,1,0,2,1,0,0,212C,0,30,KA,2025-09-18
2018,E1,BGD,INDEL,4713,589,3389,93,114,0,0,0,0,0,1,212E,0,60,HR,2025-08-26
2014,CR1,DEU,INHYD,7112,1993,1656,157,103,0,1,1,0,0,1,212A,1,25,HR,2025-04-16
2021,IR1,NPL,INKOL,4381,2842,3119,36,62,1,1,2,0,0,1,212D,0,68,PY,2025-09-04
2013,B1,BTN,INMUM,19468,20864,3081,134,56,1,0,5,1,1,0,212F,0,56,CG,2025-10-31
2025,B2,AFG,INKOL,11930,290,2280,84,66,1,0,1,0,1,0,212B,1,19,GJ,2025-12-09
2022,H4,DEU,INKOL,16296,16340,35,427,64,1,1,6,1,0,0,212E,1,65,SK,2025-02-07
2018,DV,DEU,INCHN,3312,7661,2460,61,64,0,1,6,0,1,1,212B,1,20,LD,2025-11-04
2024,J1,MMR,INCHN,13370,8950,3533,486,102,1,1,3,0,0,0,NONE,0,59,AR,2025-12-09
2024,CR1,AUS,INMUM,18541,6700,1027,311,20,0,1,0,0,0,1,212E,1,62,TS,2025-02-15
2013,E1,AUS,INBLR,7086,1277,2091,111,108,1,1,1,1,1,1,212F,0,50,AR,2025-07-29
2014,F1,PAK,INAMD,20754,8270,2615,178,29,1,1,6,1,0,1,212B,1,83,KL,2025-04-03
2022,F1,JPN,INCHN,22372,5390,3625,505,95,1,1,6,1,1,1,212D,1,38,UP,2025-08-08
2018,EB2,SAU,INAMD,19181,4878,3326,28,32,0,1,1,0,1,1,212B,1,10,GA,2025-09-13
2025,B2,JPN,INCHN,4727,8601,2787,293,47,1,0,2,0,1,0,212A,1,56,TN,2025-05-17
2015,DV,BGD,INCHN,8022,13511,113,397,21,0,0,5,0,1,0,212C,0,2,AR,2025-08-19
2024,K1,USA,INKOL,15379,12456,1772,155,93,1,0,2,0,1,1,212C,0,36,UP,2025-11-02
2025,E2,AUS,INMUM,4314,12890,2444,278,53,1,1,5,1,1,1,212E,0,83,MH,2025-07-21
2012,J1,JPN,INKOL,3183,16524,1197,305,109,0,0,6,0,1,0,212B,1,24,NL,2025-03-07
2024,B2,SAU,INLKO,11662,6928,1278,178,3,0,1,6,0,1,1,212B,0,20,DD,2025-02-07
2025,H1B,GBR,INHYD,17899,10864,465,53,86,1,0,0,1,1,1,212B,1,79,MH,2025-06-04
2016,EB3,SAU,INKOL,20543,18707,4000,213,54,1,1,1,1,0,1,212B,1,41,CH,2025-04-15
2023,EB2,AUS,INAMD,18645,4881,3348,459,43,0,1,4,1,1,1,212A,0,0,MP,2025-09-12
2020,DV,JPN,INAMD,21973,2931,1487,401,88,1,0,6,0,0,0,212D,1,22,DN,2025-01-16
2019,L2,SAU,INHYD,14208,9011,846,307,11,0,1,5,1,1,1,212A,1,23,PY,2025-03-20
2023,K1,CAN,INDEL,9785,11592,501,182,80,1,0,5,0,0,0,212F,0,46,SK,2025-01-13
2020,E1,SGP,INDEL,1739,10318,440,116,116,0,0,2,1,1,0,212F,0,6,WB,2025-04-12
2021,EB2,NPL,INHYD,9813,7256,2116,208,78,0,0,2,0,1,0,212A,1,37,OD,2025-06-01
2025,O1,MMR,INHYD,7777,5585,3580,174,73,0,0,6,0,1,0,212A,0,46,ML,2025-06-27
2020,H4,ARE,INKOL,7814,17513,325,92,98,0,0,6,0,0,1,212C,1,34,CG,2025-03-28
2018,B1,ARE,INHYD,20975,6949,1765,57,118,0,0,3,0,0,1,212F,0,77,AR,2025-03-29
2015,B2,AUS,INLKO,19975,17654,66,118,115,1,0,5,0,1,1,212A,1,61,JH,2025-01-29
2016,L1,GBR,INMUM,13053,18053,303,469,51,1,0,0,0,0,0,212B,1,72,OD,2025-12-29
2012,H1B,MDV,INDEL,868,7371,971,448,92,1,0,1,1,1,0,212A,1,2,PB,2025-11-17
2025,L1,IND,INDEL,14489,19360,483,277,75,1,1,1,0,0,0,212B,0,19,AN,2025-04-10
2012,K1,SGP,INLKO,15127,14921,928,350,64,1,1,1,0,0,1,212E,0,43,TR,2025-04-25
2014,EB3,CAN,INBLR,4571,10658,3619,189,64,1,0,5,0,0,1,212F,1,31,MZ,2025-07-29
2024,EB3,SGP,INLKO,1174,5848,1440,509,9,1,1,2,0,1,1,212D,0,25,MP,2025-12-09
2025,E2,JPN,INLKO,5710,21398,3230,16,17,1,1,0,1,0,0,212C,0,47,ML,2025-03-15
2019,J1,GBR,INHYD,5691,11576,148,500,46,1,0,1,0,0,0,212D,0,4,LA,2025-05-15
2025,IR1,IND,INCHN,17563,18119,3098,240,65,0,0,5,0,1,1,212E,1,58,LD,2025-09-26
2013,L1,SGP,INCHN,1752,8170,3034,304,48,0,1,4,1,1,0,212D,0,60,AS,2025-12-16
2015,J1,FRA,INLKO,18435,10127,2631,250,71,1,0,6,0,0,0,212C,0,48,HP,2025-03-19
2013,EB2,PAK,INHYD,23346,19887,2295,515,21,0,0,3,1,0,1,212B,0,29,AN,2025-05-05
2025,REF,NPL,INMUM,20312,1777,1124,357,85,1,0,3,0,1,0,212E,1,16,CG,2025-02-07
2016,O1,BGD,INCHN,23666,18213,2749,273,25,0,1,1,0,1,0,212E,1,69,AS,2025-09-26
2020,E2,NPL,INBLR,11189,21943,95,207,89,0,0,2,1,1,1,212B,1,57,JH,2025-11-06
2012,L2,BTN,INAMD,22765,11219,3455,245,8,0,1,3,1,1,0,212B,0,62,DN,2025-04-16
2016,H1B,DEU,INHYD,22469,16315,281,340,20,1,0,3,1,1,0,212C,1,60,KA,2025-02-13
2025,L2,AFG,INLKO,15752,12827,2369,421,94,1,0,3,0,0,0,212F,0,62,MZ,2025-08-13
2020,IR1,AUS,INMUM,6573,17555,3467,490,115,1,1,3,1,1,0,212A,0,14,HR,2025-08-30
2012,J1,DEU,INMUM,12447,5512,3349,443,62,1,0,1,1,1,1,212F,1,0,AR,2025-06-02
2020,L2,DEU,INKOL,8161,6322,528,252,106,0,1,5,0,0,1,NONE,0,12,BR,2025-01-24
2019,F1,NPL,INMUM,2451,15949,2310,14,5,1,1,0,0,1,0,212A,1,47,ML,2025-05-04
2015,O1,AUS,INCHN,9531,4767,1642,158,119,0,0,0,0,1,1,212F,0,33,RJ,2025-10-12
2023,H4,ARE,INLKO,10117,14258,579,398,13,1,0,2,1,1,1,212A,0,29,CG,2025-12-14
2022,H4,BTN,INAMD,13426,8422,1663,217,32,0,1,5,0,0,1,212D,0,18,LA,2025-09-18
2021,IR1,GBR,INCHN,13874,10706,3364,373,70,0,1,6,1,1,0,NONE,0,63,MH,2025-05-26
2016,EB2,BTN,INHYD,13494,4701,2341,92,23,0,0,4,1,1,0,212B,0,65,MN,2025-07-10
2024,K1,MDV,INAMD,12929,18911,1631,61,72,0,0,0,1,1,1,212A,1,56,GA,2025-06-14
2016,J1,IND,INHYD,16162,19367,2442,452,74,1,0,4,1,1,1,212F,1,43,ML,2025-03-12
2022,L2,AFG,INMUM,589,3448,2560,310,119,1,0,0,0,0,1,212C,1,11,TN,2025-07-20
2023,O1,SGP,INBLR,11024,7514,2968,138,86,0,0,0,0,0,1,212A,1,39,DN,2025-12-21
2017,B1,CAN,INDEL,13896,3975,809,427,111,1,1,2,1,1,0,212B,0,23,KL,2025-01-12
2018,SIV,CAN,INAMD,5665,20109,3251,391,50,1,1,3,1,1,1,212F,0,10,OD,2025-02-21
2019,E2,AUS,INLKO,16066,14046,2967,204,1,0,1,2,0,1,0,212A,1,65,KL,2025-09-13
2025,EB2,CAN,INKOL,3006,20442,692,53,14,1,1,0,0,1,0,212E,1,0,MP,2025-10-29
2019,O1,JPN,INDEL,8127,9264,234,209,34,1,0,5,1,1,0,212D,0,57,AR,2025-12-26
2022,DV,SAU,INMUM,3772,733,951,267,35,1,1,3,1,1,0,212D,1,27,PB,2025-10-27
2025,K1,IND,INMUM,12109,11100,1854,30,115,0,0,5,1,1,0,212A,0,67,DN,2025-01-09
